"row_number","wikipedia_title","battle_id","status","issue_count","internal_issue_count","stable_mismatch_count","diagnostic_mismatch_count","issue_types","stable_mismatch_fields","diagnostic_mismatch_fields","live_title","live_pageid","live_fetch_mode","notes"
"21","Han conquest of Gojoseon","battle_19503687","needs_review","26","1","18","7","rejected_candidate","date_raw|year|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|strength_side_b_min|strength_side_b_max|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|source_family|extraction_confidence","Han conquest of Gojoseon","19503687","full_parse_fallback",""
"25","Han conquest of Nanyue","battle_38024939","needs_review","27","1","18","8","rejected_candidate","date_raw|year|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|strength_side_a_min|strength_side_a_max|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family|extraction_confidence","Han conquest of Nanyue","38024939","full_parse_fallback",""
"36","Herodium","battle_1353923","needs_review","11","0","4","7","","latitude|longitude|result_raw|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family","Herodium","1353923","wikitext_batch",""
"41","Han conquest of Dian","battle_39899639","needs_review","23","1","14","8","rejected_candidate","date_raw|war_name|location_raw|location_normalized|result_raw|result_normalized|belligerent_1_raw|belligerent_2_raw|strength_side_a_raw|strength_side_b_raw|strength_side_b_min|strength_side_b_max|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family|extraction_confidence","Han conquest of Dian","39899639","full_parse_fallback",""
"44","Han campaigns against Minyue","battle_39871561","needs_review","9","0","4","5","","location_raw|location_normalized|result_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Han campaigns against Minyue","39871561","wikitext_batch",""
"79","Battle of Carnuntum","battle_43073087","needs_review","11","0","6","5","","date_raw|location_raw|location_normalized|casualties_side_b_raw|casualties_side_b_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Carnuntum","43073087","wikitext_batch",""
"85","Shunga–Greek War","battle_75336898","needs_review","8","2","2","4","date_field_mismatch:start_date|missing_commanders","start_date|commander_side_b_raw","page_type_confidence|classification_notes|acceptance_reason|categories","Shunga–Greek War","75336898","wikitext_batch",""
"233","Battle of Telamon","battle_2472426","needs_review","23","0","18","5","","location_raw|location_normalized|latitude|longitude|result_raw|result_normalized|result_type|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_a_min|strength_side_b_min|casualties_side_a_min|casualties_side_b_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Telamon","2472426","wikitext_batch",""
"241","Zhuge Liang's Northern Expeditions","battle_994822","needs_review","13","1","7","5","suspicious_commander_count","date_raw|location_raw|location_normalized|result_raw|commander_side_a_raw|commander_side_b_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Zhuge Liang's Northern Expeditions","994822","wikitext_batch",""
"245","Cleomenean War","battle_12833892","needs_review","14","0","6","8","","date_raw|war_name|belligerent_1_raw|belligerent_2_raw|commander_side_b_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|list_page_origin|parent_list_page|source_family","Cleomenean War","12833892","wikitext_batch",""
"248","Invasions of Epidamnus","battle_42523928","needs_review","23","1","14","8","rejected_candidate","date_raw|year|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_b_raw|casualties_side_a_raw|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family|extraction_confidence","Invasions of Epidamnus","42523928","full_parse_fallback",""
"253","Ziwu Campaign","battle_69916915","needs_review","10","0","5","5","","date_raw|start_date|location_raw|location_normalized|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Ziwu Campaign","69916915","wikitext_batch",""
"276","Fall of Hatra","battle_60244524","needs_review","18","1","13","4","rejected_candidate","date_raw|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Fall of Hatra","60244524","full_parse_fallback",""
"314","Roman withdrawal from Africa (255 BC)","battle_51240628","needs_review","36","1","27","8","rejected_candidate","date_raw|year|century|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_a_min|strength_side_a_max|strength_side_b_min|strength_side_b_max|casualties_side_a_min|casualties_side_a_max|casualties_side_b_min|casualties_side_b_max|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family|extraction_confidence","Roman withdrawal from Africa (255 BC)","51240628","full_parse_fallback",""
"326","Battle of Edessa","battle_3034317","needs_review","16","0","11","5","","location_raw|location_normalized|result_raw|commander_side_b_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_b_min|casualties_side_a_min|casualties_side_a_max|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Edessa","3034317","wikitext_batch",""
"360","Battle of Beneventum (275 BC)","battle_1905296","needs_review","15","0","10","5","","location_raw|location_normalized|result_raw|result_normalized|result_type|strength_side_a_raw|strength_side_b_raw|strength_side_a_min|strength_side_b_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Beneventum (275 BC)","1905296","wikitext_batch",""
"392","Battle of Bovianum","battle_3151873","needs_review","10","0","5","5","","location_raw|location_normalized|result_raw|commander_side_a_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Bovianum","3151873","wikitext_batch",""
"463","Popular Front for the Liberation of Palestine – General Command","battle_88176","needs_review","10","1","6","3","missing_field","date_raw|start_date|year|century|war_name|notes","acceptance_reason|text_length|categories","Popular Front for the Liberation of Palestine – General Command","88176","wikitext_batch",""
"479","Perso-Roman wars of 337–361","battle_57224032","needs_review","12","0","4","8","","result_raw|result_normalized|result_type|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|list_page_origin|parent_list_page|source_family","Perso-Roman wars of 337–361","57224032","wikitext_batch",""
"527","Julian's Persian expedition","battle_37498649","needs_review","20","1","14","5","suspicious_commander_count","location_raw|location_normalized|result_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_b_raw|strength_side_a_min|strength_side_b_min|strength_side_b_max|casualties_side_b_min|casualties_side_b_max|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Julian's Persian expedition","37498649","wikitext_batch",""
"537","Conquest of Former Yan by Former Qin","battle_80140575","needs_review","28","1","23","4","rejected_candidate","date_raw|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_a_min|strength_side_a_max|strength_side_b_min|strength_side_b_max|casualties_side_b_min|casualties_side_b_max|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Conquest of Former Yan by Former Qin","80140575","full_parse_fallback",""
"539","Battle of Leuctra","battle_82505","needs_review","20","0","15","5","","date_raw|war_name|location_raw|location_normalized|latitude|longitude|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_a_min|strength_side_b_min|casualties_side_a_max|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Leuctra","82505","wikitext_batch",""
"555","Battle of Labrytae","battle_53825702","needs_review","11","0","2","9","","date_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family","Battle of Labrytae","53825702","wikitext_batch",""
"599","Siege of Florence (405)","battle_35847303","needs_review","13","0","8","5","","result_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|strength_side_a_min|strength_side_b_min|casualties_side_a_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Siege of Florence (405)","35847303","wikitext_batch",""
"610","Conquest of Southern Yan by Jin","battle_67299146","needs_review","28","1","19","8","rejected_candidate","date_raw|year|century|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family|extraction_confidence","Conquest of Southern Yan by Jin","67299146","full_parse_fallback",""
"670","Battle of the Catalaunian Plains","battle_146043","needs_review","18","1","12","5","missing_commanders","location_raw|location_normalized|latitude|longitude|result_raw|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of the Catalaunian Plains","146043","wikitext_batch",""
"697","Battle of Déols","battle_35581542","needs_review","10","0","5","5","","date_raw|location_raw|location_normalized|commander_side_b_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Déols","35581542","wikitext_batch",""
"706","Wars of the Delian League","battle_22979818","needs_review","15","0","7","8","","date_raw|location_raw|location_normalized|result_raw|commander_side_a_raw|casualties_side_b_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|list_page_origin|parent_list_page|source_family","Wars of the Delian League","22979818","wikitext_batch",""
"742","Greco-Persian Wars","battle_327628","needs_review","19","1","10","8","suspicious_commander_count","date_raw|war_name|location_raw|location_normalized|result_raw|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|list_page_origin|parent_list_page|source_family","Greco-Persian Wars","327628","wikitext_batch",""
"745","Battle of Badon","battle_60422","needs_review","15","1","5","9","missing_commanders","date_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family","Battle of Badon","60422","wikitext_batch",""
"758","Scythian campaign of Darius I","battle_47181089","needs_review","20","0","15","5","","war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|strength_side_a_min|strength_side_b_min|strength_side_b_max|casualties_side_a_min|casualties_side_a_max|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Scythian campaign of Darius I","47181089","wikitext_batch",""
"780","Battle of Shayuan","battle_19839055","needs_review","9","0","4","5","","date_raw|location_raw|location_normalized|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Shayuan","19839055","wikitext_batch",""
"842","Sack of Apamea","battle_79832818","needs_review","25","1","16","8","rejected_candidate","date_raw|year|war_name|location_raw|location_normalized|result_raw|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|casualties_side_a_raw|casualties_side_b_raw|casualties_side_c_raw|casualties_side_b_min|casualties_side_b_max|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family|extraction_confidence","Sack of Apamea","79832818","full_parse_fallback",""
"868","Goguryeo–Sui War","battle_8616149","needs_review","20","0","12","8","","war_name|location_raw|location_normalized|result_raw|belligerent_1_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_b_raw|strength_side_a_min|strength_side_b_min|casualties_side_b_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|list_page_origin|parent_list_page|source_family","Goguryeo–Sui War","8616149","wikitext_batch",""
"870","Byzantine–Sasanian War of 602–628","battle_25485654","needs_review","3","2","1","0","date_field_mismatch:end_date|suspicious_commander_count","end_date","","Byzantine–Sasanian War of 602–628","25485654","wikitext_batch",""
"875","Battle of Hamath","battle_15947949","needs_review","9","0","4","5","","date_raw|latitude|longitude|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Hamath","15947949","wikitext_batch",""
"880","Median invasion of Urartu","battle_79574493","needs_review","20","1","15","4","rejected_candidate","date_raw|year|century|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Median invasion of Urartu","79574493","full_parse_fallback",""
"917","Arab–Byzantine wars","battle_2494531","needs_review","2","1","1","0","date_field_mismatch:end_date","end_date","","Arab–Byzantine wars","2494531","wikitext_batch",""
"946","Battle of Husayd","battle_69079821","needs_review","5","0","1","4","","result_raw","page_type_confidence|classification_notes|acceptance_reason|categories","Battle of Husayd","69079821","wikitext_batch",""
"949","Battle of River","battle_7517417","needs_review","18","0","13","5","","location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|casualties_side_b_raw|casualties_side_b_min|casualties_side_b_max|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of River","7517417","wikitext_batch",""
"952","Battle of Walaja","battle_7517428","needs_review","20","0","15","5","","result_raw|belligerent_2_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_a_min|strength_side_a_max|strength_side_b_min|strength_side_b_max|casualties_side_a_min|casualties_side_b_min|casualties_side_b_max|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Walaja","7517428","wikitext_batch",""
"1081","Siege of Lachish","battle_12731823","needs_review","3","1","1","1","missing_commanders","date_raw","text_length","Siege of Lachish","12731823","wikitext_batch",""
"1146","Alid revolt of 762–763","battle_36889983","needs_review","22","1","13","8","rejected_candidate","date_raw|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family|extraction_confidence","Alid revolt of 762–763","36889983","full_parse_fallback",""
"1164","Tabaristan uprising","battle_73964024","needs_review","18","1","13","4","rejected_candidate","date_raw|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Tabaristan uprising","73964024","full_parse_fallback",""
"1238","Shilong's invasion of Sichuan","battle_79127250","needs_review","28","1","23","4","rejected_candidate","date_raw|year|war_name|location_raw|location_normalized|result_raw|result_normalized|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_a_min|strength_side_a_max|strength_side_b_min|strength_side_b_max|casualties_side_b_min|casualties_side_b_max|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Shilong's invasion of Sichuan","79127250","full_parse_fallback",""
"1250","Battle of Reading (871)","battle_2665431","needs_review","11","0","6","5","","date_raw|location_raw|location_normalized|latitude|longitude|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Reading (871)","2665431","wikitext_batch",""
"1336","Qarmatian invasion of Iraq","battle_70292658","needs_review","24","1","19","4","rejected_candidate","date_raw|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|strength_side_a_min|strength_side_a_max|strength_side_b_min|strength_side_b_max|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Qarmatian invasion of Iraq","70292658","full_parse_fallback",""
"1350","Rus'–Byzantine War (941–944)","battle_8202271","needs_review","18","0","10","8","","date_raw|location_raw|location_normalized|result_raw|strength_side_a_raw|strength_side_b_raw|strength_side_a_min|strength_side_a_max|strength_side_b_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|list_page_origin|parent_list_page|source_family","Rus'–Byzantine War (941–944)","8202271","wikitext_batch",""
"1375","Battle of Arcadiopolis (970)","battle_7551607","needs_review","2","1","1","0","missing_commanders","result_raw","","Battle of Arcadiopolis (970)","7551607","wikitext_batch",""
"1401","Battle of Maldon","battle_60417","needs_review","12","0","7","5","","date_raw|location_raw|location_normalized|latitude|longitude|commander_side_a_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Maldon","60417","wikitext_batch",""
"1409","Revolt of Tyre (996–998)","battle_41594784","needs_review","19","1","14","4","rejected_candidate","date_raw|year|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Revolt of Tyre (996–998)","41594784","full_parse_fallback",""
"1421","Battle of Calatañazor","battle_5422627","needs_review","11","1","6","4","missing_field","latitude|longitude|result_raw|result_normalized|result_type|notes","acceptance_reason|text_length|categories|extraction_confidence","Battle of Calatañazor","5422627","wikitext_batch",""
"1435","Battle of Aqbat al-Bakr","battle_36033753","needs_review","12","0","7","5","","location_raw|location_normalized|result_raw|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Aqbat al-Bakr","36033753","wikitext_batch",""
"1437","Battle of Carham","battle_5495450","needs_review","13","2","6","5","date_field_mismatch:end_date|date_field_mismatch:start_date","start_date|end_date|war_name|latitude|longitude|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Carham","5495450","wikitext_batch",""
"1438","Second conflict in the Goryeo–Khitan War","battle_19115187","needs_review","13","0","8","5","","result_raw|commander_side_a_raw|commander_side_b_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_b_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Second conflict in the Goryeo–Khitan War","19115187","wikitext_batch",""
"1441","Georgian–Shaddadid wars","battle_79850818","needs_review","8","1","6","1","suspicious_commander_count","result_raw|result_normalized|result_type|belligerent_1_raw|commander_side_a_raw|commander_side_b_raw","categories","Georgian–Shaddadid wars","79850818","wikitext_batch",""
"1461","Kiev uprising (1018)","battle_77812636","needs_review","21","1","16","4","rejected_candidate","date_raw|start_date|end_date|year|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Kiev uprising (1018)","77812636","full_parse_fallback",""
"1462","Third conflict in the Goryeo–Khitan War","battle_2866021","needs_review","13","0","8","5","","result_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_b_raw|strength_side_a_min|strength_side_b_min|casualties_side_b_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Third conflict in the Goryeo–Khitan War","2866021","wikitext_batch",""
"1473","Chola invasion of Srivijaya","battle_42017639","needs_review","19","1","14","4","rejected_candidate","date_raw|end_date|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Chola invasion of Srivijaya","42017639","full_parse_fallback",""
"1474","South-East Asia campaign of Rajendra I","battle_34244373","needs_review","12","0","7","5","","war_name|location_raw|location_normalized|result_raw|belligerent_2_raw|commander_side_b_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","South-East Asia campaign of Rajendra I","34244373","wikitext_batch",""
"1482","Battle of Tafalla","battle_22870185","needs_review","5","0","2","3","","result_raw|notes","acceptance_reason|text_length|categories","Battle of Tafalla","22870185","wikitext_batch",""
"1483","Battle of Bar-le-Duc","battle_66922944","needs_review","11","1","4","6","missing_field","result_raw|result_normalized|result_type|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|extraction_confidence","Battle of Bar-le-Duc","66922944","wikitext_batch",""
"1484","Battle of Tamarón","battle_22999406","needs_review","5","0","2","3","","result_raw|notes","acceptance_reason|text_length|categories","Battle of Tamarón","22999406","wikitext_batch",""
"1489","Battle of Dandanaqan","battle_2412026","needs_review","17","0","12","5","","latitude|longitude|result_raw|result_normalized|result_type|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|strength_side_a_min|strength_side_b_min|strength_side_b_max|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Dandanaqan","2412026","wikitext_batch",""
"1494","Uprising of Georgi Voyteh","battle_18915432","needs_review","5","0","2","3","","result_raw|notes","acceptance_reason|text_length|categories","Uprising of Georgi Voyteh","18915432","wikitext_batch",""
"1542","Battle of Brecon","battle_80867417","needs_review","16","1","9","6","missing_field","date_raw|start_date|end_date|year|century|result_raw|result_normalized|result_type|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|extraction_confidence","Battle of Brecon","80867417","wikitext_batch",""
"1563","Battle of Móin Mhór","battle_3216244","needs_review","14","1","9","4","missing_field","date_raw|start_date|end_date|year|century|result_raw|result_normalized|result_type|notes","acceptance_reason|text_length|categories|extraction_confidence","Battle of Móin Mhór","3216244","wikitext_batch",""
"1567","Battle of Kemej","battle_81713496","needs_review","12","0","7","5","","war_name|result_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|casualties_side_a_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Kemej","81713496","wikitext_batch",""
"1570","Song–Đại Việt war","battle_53846791","needs_review","22","0","14","8","","war_name|result_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_a_min|strength_side_a_max|strength_side_b_min|casualties_side_a_min|casualties_side_b_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|list_page_origin|parent_list_page|source_family","Song–Đại Việt war","53846791","wikitext_batch",""
"1572","Battle of Như Nguyệt River (1077)","battle_67896784","needs_review","11","0","6","5","","date_raw|location_raw|location_normalized|commander_side_a_raw|commander_side_b_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Như Nguyệt River (1077)","67896784","wikitext_batch",""
"1578","Battle of Volta Mantovana (1080)","battle_70031558","needs_review","11","0","6","5","","location_raw|location_normalized|result_raw|belligerent_1_raw|belligerent_2_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Volta Mantovana (1080)","70031558","wikitext_batch",""
"1601","Battle of Cuarte","battle_78367333","needs_review","11","0","6","5","","location_raw|location_normalized|result_raw|strength_side_b_raw|strength_side_b_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Cuarte","78367333","wikitext_batch",""
"1618","Battle of Ascalon","battle_1169177","needs_review","20","0","15","5","","location_raw|location_normalized|latitude|longitude|result_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_a_min|strength_side_b_min|casualties_side_a_min|casualties_side_a_max|casualties_side_b_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Ascalon","1169177","wikitext_batch",""
"1643","Battle of Valtierra","battle_79601901","needs_review","9","0","4","5","","result_raw|result_normalized|result_type|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Valtierra","79601901","wikitext_batch",""
"1653","Siege of Nicaea (1113)","battle_13983306","needs_review","13","0","8","5","","location_raw|location_normalized|latitude|longitude|result_raw|result_normalized|result_type|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Siege of Nicaea (1113)","13983306","wikitext_batch",""
"1669","Battle of Didgori","battle_1598916","needs_review","19","0","14","5","","location_raw|location_normalized|latitude|longitude|result_raw|belligerent_2_raw|commander_side_a_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|strength_side_a_min|strength_side_b_min|casualties_side_a_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Didgori","1598916","wikitext_batch",""
"1674","House of Schwarzburg","battle_2755905","needs_review","12","1","7","4","missing_field","date_raw|start_date|end_date|year|century|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","House of Schwarzburg","2755905","wikitext_batch",""
"1711","Battle of Crug Mawr","battle_3241540","needs_review","16","0","11","5","","location_raw|location_normalized|latitude|longitude|result_raw|strength_side_a_raw|strength_side_b_raw|strength_side_a_min|strength_side_b_min|strength_side_b_max|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Crug Mawr","3241540","wikitext_batch",""
"1736","Almohad conquest of Marrakesh (1147)","battle_69058641","needs_review","29","1","24","4","rejected_candidate","date_raw|start_date|end_date|year|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_a_min|strength_side_a_max|strength_side_b_min|strength_side_b_max|casualties_side_b_min|casualties_side_b_max|infobox_present","page_type_confidence|classification_notes|acceptance_reason|extraction_confidence","Almohad conquest of Marrakesh (1147)","69058641","full_parse_fallback",""
"1742","Conquest of Santarém","battle_28779227","needs_review","10","0","5","5","","location_raw|location_normalized|result_raw|belligerent_1_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Conquest of Santarém","28779227","wikitext_batch",""
"1749","Battle of Inab","battle_643258","needs_review","14","0","9","5","","location_raw|location_normalized|latitude|longitude|result_raw|commander_side_a_raw|strength_side_a_raw|strength_side_a_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Inab","643258","wikitext_batch",""
"1767","Siege of Baghdad (1157)","battle_17676571","needs_review","13","0","8","5","","date_raw|start_date|end_date|war_name|location_raw|location_normalized|commander_side_a_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Siege of Baghdad (1157)","17676571","wikitext_batch",""
"1791","Battle of al-Babein","battle_3225049","needs_review","15","0","10","5","","location_raw|location_normalized|latitude|longitude|result_raw|strength_side_a_raw|strength_side_b_raw|strength_side_a_min|strength_side_b_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of al-Babein","3225049","wikitext_batch",""
"1795","Pandyan Civil War (1169–1177)","battle_35573649","needs_review","17","0","12","5","","date_raw|war_name|result_raw|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|casualties_side_b_raw|casualties_side_c_raw|casualties_side_b_min|casualties_side_b_max|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Pandyan Civil War (1169–1177)","35573649","wikitext_batch",""
"1803","Battle of Alnwick (1174)","battle_13476822","needs_review","11","1","5","5","missing_commanders","location_raw|location_normalized|result_raw|commander_side_b_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Alnwick (1174)","13476822","wikitext_batch",""
"1807","Ghurid campaigns in India","battle_71668222","needs_review","12","1","6","5","missing_commanders","location_raw|location_normalized|result_raw|commander_side_a_raw|commander_side_b_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Ghurid campaigns in India","71668222","wikitext_batch",""
