analytic_commander_id,display_name,page_type,raw_score_contribution,weighted_score_contribution,absolute_weighted_score_contribution,weighted_presence,known_outcome_rows,engagement_rows,unknown_outcome_rows,total_absolute_weighted_score_contribution,share_of_total_score
acmd_06cf0a5f8cf0,Joseph Kabila,operation_article,0.0,0.0,0.0,0.8,0,1,1,0.0,0.0
acmd_06cf0a5f8cf0,Joseph Kabila,war_conflict_article,0.0,0.0,0.0,1.05,0,3,3,0.0,0.0
acmd_06cf5685173f,Mahamat Déby,battle_article,0.46188,0.46188,0.46188,2.0,1,2,1,0.46188000000000007,1.0
acmd_06cf5685173f,Mahamat Déby,operation_article,0.0,0.0,0.0,3.2,0,4,4,0.46188000000000007,0.0
acmd_06cf5685173f,Mahamat Déby,war_conflict_article,0.0,0.0,0.0,0.7,0,2,2,0.46188000000000007,0.0
acmd_06d01f8eba24,Sam Nujoma,war_conflict_article,0.55061,0.192714,0.203266,1.4,2,4,2,0.2032664025,1.0
acmd_06d0d4b0098a,Nguyễn Hữu An,operation_article,0.302371,0.241897,0.241897,1.6,1,2,1,0.24189696000000005,1.0
acmd_06d21838e71f,Butahue,battle_article,-0.022361,-0.022361,0.022361,1.0,1,1,0,0.0223607,1.0
acmd_06d32b1ca031,Louis Juchault de Lamoricière,battle_article,0.0,0.0,0.0,2.0,0,2,2,0.0,0.0
acmd_06d369810b43,Mohammad-Hadi Shadmehr,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_06d3f4a9b7cc,Mihr-Mihroe,battle_article,-0.696194,-0.696194,1.827566,3.0,3,3,0,1.8450656000000003,0.990515
acmd_06d3f4a9b7cc,Mihr-Mihroe,war_conflict_article,-0.05,-0.0175,0.0175,0.7,2,2,0,1.8450656000000003,0.009485
acmd_06d42eb1ea66,Prashant Bose,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_06d77474447e,Chizhi Shizhu Hou,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_06d87ca5c726,Yawovi Agboyibo,operation_article,0.0,0.0,0.0,0.8,0,1,1,0.0,0.0
acmd_06da709e9699,Madog ap Llywelyn,battle_article,-0.8,-0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_06dba191841d,Birger Eriksen,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_06dcc3cb8219,Konstanty Plisowski,battle_article,-0.8,-0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_06dd76028c99,Angus Mackay,battle_article,-0.22265,-0.22265,1.37735,3.0,2,3,1,1.37735,1.0
acmd_06dd7fc7dc62,Russian Empire General Bibikov,battle_article,-0.8,-0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_06e045553491,Willem Adriaan II van Horne,battle_article,-0.4,-0.4,0.4,1.0,1,1,0,0.4,1.0
acmd_06e2dd65a1c9,Marwan ibn Muhammad,battle_article,-0.4,-0.4,1.2,2.0,2,2,0,1.2000000000000002,1.0
acmd_06e3a7b838f4,Godfrey of Bouillon,battle_article,-1.102371,-1.102371,1.102371,6.0,2,6,4,1.1023712,1.0
acmd_06ee9f3ef983,Tomás O'Horán y Escudero,battle_article,0.0,0.0,0.0,3.0,0,3,3,0.0,0.0
acmd_06ef73b37056,Satha I,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_06efa9a8a197,"Jean d'Estrées, Count of Estrées",battle_article,-2.497057,-2.497057,2.497057,4.0,4,4,0,2.6587148000000003,0.939197
acmd_06efa9a8a197,"Jean d'Estrées, Count of Estrées",war_conflict_article,0.46188,0.161658,0.161658,1.05,1,3,2,2.6587148000000003,0.060803
acmd_06f104badcc8,Sir George Lisle,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_06f2ade586f6,they turned to a Lithuanian prince,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_06f5660d7636,Cao Cao,battle_article,0.46188,0.46188,2.06188,6.0,4,6,2,2.0618800000000004,1.0
acmd_06f594e1cbc4,Caratacus,battle_article,-1.365686,-1.365686,1.365686,2.0,2,2,0,1.3656856,1.0
acmd_06f7a41da281,Edinburgh,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_06f7cf6c398b,Abdel-Aziz bin Habtour,operation_article,0.0,0.0,0.0,1.6,0,2,2,0.0,0.0
acmd_06f91c0d09e7,Ahmed Urabi,battle_article,-1.365686,-1.365686,1.365686,2.0,2,2,0,1.3656856,1.0
acmd_06f91c0d09e7,Ahmed Urabi,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,1.3656856,0.0
acmd_06fbb2f7c772,Thrasyvoulos Tsakalotos,battle_article,1.131371,1.131371,1.131371,2.0,2,2,0,1.1313712,1.0
acmd_06fbb2f7c772,Thrasyvoulos Tsakalotos,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,1.1313712,0.0
acmd_06fc35557ce3,Bhai Himmat Singh,battle_article,-0.533333,-0.533333,0.533333,5.0,2,5,3,0.5333328,1.0
acmd_06fd2be10b24,Atli the Slender,battle_article,0.0,0.0,0.0,1.0,1,1,0,0.0,0.0
acmd_070009e2c762,Adam Osmayev,battle_article,0.357771,0.357771,0.357771,1.0,1,1,0,0.3577712,1.0
acmd_070daa5ee74d,William Dillon Otter,battle_article,-0.8,-0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_070daa5ee74d,William Dillon Otter,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.8,0.0
acmd_070ddb69a1b2,Albert H. Rooks,battle_article,-0.565686,-0.565686,0.565686,1.0,1,1,0,0.5656856,1.0
acmd_071035a5cc18,Dmitry Shcherbachev,battle_article,1.027566,1.027566,1.027566,2.0,2,2,0,1.0275656,1.0
acmd_071035a5cc18,Dmitry Shcherbachev,operation_article,0.0,0.0,0.0,0.8,0,1,1,1.0275656,0.0
acmd_07147d411dfb,Russell,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_07159e4b5327,Babak Samidli,operation_article,0.565686,0.452548,0.452548,0.8,1,1,0,0.45254848000000003,1.0
acmd_071635afae92,Kan Weiyong,battle_article,-0.357771,-0.357771,0.357771,1.0,1,1,0,0.3577712,1.0
acmd_0718c2b706e8,Douglas MacArthur,battle_article,3.56107,3.56107,6.13624,18.0,16,18,2,6.573306240000001,0.933509
acmd_0718c2b706e8,Douglas MacArthur,operation_article,0.546333,0.437066,0.437066,2.4,3,3,0,6.573306240000001,0.066491
acmd_0718c2b706e8,Douglas MacArthur,war_conflict_article,0.0,0.0,0.0,0.35,1,1,0,6.573306240000001,0.0
acmd_071bc18227a6,Ivan Khovansky,battle_article,-0.565686,-0.565686,0.565686,1.0,1,1,0,0.5656856,1.0
acmd_0722af9f5049,Lichinú,battle_article,-0.241209,-0.241209,0.241209,1.0,1,1,0,0.2412088,1.0
acmd_0726bbb11390,William F. Garrison,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_0726bbb11390,William F. Garrison,operation_article,0.0,0.0,0.0,1.6,0,2,2,0.0,0.0
acmd_07286f86ee69,Njazi Azemi Mjekrra,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_072d56d2ecf4,Gustav Scanzoni von Lichtenfels,battle_article,0.8,0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_072d94733d71,Mir Daad Shah,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_073029520364,George II of Great Britain,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_073029520364,George II of Great Britain,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_07318c36e6f2,Joseph Niou,battle_article,0.0,0.0,0.0,2.0,0,2,2,0.0,0.0
acmd_073756152503,Ross T. Dwyer,operation_article,0.965686,0.772548,0.772548,1.6,2,2,0,0.7725484800000001,1.0
acmd_0738c1ee28c9,"Salomon, King of Brittany",battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_073b3d6443d8,Zhang Aiping,battle_article,0.0,0.0,0.0,2.0,0,2,2,0.0,0.0
acmd_0743155909ec,Emil Krukowicz-Przedrzymirski,battle_article,-0.923457,-0.923457,0.923457,2.0,2,2,0,0.9234568000000001,1.0
acmd_07435d7735ba,"Siemowit IV, Duke of Masovia",war_conflict_article,0.282842,0.098995,0.098995,0.35,1,1,0,0.09899483999999999,1.0
acmd_07448e6d2319,Gabriel de Mendizábal Iraeta,battle_article,-0.234314,-0.234314,1.365686,3.0,2,3,1,1.3656856,1.0
acmd_074646042815,Sabine Baring-Gould,battle_article,0.302371,0.302371,0.302371,1.0,1,1,0,0.30237120000000006,1.0
acmd_074bec8c13b3,Mansfield Lovell,operation_article,0.0,0.0,0.0,0.8,0,1,1,0.0,0.0
acmd_075298c6aeed,Bairam Khan,battle_article,1.834659,1.834659,2.96603,9.0,7,9,2,2.9660304,1.0
acmd_0753b3082a45,Tomás de Herrera,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_075422f7d5f7,Pietro del Monte,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_075717d627a1,Ibrahim Massamil,battle_article,-0.565686,-0.565686,0.565686,1.0,1,1,0,0.5656856,1.0
acmd_0759d107b703,Henry Lawrence,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_075a55512caa,Bernt Peter Kreutz,battle_article,-0.8,-0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_075b10b093c4,"Stefan Potocki, voivode of Bratslav",battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_075dcb7813d4,Sadettin Bilgiç,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_075feab6408a,Albert E. Brown,battle_article,0.357771,0.357771,0.357771,1.0,1,1,0,0.3577712,1.0
acmd_07653a7f9c10,Daud Khan Karrani,battle_article,-1.365686,-1.365686,1.365686,2.0,2,2,0,1.3656856,1.0
acmd_0768d28f956c,Tevfik,battle_article,-0.1,-0.1,0.1,1.0,1,1,0,0.1,1.0
acmd_076932f0c40f,Aeneas McDonnell,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_076b98b16ef3,Magarbi Timiraliyev,operation_article,-0.8,-0.64,0.64,0.8,1,1,0,0.6400000000000001,1.0
acmd_076cde554e43,William R. Carey,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_076d055d0e44,John S. Mosby,battle_article,0.0,0.0,0.0,2.0,0,2,2,0.0,0.0
acmd_076dad65b3e3,Ali Khamenei,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_076dad65b3e3,Ali Khamenei,war_conflict_article,0.0,0.0,0.0,4.2,0,12,12,0.0,0.0
acmd_07704adbd05c,Baron of Inverquharity,battle_article,-0.8,-0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_0771c2091832,Adolf Schipper,battle_article,-0.8,-0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_07723fd8c5db,Mahamadou Danda,operation_article,0.0,0.0,0.0,0.8,0,1,1,0.0,0.0
acmd_0774835ded24,Franz Xaver von Auffenberg,battle_article,-0.8,-0.8,1.6,3.0,3,3,0,1.6,1.0
acmd_0775d1941ab6,Phạm Văn Trà,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_077c2cde22df,John J. Yeosock,war_conflict_article,0.206559,0.072296,0.072296,0.35,1,1,0,0.07229572000000001,1.0
acmd_077d587a0b68,William Blakeney,battle_article,-0.565686,-0.565686,0.565686,1.0,1,1,0,0.5656856,1.0
acmd_078028811ca4,Czesław Mączyński,battle_article,0.8,0.8,0.8,2.0,1,2,1,0.8,1.0
acmd_07886d194e43,Cheung Po Tsai,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_07887a5a5c66,Islamic State Abu-Sayf al-'Isawi,operation_article,0.0,0.0,0.0,0.8,0,1,1,0.0,0.0
acmd_07898526b87e,Rehman Dakait,operation_article,0.0,0.0,0.0,0.8,0,1,1,0.0,0.0
acmd_078f698fcf39,Nirmal Kumar Verma,war_conflict_article,0.0,0.0,0.0,1.75,0,5,5,0.0,0.0
acmd_0790379a340a,Zheng Keshuang,battle_article,-0.565686,-0.565686,0.565686,1.0,1,1,0,0.5656856,1.0
acmd_0790fd7cd195,Koca Yusuf Pasha,battle_article,-0.234314,-0.234314,2.965686,4.0,4,4,0,2.9656855999999996,1.0
acmd_0792bdb8662e,Karbeas,battle_article,-0.565686,-0.565686,0.565686,1.0,1,1,0,0.5656856,1.0
acmd_079326e1b1bf,Lucius Munatius Plancus,war_conflict_article,-0.4,-0.14,0.14,0.35,1,1,0,0.13999999999999999,1.0
acmd_0793e9a0c744,Francisco Javier Winthuysen y Pineda,battle_article,-0.357771,-0.357771,0.357771,1.0,1,1,0,0.3577712,1.0
acmd_0794989a4535,Mikhail Lermontov,battle_article,0.46188,0.46188,0.46188,1.0,1,1,0,0.46188000000000007,1.0
acmd_0796e79471e0,Luis Vicente de Velasco,battle_article,-0.46188,-0.46188,0.46188,1.0,1,1,0,0.46188000000000007,1.0
acmd_0798156a5422,Ieremia Movilă,battle_article,0.565686,0.565686,0.565686,1.0,1,1,0,0.5656856,1.0
acmd_0799bdb12358,Robert of Gloucester,battle_article,0.0,0.0,0.0,2.0,0,2,2,0.0,0.0
acmd_079b3ce66e86,Nguyễn Bình,war_conflict_article,0.0,0.0,0.0,0.7,0,2,2,0.0,0.0
acmd_079ba4328970,Ivane Andronikashvili,battle_article,2.4,2.4,2.4,3.0,3,3,0,2.4000000000000004,1.0
acmd_079bf49d7e03,Nabil Sahraoui,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_079eb7c4afc9,Said Abdullahi Deni,war_conflict_article,0.0,0.0,0.0,0.7,0,2,2,0.0,0.0
acmd_07a67bd6deed,Bartłomiej Nowodworski,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_07a9b326a554,Guerrero,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_07acfc38e193,Jindeok of Silla,war_conflict_article,0.252982,0.088544,0.088544,0.35,1,1,0,0.08854384,1.0
acmd_07af5bad385a,Spasoje Mičić,battle_article,-0.8,-0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_07b279d8a8c1,Mazlum Doğan,war_conflict_article,0.0,0.0,0.0,0.7,0,2,2,0.0,0.0
acmd_07b3ad92e940,Mohammad al-Shaar,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_07b3ad92e940,Mohammad al-Shaar,war_conflict_article,0.0,0.0,0.0,0.7,0,2,2,0.0,0.0
acmd_07b43d5cd55c,Momčilo Bogunović,operation_article,-0.282842,-0.226274,0.226274,0.8,1,1,0,0.22627392000000002,1.0
acmd_07b9fed827b3,Bảo Đại,war_conflict_article,-0.302371,-0.10583,0.10583,0.7,1,2,1,0.10582992000000002,1.0
acmd_07ba0ba1a4ad,John Kantakouzenos,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_07c1e54b3ad7,facto,battle_article,-0.772245,-0.772245,0.772245,3.0,2,3,1,0.7722448000000001,1.0
acmd_07c28bae2b37,Andrew Báthory,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_07c746b81e2f,Eystein Orre,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_07c74bcab2ec,Richard Saul,battle_article,0.357771,0.357771,0.357771,1.0,1,1,0,0.3577712,1.0
acmd_07ca47e91955,Herman VI van Woerden,battle_article,-0.8,-0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_07cce40cec2d,Alpo K. Marttinen,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_07cd3b25c010,Kehar Singh Basnyat,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_07d1de663983,Gumercindo Saraiva,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_07d43014dd6a,Jacques Cathelineau,war_conflict_article,-0.252982,-0.088544,0.088544,0.35,1,1,0,0.08854384,1.0
acmd_07d43014dd6a,Jacques Cathelineau,battle_article,0.0,0.0,0.0,4.0,0,4,4,0.08854384,0.0
acmd_07d4545f5f8c,Juan Seguín,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_07d7908ffeba,Johannes Frießner,battle_article,0.103806,0.103806,1.027566,4.0,3,4,1,1.0275656,1.0
acmd_07d8047c3ea6,Abdullah bin Saud Al Saud,battle_article,-0.8,-0.8,0.8,2.0,1,2,1,0.9400000000000001,0.851064
acmd_07d8047c3ea6,Abdullah bin Saud Al Saud,war_conflict_article,-0.4,-0.14,0.14,0.35,1,1,0,0.9400000000000001,0.148936
acmd_07d9b969a470,Bernardino de Mendoza,battle_article,0.565686,0.565686,0.565686,1.0,1,1,0,0.5656856,1.0
acmd_07daa0b97443,Narjot de Toucy,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_07dafbde98ca,Yuan Yingtai,battle_article,-0.357771,-0.357771,0.357771,1.0,1,1,0,0.3577712,1.0
acmd_07e1f993e11f,Sawai Pratap Singh Naruka,battle_article,-0.8,-0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_07e2ff3855f9,Randy George,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_07e57df7747c,Fiach McHugh O'Byrne,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_07e63cb4ede8,Rana Bahadur Shah,war_conflict_article,-0.357771,-0.12522,0.12522,0.35,1,1,0,0.12521991999999998,1.0
acmd_07e7bd5afd4c,Adilgerei Magomedtagirov,battle_article,0.8,0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_07e9a7a5b21e,"William le Gros, Earl of York",battle_article,0.8,0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_07e9b79ac9af,Ali Jalla Abdul Jalil Shah II of Johor,battle_article,-0.8,-0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_07ea83013c37,Hyrcanus II,war_conflict_article,-0.46188,-0.161658,0.161658,0.35,1,1,0,0.16165800000000002,1.0
acmd_07ee48b6cc09,Mohammed Hashi Gani,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_07ee5986c570,Maria I of Portugal,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_07ef5f28eba4,Pasha,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_07f0d104c605,Vasileios Karavias,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_07f1f22e488b,Chhatrasal,battle_article,0.46188,0.46188,0.46188,2.0,1,2,1,0.46188000000000007,1.0
acmd_07f2632b4cee,Paul de Thermes,battle_article,-0.4,-0.4,1.2,2.0,2,2,0,1.2000000000000002,1.0
acmd_07f48680a36c,Robert Rogers,battle_article,1.365686,1.365686,1.365686,2.0,2,2,0,1.3656856,1.0
acmd_07f92410e459,Shahrbaraz,battle_article,-0.86188,-0.86188,5.993251,9.0,9,9,0,5.9932512000000004,1.0
acmd_07f927a79b3b,Antônio Vicente da Fontoura,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_07f9fd78dab7,Tharrawaddy Min,war_conflict_article,-0.302371,-0.10583,0.10583,0.35,1,1,0,0.10582992000000002,1.0
acmd_08030dee5fc2,Ma Long,war_conflict_article,0.302371,0.10583,0.10583,0.35,1,1,0,0.10582992000000002,1.0
acmd_08035a2e104a,Daoud Soumain,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_08042ecd9ba7,Abu Baqir al Saadi,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_080eb4835af2,Qari Hekmat,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_080eb4835af2,Qari Hekmat,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_0812a177386d,File Szeretvai,battle_article,-0.565686,-0.565686,0.565686,2.0,1,2,1,0.5656856,1.0
acmd_0815b635aea9,Walter Raleigh,battle_article,0.46188,0.46188,0.46188,1.0,1,1,0,0.46188000000000007,1.0
acmd_0817c1ad9f27,Mulla Muhammad Lari,battle_article,-0.46188,-0.46188,0.46188,1.0,1,1,0,0.46188000000000007,1.0
acmd_081d451d5fa7,Martin I of Sicily,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_081d9b2bb1ae,Diether von Isenburg,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_0820c28e37d5,House of Mihran,battle_article,0.565686,0.565686,0.565686,1.0,1,1,0,0.5656856,1.0
acmd_0823bc9f714f,George W. Gallup,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_08249cf39777,Paulino Matip Nhial,war_conflict_article,-0.015076,-0.005276,0.005276,0.35,1,1,0,0.0052764425,1.0
acmd_0830040b4c5a,Edward Howard,battle_article,0.8,0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_0832abe4f7a2,Anna-Euphrosyne,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_0839654fd203,Asaf Humayun,operation_article,0.0,0.0,0.0,0.8,0,1,1,0.0,0.0
acmd_083a69488bb8,Nguyễn Hữu Thọ,war_conflict_article,0.23094,0.080829,0.080829,1.05,1,3,2,0.08082900000000001,1.0
acmd_083dd6012b0d,Elenjikal Chandy Kuruvila,operation_article,0.8,0.64,0.64,0.8,1,1,0,0.6400000000000001,1.0
acmd_083f4959cfe7,Nadeem Anjum,operation_article,0.0,0.0,0.0,0.8,0,1,1,0.0,0.0
acmd_083f7c148688,Jens Bjørnsen,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_08412a29529e,Suraj Mal,battle_article,0.8,0.8,0.8,2.0,1,2,1,0.9616580000000001,0.831897
acmd_08412a29529e,Suraj Mal,war_conflict_article,-0.46188,-0.161658,0.161658,0.35,1,1,0,0.9616580000000001,0.168103
acmd_0843848dd065,Emmanouil Tsouderos,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_0843f64a1b67,Irving Hale,battle_article,1.66188,1.66188,1.66188,3.0,3,3,0,1.6618800000000002,1.0
acmd_084a864613e0,Pyotr Gorchakov,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_084a9c8fb752,Mohammed,battle_article,-0.565686,-0.565686,0.565686,1.0,1,1,0,0.5656856,1.0
acmd_084c145739fd,Telerig,battle_article,-0.8,-0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_084c4e6afb62,Akatsuka Genroku,battle_article,-0.8,-0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_0851db794b1c,Khaled Mohieddin,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_085533bc280d,John Evetts,battle_article,1.365686,1.365686,1.365686,2.0,2,2,0,1.3656856,1.0
acmd_0856f1d6bc56,Andronicus of Olynthus,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_08587714018d,Zhang Peiyuan,battle_article,-0.565686,-0.565686,0.565686,1.0,1,1,0,0.5656856,1.0
acmd_08587714018d,Zhang Peiyuan,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.5656856,0.0
acmd_08588b0cd553,Halpatter Tustenuggee,battle_article,0.46188,0.46188,0.46188,1.0,1,1,0,0.46188000000000007,1.0
acmd_08588b0cd553,Halpatter Tustenuggee,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.46188000000000007,0.0
acmd_086097c6821f,Qu Yi,battle_article,0.565686,0.565686,0.565686,1.0,1,1,0,0.5656856,1.0
acmd_0861f108ce15,Mäxmüd of Kazan,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_086217545456,Song Sanghyŏn,battle_article,-0.302371,-0.302371,0.302371,1.0,1,1,0,0.30237120000000006,1.0
acmd_0865fc0c9cfa,"Jean Thierry du Mont, comte de Gages",battle_article,-1.131371,-1.131371,1.131371,5.0,2,5,3,1.1313712,1.0
acmd_0866969b08b3,József Nagysándor,battle_article,-0.4,-0.4,1.2,2.0,2,2,0,1.2000000000000002,1.0
acmd_0868a75704f7,Shaikh Abdul Hannan,war_conflict_article,0.0,0.0,0.0,1.05,0,3,3,0.0,0.0
acmd_0868df20ca3c,Andries Petrus Johannes Cronjé,battle_article,-0.4,-0.4,0.4,1.0,1,1,0,0.4,1.0
acmd_086a97d76337,Veljko Radenović,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_086b25db6372,Cheng Zhiwu,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_086bda938d9a,Miguel Primo de Rivera,battle_article,-0.103806,-0.103806,1.027566,2.0,2,2,0,1.1052236,0.929735
acmd_086bda938d9a,Miguel Primo de Rivera,war_conflict_article,0.22188,0.077658,0.077658,0.35,1,1,0,1.1052236,0.070265
acmd_086dcb8da53b,Michael von Fröhlich,battle_article,0.25174,0.25174,0.757705,3.0,3,3,0,0.7577048,1.0
acmd_086e4e8708a1,Gregory IV of Naples,battle_article,0.302371,0.302371,0.302371,1.0,1,1,0,0.30237120000000006,1.0
acmd_086fc1ccb16f,Petar Popović Pecija,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_0871b2437784,Abraham van Buskirk,battle_article,0.8,0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_0874c40fafab,Abdullah Barutçu,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_08750c2b6040,Ernst Lindemann,battle_article,-0.103806,-0.103806,1.027566,2.0,2,2,0,1.0275656,1.0
acmd_087cb56e4885,Juan Lanson,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_087e51283ebb,Otto Hitzfeld,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_087fed627608,Kondapalli Seetharamaiah,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
acmd_0884d718a15a,Thomas Aubourg,battle_article,-0.565686,-0.565686,0.565686,1.0,1,1,0,0.5656856,1.0
acmd_08858630cf62,Jean de la Cassière,battle_article,0.4,0.4,0.4,1.0,1,1,0,0.4,1.0
acmd_08870dde6f95,Ali Yaqoub Gibril,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_08882bfd0b3f,Eudamus,battle_article,0.565686,0.565686,0.565686,2.0,1,2,1,0.5656856,1.0
acmd_0888a4543091,Tudor Vladimirescu,battle_article,0.0,0.0,0.0,1.0,0,1,1,0.0,0.0
acmd_08897e4a183a,Uriyangkhadai,battle_article,0.4,0.4,0.4,2.0,1,2,1,0.4,1.0
acmd_088e0c5bc256,Jayachandra,battle_article,-0.8,-0.8,0.8,1.0,1,1,0,0.8,1.0
acmd_0890d51bc591,Ahmed Madoobe,battle_article,0.565686,0.565686,0.565686,1.0,1,1,0,0.5656856,1.0
acmd_0890feec4f2e,Jesse Elliott,battle_article,0.565686,0.565686,0.565686,1.0,1,1,0,0.5656856,1.0
acmd_08946b1ead24,Shiro Makino,battle_article,-0.4,-0.4,0.4,1.0,1,1,0,0.4,1.0
acmd_08949b4f3963,Pedro Castillo,war_conflict_article,0.0,0.0,0.0,0.35,0,1,1,0.0,0.0
