analytic_commander_id,display_name,canonical_wikipedia_url,total_rows,verified_core_rows,verified_broad_rows,structurally_suspect_rows,quarantined_rows,dominant_verification_status
acmd_00002a28fd55,Ayas Mehmed Pasha,https://en.wikipedia.org/wiki/Ayas_Mehmed_Pasha,4,1,1,2,0,structurally_suspect
acmd_0001d87be79e,Bernard Evans,https://en.wikipedia.org/wiki/Bernard_Evans_%28architect%29,1,0,1,0,0,verified_broad
acmd_0007bad37a1a,"Herman of Hesse,<br>Administrator of Cologne",https://en.wikipedia.org/wiki/Hermann_IV_of_Hesse,1,1,0,0,0,verified_core
acmd_0008091e2da5,Crnojević noble family,https://en.wikipedia.org/wiki/Crnojevi%C4%87_noble_family,1,1,0,0,0,verified_core
acmd_000987294550,Rostislav Vsevolodovich,https://en.wikipedia.org/wiki/Rostislav_Vsevolodovich,1,1,0,0,0,verified_core
acmd_00099f36f38e,George Wood,https://en.wikipedia.org/wiki/George_Wood_%28Royal_Navy_officer%29,1,1,0,0,0,verified_core
acmd_0009b1c64e20,François Roguet,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Roguet,1,1,0,0,0,verified_core
acmd_000d64418ade,Juan Banderas,https://en.wikipedia.org/wiki/Juan_Banderas,1,0,1,0,0,verified_broad
acmd_0010225d3bc8,Azarethes,https://en.wikipedia.org/wiki/Azarethes,3,3,0,0,0,verified_core
acmd_00141b520281,Pavel Rybalko,https://en.wikipedia.org/wiki/Pavel_Rybalko,4,4,0,0,0,verified_core
acmd_0014d0bfff7b,Antoine-Henri Jomini,https://en.wikipedia.org/wiki/Antoine-Henri_Jomini,2,2,0,0,0,verified_core
acmd_0014f7ebc1c6,Luchino Visconti,https://en.wikipedia.org/wiki/Luchino_Visconti_%28died_1349%29,2,2,0,0,0,verified_core
acmd_001641bfc5b4,French First Republic Pierre Dumesny,,1,1,0,0,0,verified_core
acmd_001736c90d5f,Thomas Jefferson,https://en.wikipedia.org/wiki/Thomas_Jefferson,3,1,0,2,0,structurally_suspect
acmd_0018bd671dde,Abu Bakr,https://en.wikipedia.org/wiki/Abu_Bakr,10,9,1,0,0,verified_broad
acmd_0019855da8da,Ladislaus II Kán,https://en.wikipedia.org/wiki/Ladislaus_II_K%C3%A1n,1,0,1,0,0,verified_broad
acmd_00220f0ed47f,Gustav Anton von Wietersheim,https://en.wikipedia.org/wiki/Gustav_Anton_von_Wietersheim,2,2,0,0,0,verified_core
acmd_0023b26b51a6,Callias,https://en.wikipedia.org/wiki/Callias_%28son_of_Calliades%29,1,1,0,0,0,verified_core
acmd_0026c6d2c1c5,Gabino Gaínza,https://en.wikipedia.org/wiki/Gabino_Ga%C3%ADnza,3,2,1,0,0,verified_broad
acmd_002d0e0558fd,Oskar Vinte,https://en.wikipedia.org/wiki/Oskar_Vinte,1,1,0,0,0,verified_core
acmd_002d388a9c01,Al-Saadi Gaddafi,https://en.wikipedia.org/wiki/Al-Saadi_Gaddafi,2,1,1,0,0,verified_broad
acmd_0034cb4f12b6,Francesco II Pico della Mirandola,https://en.wikipedia.org/wiki/Francesco_II_Pico_della_Mirandola,1,1,0,0,0,verified_core
acmd_00379ad78b48,Jason Kenney,https://en.wikipedia.org/wiki/Jason_Kenney,1,1,0,0,0,verified_core
acmd_003c3e137cdd,Mir Muhammed Ali Khan,https://en.wikipedia.org/wiki/Mir_Muhammed_Ali_Khan,1,1,0,0,0,verified_core
acmd_003d1b46d7ff,"Alexandre Maître, Marquis de Bay",https://en.wikipedia.org/wiki/Alexandre_Ma%C3%AEtre%2C_Marquis_de_Bay,3,3,0,0,0,verified_core
acmd_003de79af1fd,Sylejman Selimi,https://en.wikipedia.org/wiki/Sylejman_Selimi,2,2,0,0,0,verified_core
acmd_003fb3f79d1c,Han Fuju,https://en.wikipedia.org/wiki/Han_Fuju,3,3,0,0,0,verified_core
acmd_004119a3e67e,Iwan Sternberg,https://en.wikipedia.org/wiki/Iwan_Sternberg,1,1,0,0,0,verified_core
acmd_00421b82c068,"Nicholas Fleming, Mayor of York",https://en.wikipedia.org/wiki/Nicholas_Fleming%2C_Mayor_of_York,1,1,0,0,0,verified_core
acmd_004296369951,Milan Nedić,https://en.wikipedia.org/wiki/Milan_Nedi%C4%87,4,3,1,0,0,verified_broad
acmd_0043adc4fa40,Walter Hamilton,https://en.wikipedia.org/wiki/Walter_Hamilton_%28VC%29,1,1,0,0,0,verified_core
acmd_00463d3f1ae0,Kŏlsa Piu,https://en.wikipedia.org/wiki/K%C5%8Flsa_Piu,1,1,0,0,0,verified_core
acmd_004e305cd610,Juan Hernández Saravia,https://en.wikipedia.org/wiki/Juan_Hern%C3%A1ndez_Saravia,2,2,0,0,0,verified_core
acmd_00532c69459f,Emperor of China,https://en.wikipedia.org/wiki/Emperor_of_China,2,2,0,0,0,verified_core
acmd_0057cd4e62da,Hussain Nizam Shah I,https://en.wikipedia.org/wiki/Hussain_Nizam_Shah_I,2,2,0,0,0,verified_core
acmd_0058b77e474a,Henry Arthur Goddard,https://en.wikipedia.org/wiki/Henry_Arthur_Goddard,1,1,0,0,0,verified_core
acmd_005de1797986,Otto van den Sande,,1,1,0,0,0,verified_core
acmd_00622840bd85,Siddi Masud,https://en.wikipedia.org/wiki/Siddi_Masud,1,1,0,0,0,verified_core
acmd_0067bfa6f6ac,Abu Oweis,https://en.wikipedia.org/wiki/Abu_Oweis,1,1,0,0,0,verified_core
acmd_00693323bf9c,Sardar Majid Khani,https://en.wikipedia.org/wiki/Sardar_Majid_Khani,1,1,0,0,0,verified_core
acmd_006cbd225d58,"Archibald Douglas, Earl of Moray",https://en.wikipedia.org/wiki/Archibald_Douglas%2C_Earl_of_Moray,1,1,0,0,0,verified_core
acmd_00702f65772d,Lucius Cornelius Scipio Asiaticus,https://en.wikipedia.org/wiki/Lucius_Cornelius_Scipio_Asiaticus_%28consul_83_BC%29,1,1,0,0,0,verified_core
acmd_00746302c27e,Alyattes,https://en.wikipedia.org/wiki/Alyattes,1,1,0,0,0,verified_core
acmd_0074fa67cd20,Louis Joseph Papineau,https://en.wikipedia.org/wiki/Louis-Joseph_Papineau,2,1,1,0,0,verified_broad
acmd_007a0bb1e0a4,"Charles Henri Hector, Count of Estaing",https://en.wikipedia.org/wiki/Charles_Henri_Hector%2C_Count_of_Estaing,6,4,2,0,0,verified_broad
acmd_007a20dd496c,Charles Hore,https://en.wikipedia.org/wiki/Charles_Hore,1,1,0,0,0,verified_core
acmd_007b2c393123,Michael Fallon,https://en.wikipedia.org/wiki/Michael_Fallon,1,1,0,0,0,verified_core
acmd_007c17de2bd1,Guglielmo Nasi,https://en.wikipedia.org/wiki/Guglielmo_Nasi,4,3,1,0,0,verified_broad
acmd_007c79a49c1d,William Eaton,https://en.wikipedia.org/wiki/William_Eaton_%28soldier%29,3,2,1,0,0,verified_broad
acmd_007dd4b3f620,Zuhayr ibn Qays,https://en.wikipedia.org/wiki/Zuhayr_ibn_Qays,1,1,0,0,0,verified_core
acmd_00803cb59d34,Al-Ashraf Sha'ban,https://en.wikipedia.org/wiki/Al-Ashraf_Sha%27ban,1,1,0,0,0,verified_core
acmd_0080ac5d9484,Mehmed Alagić,https://en.wikipedia.org/wiki/Mehmed_Alagi%C4%87,1,1,0,0,0,verified_core
acmd_00810728cad3,Tomé de Paredes,https://en.wikipedia.org/wiki/Tom%C3%A9_de_Paredes,1,1,0,0,0,verified_core
acmd_00822b4ab037,Juan Manuel de Cagigal,https://en.wikipedia.org/wiki/Juan_Manuel_de_Cagigal,2,1,0,1,0,structurally_suspect
acmd_00842d170891,Joachim Ferreira,https://en.wikipedia.org/wiki/Joachim_Ferreira,2,2,0,0,0,verified_core
acmd_00849a4d828b,Bernardo Alvarado Monzón,https://en.wikipedia.org/wiki/Bernardo_Alvarado_Monz%C3%B3n,1,1,0,0,0,verified_core
acmd_0089dbd10820,"Francisco de Tutavilla y del Rufo, Duque de San Germán",https://en.wikipedia.org/wiki/Francisco_de_Tutavilla_y_del_Rufo%2C_Duque_de_San_Germ%C3%A1n,2,1,0,1,0,structurally_suspect
acmd_008a2054c881,Rutger Bucking,https://en.wikipedia.org/wiki/Rutger_Bucking,1,1,0,0,0,verified_core
acmd_008bcf54fb0f,Führer,https://en.wikipedia.org/wiki/F%C3%BChrer,1,1,0,0,0,verified_core
acmd_008e8e0a80eb,Ahmad ibn Ibrahim al-Ghazi,https://en.wikipedia.org/wiki/Ahmad_ibn_Ibrahim_al-Ghazi,13,12,0,1,0,structurally_suspect
acmd_008efa5c4e44,Nara Narayan,https://en.wikipedia.org/wiki/Nara_Narayan,1,1,0,0,0,verified_core
acmd_009138e4ab47,Hemming Gadh,https://en.wikipedia.org/wiki/Hemming_Gadh,1,0,1,0,0,verified_broad
acmd_0092616d129c,Lê Văn Kim,https://en.wikipedia.org/wiki/L%C3%AA_V%C4%83n_Kim,1,1,0,0,0,verified_core
acmd_00943b46b5e7,Abraham Duquesne,https://en.wikipedia.org/wiki/Abraham_Duquesne,8,6,1,1,0,structurally_suspect
acmd_00943fc56277,Pedro Andrés del Alcázar,https://en.wikipedia.org/wiki/Pedro_Andr%C3%A9s_del_Alc%C3%A1zar,1,1,0,0,0,verified_core
acmd_0095a102e1a4,Nguyễn Khoa Nam,https://en.wikipedia.org/wiki/Nguy%E1%BB%85n_Khoa_Nam,1,1,0,0,0,verified_core
acmd_00966669e252,Vicente Genaro de Quesada,https://en.wikipedia.org/wiki/Vicente_Genaro_de_Quesada,1,1,0,0,0,verified_core
acmd_00966a216691,Pier Gerlofs Donia,https://en.wikipedia.org/wiki/Pier_Gerlofs_Donia,1,1,0,0,0,verified_core
acmd_0096925e73e8,Edmund Fanning,https://en.wikipedia.org/wiki/Edmund_Fanning_%28colonial_administrator%29,1,1,0,0,0,verified_core
acmd_0096bb176af8,Cheng Lian,https://en.wikipedia.org/wiki/Cheng_Lian,1,1,0,0,0,verified_core
acmd_0099cac62de6,Franz Böhme,https://en.wikipedia.org/wiki/Franz_B%C3%B6hme,5,3,2,0,0,verified_broad
acmd_009a67e7cd9e,Pieter Hartsinck,https://en.wikipedia.org/wiki/Pieter_Hartsinck,1,0,1,0,0,verified_broad
acmd_009c4b663403,Nikolai Vashugin,https://en.wikipedia.org/wiki/Nikolai_Vashugin,1,1,0,0,0,verified_core
acmd_009e7ab66b92,Richard Hewlett,https://en.wikipedia.org/wiki/Richard_Hewlett_%28military_officer%29,1,1,0,0,0,verified_core
acmd_009e7eb4515c,Fabrizio Giustignani,,1,1,0,0,0,verified_core
acmd_00a1961038da,Henri de la Rochejaquelein,https://en.wikipedia.org/wiki/Henri_de_la_Rochejaquelein,14,13,1,0,0,verified_broad
acmd_00a4b428f0cc,Graves B. Erskine,https://en.wikipedia.org/wiki/Graves_B._Erskine,1,1,0,0,0,verified_core
acmd_00a7bc5714d2,Juan Domingo de Monteverde,https://en.wikipedia.org/wiki/Juan_Domingo_de_Monteverde,3,1,1,1,0,structurally_suspect
acmd_00aa573adae7,Oliveira Álvares,,1,1,0,0,0,verified_core
acmd_00ac046e84b7,Lucius Mummius Achaicus,https://en.wikipedia.org/wiki/Lucius_Mummius_Achaicus,2,2,0,0,0,verified_core
acmd_00ae4a417c15,Niccolo dalla Torre,https://en.wikipedia.org/wiki/Niccolo_dalla_Torre,1,1,0,0,0,verified_core
acmd_00ae5034710a,Kingdom of Great Britain Richard Howe,,1,1,0,0,0,verified_core
acmd_00b061c277f5,Ahmad Tejan Kabbah,https://en.wikipedia.org/wiki/Ahmad_Tejan_Kabbah,3,2,0,1,0,structurally_suspect
acmd_00b5bd593d29,Ivan the Terrible,https://en.wikipedia.org/wiki/Ivan_the_Terrible,5,1,1,3,0,structurally_suspect
acmd_00b73ed9929b,The Bowl,https://en.wikipedia.org/wiki/The_Bowl_%28Cherokee_chief%29,1,1,0,0,0,verified_core
acmd_00b9491d3116,Malikussaid,,1,1,0,0,0,verified_core
acmd_00bb216f0fb0,Marcus Vipsanius Agrippa,https://en.wikipedia.org/wiki/Marcus_Vipsanius_Agrippa,4,2,0,2,0,structurally_suspect
acmd_00c068205b6a,Major Jose Quevedo,https://en.wikipedia.org/wiki/Major_Jose_Quevedo,1,1,0,0,0,verified_core
acmd_00c0a694b107,Safa Giray of Crimea,https://en.wikipedia.org/wiki/Safa_Giray_of_Crimea,1,1,0,0,0,verified_core
acmd_00c17dd568b9,Abdirahman Farah Dirow,https://en.wikipedia.org/wiki/Abdirahman_Farah_Dirow,1,1,0,0,0,verified_core
acmd_00c3ba031a59,Leontiades,https://en.wikipedia.org/wiki/Leontiades_%28Thermopylae%29,2,1,0,1,0,structurally_suspect
acmd_00c5e5ce4cbb,Wespazjan Lanckoroński,https://en.wikipedia.org/wiki/Wespazjan_Lanckoro%C5%84ski,1,1,0,0,0,verified_core
acmd_00cc79f0cd05,Gerard Herbert,https://en.wikipedia.org/wiki/Gerard_Herbert,2,1,1,0,0,verified_broad
acmd_00ce9221329d,Al-Ma'mun,https://en.wikipedia.org/wiki/Al-Ma%27mun,1,1,0,0,0,verified_core
acmd_00cf0e9f3ac6,Nader Mirza Afshar,https://en.wikipedia.org/wiki/Nader_Mirza_Afshar,1,0,1,0,0,verified_broad
acmd_00cf88592d8c,Andrzej Kopa,https://en.wikipedia.org/wiki/Andrzej_Kopa,1,1,0,0,0,verified_core
acmd_00d2ff0422e2,Chaloner Ogle,https://en.wikipedia.org/wiki/Chaloner_Ogle,3,3,0,0,0,verified_core
acmd_00d5ef52b61a,Eski of Michik,https://en.wikipedia.org/wiki/Eski_of_Michik,1,1,0,0,0,verified_core
acmd_00d9963047e4,Peter Odili,https://en.wikipedia.org/wiki/Peter_Odili,1,1,0,0,0,verified_core
acmd_00dc227e8ce2,Saïd Mohammedi,https://en.wikipedia.org/wiki/Sa%C3%AFd_Mohammedi,1,1,0,0,0,verified_core
acmd_00ddc04b3ade,Johan Georg Ræder,https://en.wikipedia.org/wiki/Johan_Georg_R%C3%A6der_%281751-1808%29,1,1,0,0,0,verified_core
acmd_00df7406b0f0,Curio Barbasetti di Prun,https://en.wikipedia.org/wiki/Curio_Barbasetti_di_Prun,3,1,2,0,0,verified_broad
acmd_00e1832ed23d,Tanzania Salim Hassan Boma,,1,1,0,0,0,verified_core
acmd_00e73a236a9e,New France Jean Léger de LaGrange,,1,1,0,0,0,verified_core
acmd_00e773f7874e,Jean-Joseph Ange d'Hautpoul,https://en.wikipedia.org/wiki/Jean-Joseph_Ange_d%27Hautpoul,1,1,0,0,0,verified_core
acmd_00e7adca52ad,Tekle Haymanot of Gojjam,https://en.wikipedia.org/wiki/Tekle_Haymanot_of_Gojjam,2,1,0,1,0,structurally_suspect
acmd_00ea81b7dad6,Josip Jelačić,https://en.wikipedia.org/wiki/Josip_Jela%C4%8Di%C4%87,6,6,0,0,0,verified_core
acmd_00edc8ca4ab1,Abdilahi Husein Iman Darawal,https://en.wikipedia.org/wiki/Abdilahi_Husein_Iman_Darawal,1,0,1,0,0,verified_broad
acmd_00ef9066394e,Fakhr al-Din II,https://en.wikipedia.org/wiki/Fakhr_al-Din_II,1,1,0,0,0,verified_core
acmd_00f2d016f8b4,Sabahattin Çakmakoğlu,https://en.wikipedia.org/wiki/Sabahattin_%C3%87akmako%C4%9Flu,2,2,0,0,0,verified_core
acmd_00f5f3e7a0fe,A. K. Khandker,https://en.wikipedia.org/wiki/A._K._Khandker,1,1,0,0,0,verified_core
acmd_00f7a9ecb626,College of William & Mary,https://en.wikipedia.org/wiki/College_of_William_%26_Mary,1,1,0,0,0,verified_core
acmd_00f9b0140cfc,Henry Inman,https://en.wikipedia.org/wiki/Henry_Inman_%28Royal_Navy_officer%29,1,1,0,0,0,verified_core
acmd_00fdc4c5cd40,Mausolus,https://en.wikipedia.org/wiki/Mausolus,1,0,1,0,0,verified_broad
acmd_00febeacce87,Martín de Álzaga,https://en.wikipedia.org/wiki/Mart%C3%ADn_de_%C3%81lzaga,1,1,0,0,0,verified_core
acmd_010553e8174a,UKGBI Ian Hamilton,,1,1,0,0,0,verified_core
acmd_0106abe037a3,Ragnall ua Ímair,https://en.wikipedia.org/wiki/Ragnall_ua_%C3%8Dmair,2,2,0,0,0,verified_core
acmd_0107b2665aea,Demetrius I of Bactria,https://en.wikipedia.org/wiki/Demetrius_I_of_Bactria,1,1,0,0,0,verified_core
acmd_0109154d5478,"Philip, Landgrave of Hesse-Homburg",https://en.wikipedia.org/wiki/Philip%2C_Landgrave_of_Hesse-Homburg,1,1,0,0,0,verified_core
acmd_0109c0dcf733,John de Vesci,https://en.wikipedia.org/wiki/John_de_Vesci,1,1,0,0,0,verified_core
acmd_010a622eb150,Stefan Potocki,https://en.wikipedia.org/wiki/Stefan_Potocki_%281624-1648%29,2,2,0,0,0,verified_core
acmd_010b289df061,Shimazu Takahisa,https://en.wikipedia.org/wiki/Shimazu_Takahisa,3,3,0,0,0,verified_core
acmd_010bb6278022,Lodewijk van Boisot,https://en.wikipedia.org/wiki/Lodewijk_van_Boisot,1,1,0,0,0,verified_core
acmd_010c82de430e,Dai Siyuan,https://en.wikipedia.org/wiki/Dai_Siyuan,1,1,0,0,0,verified_core
acmd_0110c3488805,James Raymond,,1,1,0,0,0,verified_core
acmd_0112c57be1bb,Rifat Burdžović,https://en.wikipedia.org/wiki/Rifat_Burd%C5%BEovi%C4%87,1,1,0,0,0,verified_core
acmd_01153278a3b6,Adam Yakub,https://en.wikipedia.org/wiki/Adam_Yakub,1,0,1,0,0,verified_broad
acmd_01160d3e3079,Jeremiah C. Sullivan,https://en.wikipedia.org/wiki/Jeremiah_C._Sullivan,1,1,0,0,0,verified_core
acmd_0116dede9dfe,Miklós Bercsényi,https://en.wikipedia.org/wiki/Mikl%C3%B3s_Bercs%C3%A9nyi,3,2,1,0,0,verified_broad
acmd_01179005c767,Karim Khan,,1,1,0,0,0,verified_core
acmd_011a2301c36c,Takeda Motoshige,https://en.wikipedia.org/wiki/Takeda_Motoshige,1,1,0,0,0,verified_core
acmd_011a3fd67a40,Robert Broadwood,https://en.wikipedia.org/wiki/Robert_Broadwood,2,2,0,0,0,verified_core
acmd_011ae31e4ca7,Minamoto no Yoshitomo,https://en.wikipedia.org/wiki/Minamoto_no_Yoshitomo,4,4,0,0,0,verified_core
acmd_011c4a99e8cd,Henry Stanton Burton,https://en.wikipedia.org/wiki/Henry_Stanton_Burton,2,2,0,0,0,verified_core
acmd_0121373300df,Boris III of Bulgaria,https://en.wikipedia.org/wiki/Boris_III_of_Bulgaria,2,0,2,0,0,verified_broad
acmd_0122814071c1,William M. Miley,https://en.wikipedia.org/wiki/William_M._Miley,1,1,0,0,0,verified_core
acmd_01236cac61bf,Edward Hughes,,6,6,0,0,0,verified_core
acmd_012779a5fda8,Chandragupta Maurya,https://en.wikipedia.org/wiki/Chandragupta_Maurya,2,2,0,0,0,verified_core
acmd_012b2444970a,Trần Duệ Tông,https://en.wikipedia.org/wiki/Tr%E1%BA%A7n_Du%E1%BB%87_T%C3%B4ng,2,1,0,1,0,structurally_suspect
acmd_012edcd30d94,Ouane Rattikone,https://en.wikipedia.org/wiki/Ouane_Rattikone,1,1,0,0,0,verified_core
acmd_0130929e9b04,UKGBI Viscount Wellington,,2,2,0,0,0,verified_core
acmd_0134a38dd10d,Luis de Quintanar,https://en.wikipedia.org/wiki/Luis_de_Quintanar,1,1,0,0,0,verified_core
acmd_0135daedb7fe,William Fiennes,,1,1,0,0,0,verified_core
acmd_01363f245c00,Oscar Hugh La Grange,https://en.wikipedia.org/wiki/Oscar_Hugh_La_Grange,1,1,0,0,0,verified_core
acmd_013668329098,Kingdom of Great Britain Horatio Nelson,,1,1,0,0,0,verified_core
acmd_0137fe197840,Sargis Mehrabyan,https://en.wikipedia.org/wiki/Sargis_Mehrabyan,1,0,1,0,0,verified_broad
acmd_0139bb8b1252,Anon Puntharikapha,,1,1,0,0,0,verified_core
acmd_013a62295bfd,Egon Ramms,https://en.wikipedia.org/wiki/Egon_Ramms,1,1,0,0,0,verified_core
acmd_01405075c8d3,Vuk Lazarević,https://en.wikipedia.org/wiki/Vuk_Lazarevi%C4%87,3,3,0,0,0,verified_core
acmd_0142b38b9876,Phan Quang Đán,https://en.wikipedia.org/wiki/Phan_Quang_%C4%90%C3%A1n,1,1,0,0,0,verified_core
acmd_0142e5f3383b,Abdirahman Mohamed Abdullahi,https://en.wikipedia.org/wiki/Abdirahman_Mohamed_Abdullahi,1,1,0,0,0,verified_core
acmd_0143829efce9,John William Pearson,https://en.wikipedia.org/wiki/John_William_Pearson,1,1,0,0,0,verified_core
acmd_0144ed20c214,Ahmed ou el Kadhi,https://en.wikipedia.org/wiki/Ahmed_ou_el_Kadhi,1,1,0,0,0,verified_core
acmd_014692ce6e53,Surjeet Singh Deswal,https://en.wikipedia.org/wiki/Surjeet_Singh_Deswal,3,3,0,0,0,verified_core
acmd_0146bac84dda,Pedro Gual Escandón,https://en.wikipedia.org/wiki/Pedro_Gual_Escand%C3%B3n,1,1,0,0,0,verified_core
acmd_0146f21309cf,Mohamed Mohamud Agaweine,https://en.wikipedia.org/wiki/Mohamed_Mohamud_Agaweine,1,1,0,0,0,verified_core
acmd_0148700f2775,Yuan Xi,https://en.wikipedia.org/wiki/Yuan_Xi,1,1,0,0,0,verified_core
acmd_0148a198e1a3,Galla Placidia,https://en.wikipedia.org/wiki/Galla_Placidia,1,0,1,0,0,verified_broad
acmd_0149e1c6feb2,Leslie Stuart,https://en.wikipedia.org/wiki/Leslie_Stuart_%28Royal_Navy_officer%29,2,2,0,0,0,verified_core
acmd_014b9b7111f4,Charles of Navarre,https://en.wikipedia.org/wiki/Charles_of_Navarre,1,1,0,0,0,verified_core
acmd_014c0565e99d,Nils Mårtensson,,1,1,0,0,0,verified_core
acmd_014df5e49bab,Dato' Salleh bin Perang,https://en.wikipedia.org/wiki/Muhammad_Salleh_Perang,1,1,0,0,0,verified_core
acmd_014f48e7eea5,Ali İhsan Pasha,https://en.wikipedia.org/wiki/%C4%B0hsan_S%C3%B6kmen,2,2,0,0,0,verified_core
acmd_0151c2fb358a,Henri Zongo,https://en.wikipedia.org/wiki/Henri_Zongo,3,3,0,0,0,verified_core
acmd_015486017e9e,Morris,https://en.wikipedia.org/wiki/Colonel_Morris,1,0,1,0,0,verified_broad
acmd_0157803d85f8,Martiniano Chilavert,https://en.wikipedia.org/wiki/Martiniano_Chilavert,1,1,0,0,0,verified_core
acmd_0159ec2ec8fe,Mameshbirde,https://en.wikipedia.org/wiki/Mameshbirde,1,1,0,0,0,verified_core
acmd_015b2c21c9b8,Zalman Shazar,https://en.wikipedia.org/wiki/Zalman_Shazar,2,2,0,0,0,verified_core
acmd_015b450d404f,Hossein Fatemi,https://en.wikipedia.org/wiki/Hossein_Fatemi,1,1,0,0,0,verified_core
acmd_015ef2578a52,Richard Kaaserer,https://en.wikipedia.org/wiki/Richard_Kaaserer,1,1,0,0,0,verified_core
acmd_016184ba6820,President of Egypt,https://en.wikipedia.org/wiki/President_of_Egypt,1,1,0,0,0,verified_core
acmd_0162a4266397,Hans Karl von Winterfeldt,https://en.wikipedia.org/wiki/Hans_Karl_von_Winterfeldt,2,2,0,0,0,verified_core
acmd_0163d1c0b61e,Dirgham,https://en.wikipedia.org/wiki/Dirgham,1,1,0,0,0,verified_core
acmd_016c7a6c891f,Pharaoh Ramesses II,https://en.wikipedia.org/wiki/Ramesses_II,2,2,0,0,0,verified_core
acmd_016e1d665c5d,Zhang Tingfa,https://en.wikipedia.org/wiki/Zhang_Tingfa,1,1,0,0,0,verified_core
acmd_016f96aa5de6,Dirk Reinhard Adelbert van Langen,https://en.wikipedia.org/wiki/Dirk_Reinhard_Adelbert_van_Langen,2,2,0,0,0,verified_core
acmd_0170fa440f3c,Mary Simon,https://en.wikipedia.org/wiki/Mary_Simon,1,1,0,0,0,verified_core
acmd_017229191491,Dagobert I,https://en.wikipedia.org/wiki/Dagobert_I,1,1,0,0,0,verified_core
acmd_0176e84c58f7,Laurent Giovanninelli,https://en.wikipedia.org/wiki/Laurent_Giovanninelli,2,2,0,0,0,verified_core
acmd_017913fa3038,Chaophraya Mahayotha,https://en.wikipedia.org/wiki/Chaophraya_Mahayotha,2,1,1,0,0,verified_broad
acmd_017a8f227fb5,Dmitry Lelyushenko,https://en.wikipedia.org/wiki/Dmitry_Lelyushenko,6,5,0,1,0,structurally_suspect
acmd_017bd0ae0d1f,Tribhuvanāditya,https://en.wikipedia.org/wiki/Tribhuvan%C4%81ditya,1,1,0,0,0,verified_core
acmd_017d504c0b6e,Mahbodh,https://en.wikipedia.org/wiki/Mahbodh,1,0,1,0,0,verified_broad
acmd_017ef6350bef,Vladimir Zhdanov,https://en.wikipedia.org/wiki/Vladimir_Zhdanov,1,1,0,0,0,verified_core
acmd_0186a9a1563f,Amichai Paglin,https://en.wikipedia.org/wiki/Amichai_Paglin,1,1,0,0,0,verified_core
acmd_0189503a5662,Abdul Rauf Aliza,https://en.wikipedia.org/wiki/Abdul_Rauf_Aliza,1,1,0,0,0,verified_core
acmd_018aa40996aa,United States Lt. Col. Billy M. Vaughan,,1,1,0,0,0,verified_core
acmd_018b79443600,Georges Félix de Wimpffen,https://en.wikipedia.org/wiki/Georges_F%C3%A9lix_de_Wimpffen,2,2,0,0,0,verified_core
acmd_018c591de9d8,Son Sann,https://en.wikipedia.org/wiki/Son_Sann,4,3,0,1,0,structurally_suspect
acmd_018c6a8df288,"Vukan, Grand Prince of Serbia",https://en.wikipedia.org/wiki/Vukan%2C_Grand_Prince_of_Serbia,1,1,0,0,0,verified_core
acmd_018decae9e27,Daryl Caudle,https://en.wikipedia.org/wiki/Daryl_Caudle,1,1,0,0,0,verified_core
acmd_019022afe460,Peranius the Iberian,https://en.wikipedia.org/wiki/Peranius_the_Iberian,1,1,0,0,0,verified_core
acmd_0190f8d6e780,French First Republic Joseph Hédouville,,1,1,0,0,0,verified_core
acmd_01925ef29584,Alejandro Toledo,https://en.wikipedia.org/wiki/Alejandro_Toledo,1,1,0,0,0,verified_core
acmd_0196adff2864,Henry Pulleine,https://en.wikipedia.org/wiki/Henry_Pulleine,2,2,0,0,0,verified_core
acmd_019a07730b90,Amable Henri Delaage,https://en.wikipedia.org/wiki/Amable_Henri_Delaage,1,1,0,0,0,verified_core
acmd_019ac4e75141,Suleiman Baltoghlu,https://en.wikipedia.org/wiki/Suleiman_Baltoghlu,1,1,0,0,0,verified_core
acmd_019b9c7bae0f,"Maximilian III, Archduke of Austria",https://en.wikipedia.org/wiki/Maximilian_III%2C_Archduke_of_Austria,4,4,0,0,0,verified_core
acmd_019ca1a063ae,Zvonimir Červenko,https://en.wikipedia.org/wiki/Zvonimir_%C4%8Cervenko,3,2,1,0,0,verified_broad
acmd_01a17432d6e7,Cpt. Carlos Rodríguez Medina,,1,1,0,0,0,verified_core
acmd_01a1b22d9775,Adam Mohuczy,https://en.wikipedia.org/wiki/Adam_Mohuczy,1,1,0,0,0,verified_core
acmd_01a27cfe9d7f,Nikolai Baratov,https://en.wikipedia.org/wiki/Nikolai_Baratov,7,4,2,1,0,structurally_suspect
acmd_01a4dfd6722e,Fuk'anggan,https://en.wikipedia.org/wiki/Fuk%27anggan,4,0,1,3,0,structurally_suspect
acmd_01a554adae4e,Harihara II,https://en.wikipedia.org/wiki/Harihara_II,1,0,1,0,0,verified_broad
acmd_01a590744c2f,Ali Padshah,https://en.wikipedia.org/wiki/Ali_Padshah,1,1,0,0,0,verified_core
acmd_01a5a12ce037,Crep Vukoslavić,https://en.wikipedia.org/wiki/Crep_Vukoslavi%C4%87,1,1,0,0,0,verified_core
acmd_01a6d060fab5,Modestus of Jerusalem,https://en.wikipedia.org/wiki/Modestus_of_Jerusalem,1,1,0,0,0,verified_core
