model_name,slice_name,rank,display_name,primary_era_bucket,score_normalized
battle_only_baseline,top_100,35,Matvei Platov,revolutionary_napoleonic,96.81352030138135
battle_only_baseline,top_100,36,Baybars,medieval,96.69840937630808
battle_only_baseline,top_100,37,Ubadah ibn al-Samit,medieval,96.66701548765174
battle_only_baseline,top_100,38,Ferdinand Foch,world_wars,96.66701548765172
battle_only_baseline,top_100,39,"Henri de La Tour d'Auvergne, Viscount of Turenne",early_modern,96.54143993302637
battle_only_baseline,top_100,40,Jean Victor Marie Moreau,revolutionary_napoleonic,96.4524905818334
battle_only_baseline,top_100,41,Kuroda Yoshitaka,early_modern,96.43679363750522
battle_only_baseline,top_100,42,Louis XIV,early_modern,96.40016743407284
battle_only_baseline,top_100,43,Jeremi Wiśniowiecki,early_modern,96.32168271243198
battle_only_baseline,top_100,44,Cardinal-Infante Ferdinand of Austria,early_modern,96.19610715780661
battle_only_baseline,top_100,45,Alexander the Great,ancient,96.13331938049393
battle_only_baseline,top_100,46,Charles Mangin,world_wars,96.02344077019674
battle_only_baseline,top_100,47,Erich Hoepner,world_wars,96.00774382586857
battle_only_baseline,top_100,48,Charles XII of Sweden,early_modern,95.96588530766012
battle_only_baseline,top_100,49,Mehmed II,medieval,95.91879447467561
battle_only_baseline,top_100,50,Alasdair Mac Colla,early_modern,95.69380493930514
battle_only_baseline,top_100,51,Robert Clive,early_modern,95.69380493930514
battle_only_baseline,top_100,52,Konishi Yukinaga,early_modern,95.58392632900795
battle_only_baseline,top_100,53,Belisarius,medieval,95.57869401423189
battle_only_baseline,top_100,54,Heinz Guderian,world_wars,95.48974466303893
battle_only_baseline,top_100,55,Stanisław Koniecpolski,early_modern,95.33277521975722
battle_only_baseline,top_100,56,Mikhail Kutuzov,revolutionary_napoleonic,95.2385935537882
battle_only_baseline,top_100,57,Ivan Paskevich,long_nineteenth_century,95.18103809125157
battle_only_baseline,top_100,58,Jerzy Sebastian Lubomirski,early_modern,95.18103809125157
battle_only_baseline,top_100,59,Prince Friedrich Karl of Prussia,long_nineteenth_century,95.17580577647551
battle_only_baseline,top_100,60,Alauddin Khalji,medieval,95.10255336961072
battle_only_baseline,top_100,61,Maeda Toshiie,early_modern,95.08685642528255
battle_only_baseline,top_100,62,Bernard Montgomery,world_wars,94.92465466722479
battle_only_baseline,top_100,63,Qutb ud-Din Aibak,medieval,94.8357053160318
battle_only_baseline,top_100,64,Babur,early_modern,94.70489744663038
battle_only_baseline,top_100,65,Al-Qa'qa' ibn Amr al-Tamimi,medieval,94.6787358727501
battle_only_baseline,top_100,66,Hari Singh Nalwa,long_nineteenth_century,94.64734198409377
