analytic_commander_id,commander_name,battle_id,page_title,page_type,role_class,role_confidence,role_source,role_notes
acmd_a77e878f5a0e,Publius Ostorius Scapula,battle_1269828,Caratacus' last battle,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_06f594e1cbc4,Caratacus,battle_1269828,Caratacus' last battle,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_492f2027da9b,Gaius Marius,battle_1187231,Battle of Vercellae,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_74abd6d78f55,Quintus Lutatius Catulus,battle_1187231,Battle of Vercellae,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_ef3c63bd9f7a,Lucius Cornelius Sulla,battle_1187231,Battle of Vercellae,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_69d20990e1e1,Boiorix,battle_1187231,Battle of Vercellae,battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_e1bba013d4e0,Lugius,battle_1187231,Battle of Vercellae,battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_d4f468f1fdf7,Claodicus,battle_1187231,Battle of Vercellae,battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_4b1ec2ef1278,Caesorix,battle_1187231,Battle of Vercellae,battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_b6c1acd3c746,Decebalus,battle_5905704,Third Battle of Tapae,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_de54e69c4671,Trajan,battle_5905704,Third Battle of Tapae,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_b6c1acd3c746,Decebalus,battle_1711717,Trajan's Dacian Wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_de54e69c4671,Trajan,battle_1711717,Trajan's Dacian Wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_de54e69c4671,Trajan,battle_8467905,Trajan's First Dacian War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_b6c1acd3c746,Decebalus,battle_8467905,Trajan's First Dacian War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_b6c1acd3c746,Decebalus,battle_5999960,Battle of Adamclisi,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_de54e69c4671,Trajan,battle_5999960,Battle of Adamclisi,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_492f2027da9b,Gaius Marius,battle_2224425,Battle of Aquae Sextiae,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_bc75096bfa32,Teutobod,battle_2224425,Battle of Aquae Sextiae,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_74abd6d78f55,Quintus Lutatius Catulus,battle_61275535,Battle of Tridentum,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_69d20990e1e1,Boiorix,battle_61275535,Battle of Tridentum,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_3a8b28a1d30e,Publius Licinius Nerva,battle_895420,Second Servile War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_9f9e9c0373ff,Lucius Licinius Lucullus,battle_895420,Second Servile War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_23f5e8d776f5,Manius Aquillius,battle_895420,Second Servile War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_e154a346d539,Salvius Tryphon,battle_895420,Second Servile War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_8c20d1d8b4e8,Athenion of Cilicia,battle_895420,Second Servile War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_ca8d6fd8cd3a,Li Guangli,battle_34184306,War of the Heavenly Horses,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_de588f6566f4,Shangguan Jie,battle_34184306,War of the Heavenly Horses,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_a6d6ea39501e,Wugua,battle_34184306,War of the Heavenly Horses,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_2701794449b5,Jianmi,battle_34184306,War of the Heavenly Horses,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_69d20990e1e1,Boiorix,battle_1406206,Battle of Arausio,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_bc75096bfa32,Teutobod,battle_1406206,Battle of Arausio,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_bfd23c2fa193,Quintus Servilius Caepio,battle_1406206,Battle of Arausio,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_59e830de0b86,Gnaeus Mallius Maximus,battle_1406206,Battle of Arausio,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_de54e69c4671,Trajan,battle_8468666,Trajan's Second Dacian War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_b6c1acd3c746,Decebalus,battle_8468666,Trajan's Second Dacian War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_b6c1acd3c746,Decebalus,battle_30863164,Battle of Sarmizegetusa,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_de54e69c4671,Trajan,battle_30863164,Battle of Sarmizegetusa,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_025093dec08b,Jugurtha,battle_61309241,Second Battle of Cirta,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_37cda0d624c1,Bocchus I,battle_61309241,Second Battle of Cirta,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_492f2027da9b,Gaius Marius,battle_61309241,Second Battle of Cirta,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_ef3c63bd9f7a,Lucius Cornelius Sulla,battle_61309241,Second Battle of Cirta,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_492f2027da9b,Gaius Marius,battle_63509993,Siege of the fortress at Muluccha,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_d049e12df3a6,Lucius Cassius Longinus,battle_36242133,Battle of Burdigala,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_b11a5e556142,Lucius Calpurnius Piso Caesoninus,battle_36242133,Battle of Burdigala,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_d0536f03707c,Divico,battle_36242133,Battle of Burdigala,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_6803c5b268a2,Zhao Ponu,battle_4534026,Battle of Loulan,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_4471ba9d3219,Quintus Caecilius Metellus Numidicus,battle_9292796,Siege of Thala,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_025093dec08b,Jugurtha,battle_3122531,Battle of the Muthul,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_9935ddbba578,Bomilcar,battle_3122531,Battle of the Muthul,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_4471ba9d3219,Quintus Caecilius Metellus Numidicus,battle_3122531,Battle of the Muthul,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_492f2027da9b,Gaius Marius,battle_3122531,Battle of the Muthul,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_a44d5b8ea564,Publius Rutilius Rufus,battle_3122531,Battle of the Muthul,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_9fb5875112b1,Ugŏ of Gojoseon,battle_19503687,Han conquest of Gojoseon,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_1fd2063e074f,No In,battle_19503687,Han conquest of Gojoseon,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_2167491e033f,Han Ŭm,battle_19503687,Han conquest of Gojoseon,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_1eb66ca275f2,Sam of Gojoseon,battle_19503687,Han conquest of Gojoseon,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_1e4ac7467f58,Wang Kyŏp,battle_19503687,Han conquest of Gojoseon,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_cf542c27c6c2,Yang Pu,battle_19503687,Han conquest of Gojoseon,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_8c0d1b183be4,Xun Zhi,battle_19503687,Han conquest of Gojoseon,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_4471ba9d3219,Quintus Caecilius Metellus Numidicus,battle_63570699,Siege of Zama,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_492f2027da9b,Gaius Marius,battle_63570699,Siege of Zama,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_025093dec08b,Jugurtha,battle_63570699,Siege of Zama,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_025093dec08b,Jugurtha,battle_9292775,Battle of Suthul,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_9935ddbba578,Bomilcar,battle_9292775,Battle of Suthul,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_a9e5b2df58c0,Aulus Postumius Albinus,battle_9292775,Battle of Suthul,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_23eba5283dd0,Arun Shridhar Vaidya,battle_311735,Operation Blue Star,operation_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_d08fd37c4199,Kuldip Singh Brar,battle_311735,Operation Blue Star,operation_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_388a4c486dd4,Ranjit Singh Dyal,battle_311735,Operation Blue Star,operation_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_966c148c51f1,Krishnaswamy Sundarji,battle_311735,Operation Blue Star,operation_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_49e71270ca8a,Jarnail Singh Bhindranwale,battle_311735,Operation Blue Star,operation_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_e57d44a8c954,Amrik Singh,battle_311735,Operation Blue Star,operation_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_d96d58d298d6,Shabeg Singh,battle_311735,Operation Blue Star,operation_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_951b99363851,Lu Bode,battle_38024939,Han conquest of Nanyue,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_49c02b2d21f8,Zhao Jiande,battle_38024939,Han conquest of Nanyue,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_abffaa559582,Lucius Calpurnius Bestia,battle_558453,Jugurthine War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_35950108d565,Spurius Postumius Albinus,battle_558453,Jugurthine War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_a9e5b2df58c0,Aulus Postumius Albinus,battle_558453,Jugurthine War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_4471ba9d3219,Quintus Caecilius Metellus Numidicus,battle_558453,Jugurthine War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_492f2027da9b,Gaius Marius,battle_558453,Jugurthine War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_ef3c63bd9f7a,Lucius Cornelius Sulla,battle_558453,Jugurthine War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_37cda0d624c1,Bocchus I,battle_558453,Jugurthine War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_025093dec08b,Jugurtha,battle_558453,Jugurthine War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_9935ddbba578,Bomilcar,battle_558453,Jugurthine War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_13992e2c0f50,Gnaeus Papirius Carbo,battle_3204588,Battle of Noreia,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_69d20990e1e1,Boiorix,battle_3204588,Battle of Noreia,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_bc75096bfa32,Teutobod,battle_3204588,Battle of Noreia,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_492f2027da9b,Gaius Marius,battle_3211844,Cimbrian War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_74abd6d78f55,Quintus Lutatius Catulus,battle_3211844,Cimbrian War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_bfd23c2fa193,Quintus Servilius Caepio,battle_3211844,Cimbrian War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_59e830de0b86,Gnaeus Mallius Maximus,battle_3211844,Cimbrian War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_13992e2c0f50,Gnaeus Papirius Carbo,battle_3211844,Cimbrian War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_d049e12df3a6,Lucius Cassius Longinus,battle_3211844,Cimbrian War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_b11a5e556142,Lucius Calpurnius Piso Caesoninus,battle_3211844,Cimbrian War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_bc0006ecbcda,Marcus Junius Silanus,battle_3211844,Cimbrian War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_69d20990e1e1,Boiorix,battle_3211844,Cimbrian War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_e1bba013d4e0,Lugius,battle_3211844,Cimbrian War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_d4f468f1fdf7,Claodicus,battle_3211844,Cimbrian War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_4b1ec2ef1278,Caesorix,battle_3211844,Cimbrian War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_d0536f03707c,Divico,battle_3211844,Cimbrian War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_bc75096bfa32,Teutobod,battle_3211844,Cimbrian War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_6488a45e7054,Adherbal,battle_58038666,Siege of Cirta,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_a8b39c7e24a8,Jugurtha,battle_58038666,Siege of Cirta,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_de54e69c4671,Trajan,battle_48463035,Trajan's Parthian campaign,campaign_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_3c3bf79f9ae5,Lusius Quietus,battle_48463035,Trajan's Parthian campaign,campaign_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_704f503f87e4,Parthamaspates of Parthia,battle_48463035,Trajan's Parthian campaign,campaign_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_50bc7647f1de,Osroes I,battle_48463035,Trajan's Parthian campaign,campaign_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_3b99aa90fe7a,Parthamasiris of Armenia,battle_48463035,Trajan's Parthian campaign,campaign_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_de54e69c4671,Trajan,battle_1956203,Kitos War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_3c3bf79f9ae5,Lusius Quietus,battle_1956203,Kitos War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_5d6dbbfbe53a,Lukuas,battle_1956203,Kitos War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_41904455af36,Lulianos and Paphos,battle_1956203,Kitos War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_72444ee501ee,Gamaliel II,battle_1956203,Kitos War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_95c70812d967,Yizhixie,battle_4548076,Battle of Mobei,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_9f854e0c2805,Chanyu,battle_4548076,Battle of Mobei,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_e4831207799d,Worthy Prince of the East,battle_4548076,Battle of Mobei,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_acb03162d4c1,Zhao Xin,battle_4548076,Battle of Mobei,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_6b8dc4370f1e,Wei Qing,battle_4548076,Battle of Mobei,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_7cbc698d5352,Huo Qubing,battle_4548076,Battle of Mobei,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_1f16af21c915,Li Guang,battle_4548076,Battle of Mobei,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_951b99363851,Lu Bode,battle_4548076,Battle of Mobei,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_4369688f69ab,Quintus Fabius Maximus Allobrogicus,battle_47799038,Battle of Vindalium,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_4369688f69ab,Quintus Fabius Maximus Allobrogicus,battle_64636633,Battle of the Isère River,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_6c8ca5b2678a,Gnaeus Domitius Ahenobarbus,battle_64636633,Battle of the Isère River,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_3d52c83c8604,Bituitus,battle_64636633,Battle of the Isère River,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_f3c432b90243,Phraates II,battle_3134575,Battle of Ecbatana,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_299a64ecb2c8,Antiochus VII Sidetes,battle_3134575,Battle of Ecbatana,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_7dbe8dc5e689,Junchen Chanyu,battle_4534946,Battle of Mayi,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_6e15e007fe03,Emperor Wu of Han,battle_4534946,Battle of Mayi,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_1f16af21c915,Li Guang,battle_4534946,Battle of Mayi,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_7dbe8dc5e689,Junchen Chanyu,battle_4626624,Han–Xiongnu Wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_95c70812d967,Yizhixie,battle_4626624,Han–Xiongnu Wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_b7aacc137363,Xiutu,battle_4626624,Han–Xiongnu Wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_13c0b478b774,Zhizhi Chanyu,battle_4626624,Han–Xiongnu Wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_6e15e007fe03,Emperor Wu of Han,battle_4626624,Han–Xiongnu Wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_f572826b95f1,Emperor Xuan of Han,battle_4626624,Han–Xiongnu Wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_289ef7c5272f,Emperor Guangwu of Han,battle_4626624,Han–Xiongnu Wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_da5feeb501d0,Emperor He of Han,battle_4626624,Han–Xiongnu Wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_6b8dc4370f1e,Wei Qing,battle_4626624,Han–Xiongnu Wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_7cbc698d5352,Huo Qubing,battle_4626624,Han–Xiongnu Wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_1f16af21c915,Li Guang,battle_4626624,Han–Xiongnu Wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_e5d07d066fd4,Li Ling,battle_4626624,Han–Xiongnu Wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_ca8d6fd8cd3a,Li Guangli,battle_4626624,Han–Xiongnu Wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_c3aca9581bb8,Ban Chao,battle_4626624,Han–Xiongnu Wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_f261951ed684,Dou Gu,battle_4626624,Han–Xiongnu Wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_851c60603db8,Dou Xian,battle_4626624,Han–Xiongnu Wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_f926ccaefc32,Scipio Aemilianus,battle_6469947,Siege of Numantia,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_025093dec08b,Jugurtha,battle_6469947,Siege of Numantia,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_e993b4e7688f,Avarus,battle_6469947,Siege of Numantia,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_9d5ad578fa97,C. Fulvius Flaccus,battle_229562,First Servile War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_840d76d72ccb,Lucius Calpurnius Piso Frugi,battle_229562,First Servile War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_56eafc554a67,Marcus Perperna,battle_229562,First Servile War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_740ea775bde8,Publius Rupilius,battle_229562,First Servile War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_e9c41ef8fe5a,Eunus,battle_229562,First Servile War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_f5cb02da5d88,Cleon,battle_229562,First Servile War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_ed9d05796eb8,Titus,battle_1356252,Jewish–Roman wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
