analytic_commander_id,commander_name,battle_id,page_title,page_type,role_class,role_confidence,role_source,role_notes
acmd_68cc10d22426,Henri de Rigny,battle_200987,Greek War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_09c45bc85d56,Nicolas Joseph Maison,battle_200987,Greek War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_9ff2362a4610,Mahmud II,battle_200987,Greek War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_f7c04bcf0c12,Nasuhzade Ali Pasha,battle_200987,Greek War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_3390731de47b,Omer Vrioni,battle_200987,Greek War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_f37beeae7ae0,Mahmud Dramali Pasha,battle_200987,Greek War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_f5c77654dcb7,Kara Mehmet,battle_200987,Greek War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_d499dcd15f56,Hurshid Pasha,battle_200987,Greek War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_7396a6a70bac,Koca Hüsrev Mehmed Pasha,battle_200987,Greek War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_67d1cc7761b2,Mustafa Pasha Bushatli,battle_200987,Greek War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_52329cda501a,Reşid Mehmed Pasha,battle_200987,Greek War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_a1eebb73fdfe,Mehmed Selim Pasha,battle_200987,Greek War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_48ef1012f2b3,Muhammad Ali of Egypt,battle_200987,Greek War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_29c15137715a,Ibrahim Pasha of Egypt,battle_200987,Greek War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_5d7eb2c8408d,Ismael Gibraltar,battle_200987,Greek War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_f51feaa48378,Hussein Dey,battle_200987,Greek War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_57d7b035a029,Konstantinos Pierrakos Mavromichalis,battle_11990209,Navarino massacre,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_9ff2362a4610,Mahmud II,battle_566329,Ottoman–Persian War (1821–1823),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_b7bc0bcb8853,Dawud Pasha of Baghdad,battle_566329,Ottoman–Persian War (1821–1823),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_cd707c3a6b9f,Mehmed Emin Rauf Pasha,battle_566329,Ottoman–Persian War (1821–1823),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_c5098fa6e81b,Fath-Ali Shah Qajar,battle_566329,Ottoman–Persian War (1821–1823),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_f59a940cb08c,Abbas Mirza,battle_566329,Ottoman–Persian War (1821–1823),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_29a6ad9ca353,Mohammad-Ali Mirza Dowlatshah,battle_566329,Ottoman–Persian War (1821–1823),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_65aa35fdce9f,Mohammad-Hossein Mirza,battle_566329,Ottoman–Persian War (1821–1823),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_3c9e4938826d,Musa Khamis,battle_566329,Ottoman–Persian War (1821–1823),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_a2b8bc3773b3,Ehsan Khan Nakhichevansky,battle_566329,Ottoman–Persian War (1821–1823),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_ea7b7b94ae88,Hendrik Merkus de Kock,battle_22467892,Second expedition to Palembang,campaign_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_2e3462bcd4de,François Vincent Henri Antoine de Stuers,battle_22467892,Second expedition to Palembang,campaign_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_3009be67201c,Mahmud Badaruddin II,battle_22467892,Second expedition to Palembang,campaign_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_d53c51d2e48c,Maharaja Ranjit Singh,battle_73954573,Siege of Mankera (1821–1822),battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_882696f48db2,Hari Singh Nalwa,battle_73954573,Siege of Mankera (1821–1822),battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_6302cf830a45,Khushal Singh Jamadar,battle_73954573,Siege of Mankera (1821–1822),battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_718de0d78cd8,Misr Diwan Chand,battle_73954573,Siege of Mankera (1821–1822),battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_9f9439c67226,Akali Phula Singh,battle_73954573,Siege of Mankera (1821–1822),battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_1fbf84dd980c,Fakir Azizuddin,battle_73954573,Siege of Mankera (1821–1822),battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_5ae1d19e2539,Fateh Singh Ahluwalia,battle_73954573,Siege of Mankera (1821–1822),battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_27e1bfb8e759,Germanos III of Old Patras,battle_38877620,Siege of Patras (1821),battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_e4c633a656b6,Athanasios Kanakaris,battle_38877620,Siege of Patras (1821),battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_870188a69668,Andreas Londos,battle_38877620,Siege of Patras (1821),battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_50ef7146457c,Benizelos Roufos,battle_38877620,Siege of Patras (1821),battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_03f1f494ad15,Panagiotis Karatzas,battle_38877620,Siege of Patras (1821),battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_0d8470390155,Ioannis Papadiamantopoulos,battle_38877620,Siege of Patras (1821),battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_c20a0fb9c9f2,Theodoros Kolokotronis,battle_11182069,Siege of Tripolitsa,battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_921e18dc00f3,Dimitris Plapoutas,battle_11182069,Siege of Tripolitsa,battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_1790ead8443f,Anagnostaras,battle_11182069,Siege of Tripolitsa,battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_1ca9e450beb9,Petrobey Mavromichalis,battle_11182069,Siege of Tripolitsa,battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_50696ebcaf8a,Panagiotis Kefalas,battle_11182069,Siege of Tripolitsa,battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_0c849a5ebc7d,Alexandros Kantakouzinos,battle_11182069,Siege of Tripolitsa,battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_9608852b5e8f,Jean-François-Maxime Raybaud,battle_11182069,Siege of Tripolitsa,battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_54600f11662b,Meletis Vasileiou,battle_36088848,Siege of the Acropolis (1821–1822),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_29a0acf7967a,Dimos Antoniou,battle_36088848,Siege of the Acropolis (1821–1822),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_96bf91c72f29,Olivier Voutier,battle_36088848,Siege of the Acropolis (1821–1822),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_3390731de47b,Omer Vrioni,battle_36088848,Siege of the Acropolis (1821–1822),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_b30b73b5c94a,Karystos,battle_36088848,Siege of the Acropolis (1821–1822),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_0888a4543091,Tudor Vladimirescu,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_6696d693a96a,Assassination,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_fcefc38a37e6,Diamandi Djuvara,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_37972983ccb2,Tudor Ghencea,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_8e9bd4f6f183,Iancu Jianu,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_248644ff983e,Dimitrie Macedonski,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_14651602d8dc,Anastasie Mihaloglu,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_7d525739676e,Ioan Oarcă,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_610f6418c74b,Hadži Prodan,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_0c9de8341872,Ioan Solomon,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_130ecc5dface,Alecu Filipescu-Vulpea,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_818c943fcdac,Alexander Ypsilantis,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_07f0d104c605,Vasileios Karavias,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_14c25350d07a,Giorgakis Olympios,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_c9af273d3242,Yiannis Pharmakis,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_f198f3ce9ac5,Sava Fochianos,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_9ff2362a4610,Mahmud II,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_3b25bfce17f2,Burdurlu Dervish Mehmed Pasha,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_880f76eaf853,Kethüda,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_a1eebb73fdfe,Mehmed Selim Pasha,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_90c7af70355e,Hilmi Ibrahim Pasha,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_8197dc42928c,Gavril Istrati,battle_7115697,Wallachian uprising of 1821,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_9997584e85e5,Pedro Pascasio Noriega,battle_76226956,War of Independence of Maynas,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_a3cc7a7fdbf6,La República,battle_76226956,War of Independence of Maynas,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_192a697766f9,Spain Manuel F. Álvarez,battle_76226956,War of Independence of Maynas,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_7dee9d1d67df,Spain Santiago Cárdenas,battle_76226956,War of Independence of Maynas,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_8d971b003b32,Spain José María Matos,battle_76226956,War of Independence of Maynas,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_c20a0fb9c9f2,Theodoros Kolokotronis,battle_6772121,Battle of Dervenakia,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_0986e760006c,Demetrios Ypsilantis,battle_6772121,Battle of Dervenakia,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_9d4d33ab1d7b,Grigorios Papaflessas,battle_6772121,Battle of Dervenakia,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_8d99e7c80804,Nikitaras,battle_6772121,Battle of Dervenakia,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_f37beeae7ae0,Mahmud Dramali Pasha,battle_6772121,Battle of Dervenakia,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_b032195f7a24,Andreas Miaoulis,battle_39792169,Battle of Nauplia (1822),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_f5c77654dcb7,Kara Mehmet,battle_39792169,Battle of Nauplia (1822),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_d72c295cbc4a,Alexandros Mavrokordatos,battle_21007481,Battle of Peta,battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_182715a6e1c8,Markos Botsaris,battle_21007481,Battle of Peta,battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_a2f9856fff10,Panagiotis Rodios,battle_21007481,Battle of Peta,battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_5fdccc21e56d,Karl von Normann-Ehrenfels,battle_21007481,Battle of Peta,battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_9608852b5e8f,Jean-François-Maxime Raybaud,battle_21007481,Battle of Peta,battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_78f2e5469ade,Franciszek Mierzejewski,battle_21007481,Battle of Peta,battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_3390731de47b,Omer Vrioni,battle_21007481,Battle of Peta,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_9ce46e99a9d0,Antonio José de Sucre,battle_2951268,Battle of Pichincha,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_7ea89d038f6c,Andrés de Santa Cruz,battle_2951268,Battle of Pichincha,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_f4f5376df98b,José María Córdova,battle_2951268,Battle of Pichincha,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_a6de6eeba9a4,Melchior Aymerich,battle_2951268,Battle of Pichincha,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_ea72145418b6,Pedro I of Brazil,battle_30487150,Brazilian War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_1d2300e46463,"Joaquim Xavier Curado, Count of São João das Duas Barras",battle_30487150,Brazilian War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_82d578152d9f,"Carlos Frederico Lecor, Viscount of Laguna",battle_30487150,Brazilian War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_6e984d96b019,John Pascoe Grenfell,battle_30487150,Brazilian War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_5532a9dc234f,Pierre Labatut,battle_30487150,Brazilian War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_493bd0a386a6,John VI of Portugal,battle_30487150,Brazilian War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_2fefd80caa6e,Inácio Luís Madeira de Melo,battle_30487150,Brazilian War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_61cb52f72cf3,Jorge de Avilez Zuzarte de Sousa Tavares,battle_30487150,Brazilian War of Independence,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_d72c295cbc4a,Alexandros Mavrokordatos,battle_10812826,First siege of Missolonghi,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_182715a6e1c8,Markos Botsaris,battle_10812826,First siege of Missolonghi,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_3390731de47b,Omer Vrioni,battle_10812826,First siege of Missolonghi,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_52329cda501a,Reşid Mehmed Pasha,battle_10812826,First siege of Missolonghi,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_bf43427a621b,Lidong,battle_70040537,Ja Lidong rebellion,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_3c851433be1b,Po Klan Thu,battle_70040537,Ja Lidong rebellion,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_8158a19b56cb,Thái Văn Thuận,battle_70040537,Ja Lidong rebellion,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_793a93250254,Zafeirakis Theodosiou,battle_44058610,Naousa massacre,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_9696c6eed885,Anastasios Karatasos,battle_44058610,Naousa massacre,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_f4f46787e5ba,Angelis Gatsos,battle_44058610,Naousa massacre,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_9195e9164f7f,Diamantis Nikolaou,battle_44058610,Naousa massacre,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_db3e3a0c4ef9,Abdul Abud,battle_44058610,Naousa massacre,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_325ffd80df93,Alexander Gordon Laing,battle_6905528,Anglo-Ashanti wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_21a043763d67,Francis Cunningham Scott,battle_6905528,Anglo-Ashanti wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_c1d713b57219,Frederick Mitchell Hodgson,battle_6905528,Anglo-Ashanti wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_bc53507c7e75,John Hope Smith,battle_6905528,Anglo-Ashanti wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_461013a054d4,Henry Ricketts,battle_6905528,Anglo-Ashanti wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_eb39f4b6b6a8,Osei Bonsu,battle_6905528,Anglo-Ashanti wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_82e6eda873da,Osei Yaw Akoto,battle_6905528,Anglo-Ashanti wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_5a10385c99f5,Kwaku Dua I,battle_6905528,Anglo-Ashanti wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_8a23213913b0,Kofi Karikari,battle_6905528,Anglo-Ashanti wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_f347c07eb473,Mensa Bonsu,battle_6905528,Anglo-Ashanti wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_5f9868dbac50,Yaa Asantewaa,battle_6905528,Anglo-Ashanti wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_9c0f18b51d00,Prempeh I,battle_6905528,Anglo-Ashanti wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_01b758fbd9b9,Thomas Cochrane,battle_23017229,Battle of 4 May,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_81bac807a83c,Portugal João Campos,battle_23017229,Battle of 4 May,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_d0a47d70bd6d,Vicente Guerrero,battle_61509773,Battle of Almolonga,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_5b0edc1f4da7,Nicolás Bravo,battle_61509773,Battle of Almolonga,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_80fb30b05388,José Gabriel de Armijo,battle_61509773,Battle of Almolonga,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_a73d560994c6,Luís Rodrigues Chaves,battle_22728936,Battle of Jenipapo,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_513590a4cbfb,Francisco Inácio da Costa,battle_22728936,Battle of Jenipapo,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_1d62b8c5dad8,João José da Cunha Fidié,battle_22728936,Battle of Jenipapo,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_182715a6e1c8,Markos Botsaris,battle_3042372,Battle of Karpenisi,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_67d1cc7761b2,Mustafa Pasha Bushatli,battle_3042372,Battle of Karpenisi,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_78f23d89399a,José Prudencio Padilla,battle_2915042,Battle of Lake Maracaibo,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_ec8b41c8b9df,Ángel Laborde,battle_2915042,Battle of Lake Maracaibo,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_0beeb93ada37,Pedro Antônio Nunes,battle_42549409,Battle of Montevideo (1823),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_1002179a8af6,José Maria de Sousa tavares,battle_42549409,Battle of Montevideo (1823),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_d53c51d2e48c,Maharaja Ranjit Singh,battle_25839238,Battle of Nowshera,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
