battle_id,battle_name,year,war_name,commander_name_raw,commander_name_normalized,commander_wikipedia_url,side,belligerent,battle_result_for_commander,role_in_battle,opposing_commander_names_raw,location_normalized,strength_side_raw,strength_enemy_raw,casualties_side_raw,casualties_enemy_raw,source_url,parse_notes,identity_confidence
battle_52203959,Raqqa campaign (2016–2017),2016,the Rojava–Islamist conflict and the American-led intervention in the Syrian Civil War,ARA News,ARA News,https://en.wikipedia.org/wiki/ARA_News,side_a,"Flag of Syrian Democratic Forces.svg Syrian Democratic Forces Flag of Rojava.svg Self Defence Forces (HXP) Red and Black Mutualist Flag.png Leftist/anarchist volunteersMost leftist foreign volunteers fight as part of the YPG,Harp 2017 though some have also formed independent units, such as the Antifascist International TaburHarp 2017 and the IRPGF, or joined the International Freedom Battalion. The latter is a larger unit, mostly composed of Kurdish and Turkish communists. Seal of Combined Joint Task Force – Operation Inherent Resolve.svg CJTF–OIR United States France United Kingdom Germany Iraqi Kurdistan ---- Co-belligerents Syria Syrian Arab Republic Russia",unknown,,Abu Bakr al-Baghdadi | CNN | ARA News | Abu Jandal al-Kuwaiti | Al-Thawrah | Abu Jandal al-Masri | Middle East | Zainuri Kamaruddin | Katibah Nusantara | Channel NewsAsia | Abu Luqman,"Raqqa Governorate and northern Deir ez-Zor Governorate, Syria","Flag of Syrian Democratic Forces.svg 30,000–40,000 SDF fighters (70% Arab acc. to the SDF) People's Protection Units Flag.svgYPJ_Flag.svg 25,000 YPG & YPJ fighters 1,000 female Arab volunteers Syrian opposition 1,000 Raqqa Hawks fighters Syrian opposition 650–3,500 Elite Forces fighters Flag of al-Sanadid Forces.svg 2,000 Al-Sanadid fighters 500 Deir Ezzor Military Council fighters MFS infobox flag.png 200 Syriac Military Council fighters 2,550 Manbij Military Council fighters 3,870 local pro-SDF tribes and village militia1,500 volunteers from villages captured by the SDF during phase one; 1,000 volunteers from villages captured during phase two, 750 volunteers from villages captured during phase three, 200 more joined in April Flag of Rojava.svg 500 HXP soldiers USA 503 USSOCOM Soldiers 11th Marine Expeditionary Unit France Several Dozens of Special Forces and military advisers ---- Russia Several Tupolev Tu-95 bombers","10,000–20,000+ fightersHarp 2017 (estimate by Western SDF volunteers & some experts) Raqqa city: 5,000 fighters Large number of reinforcements from Mosul and al-Bab 200 Iraqi reinforcements Unknown number of child soldiers Unknown number of UAVs (drones)","Flag of Syrian Democratic Forces.svg 1,100–1,200+ killed, 2,500+ wounded (per US) Flag of Syrian Democratic Forces.svg 793 killed, 1,685 wounded (per SDF) USA 1 killed France 1 killed","3,784+ killed and 38 captured (SDF claim; up to 31 Aug. 2017, excluding July 2017) 6,000 killed (US claim) | 2,385 civilians killed 200,000 civilians displaced",https://en.wikipedia.org/wiki/Raqqa_campaign_%282016%E2%80%932017%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_52203959,Raqqa campaign (2016–2017),2016,the Rojava–Islamist conflict and the American-led intervention in the Syrian Civil War,ARA News,ARA News,https://en.wikipedia.org/wiki/ARA_News,side_b,Islamic State,unknown,,ARA News | Rojda Felat | Stephen J. Townsend,"Raqqa Governorate and northern Deir ez-Zor Governorate, Syria","10,000–20,000+ fightersHarp 2017 (estimate by Western SDF volunteers & some experts) Raqqa city: 5,000 fighters Large number of reinforcements from Mosul and al-Bab 200 Iraqi reinforcements Unknown number of child soldiers Unknown number of UAVs (drones)","Flag of Syrian Democratic Forces.svg 30,000–40,000 SDF fighters (70% Arab acc. to the SDF) People's Protection Units Flag.svgYPJ_Flag.svg 25,000 YPG & YPJ fighters 1,000 female Arab volunteers Syrian opposition 1,000 Raqqa Hawks fighters Syrian opposition 650–3,500 Elite Forces fighters Flag of al-Sanadid Forces.svg 2,000 Al-Sanadid fighters 500 Deir Ezzor Military Council fighters MFS infobox flag.png 200 Syriac Military Council fighters 2,550 Manbij Military Council fighters 3,870 local pro-SDF tribes and village militia1,500 volunteers from villages captured by the SDF during phase one; 1,000 volunteers from villages captured during phase two, 750 volunteers from villages captured during phase three, 200 more joined in April Flag of Rojava.svg 500 HXP soldiers USA 503 USSOCOM Soldiers 11th Marine Expeditionary Unit France Several Dozens of Special Forces and military advisers ---- Russia Several Tupolev Tu-95 bombers","3,784+ killed and 38 captured (SDF claim; up to 31 Aug. 2017, excluding July 2017) 6,000 killed (US claim)","Flag of Syrian Democratic Forces.svg 1,100–1,200+ killed, 2,500+ wounded (per US) Flag of Syrian Democratic Forces.svg 793 killed, 1,685 wounded (per SDF) USA 1 killed France 1 killed | 2,385 civilians killed 200,000 civilians displaced",https://en.wikipedia.org/wiki/Raqqa_campaign_%282016%E2%80%932017%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_52203959,Raqqa campaign (2016–2017),2016,the Rojava–Islamist conflict and the American-led intervention in the Syrian Civil War,Channel NewsAsia,Channel NewsAsia,https://en.wikipedia.org/wiki/CNA_%28TV_network%29,side_b,Islamic State,unknown,,ARA News | Rojda Felat | Stephen J. Townsend,"Raqqa Governorate and northern Deir ez-Zor Governorate, Syria","10,000–20,000+ fightersHarp 2017 (estimate by Western SDF volunteers & some experts) Raqqa city: 5,000 fighters Large number of reinforcements from Mosul and al-Bab 200 Iraqi reinforcements Unknown number of child soldiers Unknown number of UAVs (drones)","Flag of Syrian Democratic Forces.svg 30,000–40,000 SDF fighters (70% Arab acc. to the SDF) People's Protection Units Flag.svgYPJ_Flag.svg 25,000 YPG & YPJ fighters 1,000 female Arab volunteers Syrian opposition 1,000 Raqqa Hawks fighters Syrian opposition 650–3,500 Elite Forces fighters Flag of al-Sanadid Forces.svg 2,000 Al-Sanadid fighters 500 Deir Ezzor Military Council fighters MFS infobox flag.png 200 Syriac Military Council fighters 2,550 Manbij Military Council fighters 3,870 local pro-SDF tribes and village militia1,500 volunteers from villages captured by the SDF during phase one; 1,000 volunteers from villages captured during phase two, 750 volunteers from villages captured during phase three, 200 more joined in April Flag of Rojava.svg 500 HXP soldiers USA 503 USSOCOM Soldiers 11th Marine Expeditionary Unit France Several Dozens of Special Forces and military advisers ---- Russia Several Tupolev Tu-95 bombers","3,784+ killed and 38 captured (SDF claim; up to 31 Aug. 2017, excluding July 2017) 6,000 killed (US claim)","Flag of Syrian Democratic Forces.svg 1,100–1,200+ killed, 2,500+ wounded (per US) Flag of Syrian Democratic Forces.svg 793 killed, 1,685 wounded (per SDF) USA 1 killed France 1 killed | 2,385 civilians killed 200,000 civilians displaced",https://en.wikipedia.org/wiki/Raqqa_campaign_%282016%E2%80%932017%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_52700953,Wadi Barada offensive (2016–2017),2016,the Rif Dimashq Governorate campaign and Hezbollah involvement in the Syrian Civil War,Al-Masdar News,Al-Masdar News,https://en.wikipedia.org/wiki/Al-Masdar_News,side_a,Syria Syrian Arab Republic Russia (from 2017) Hezbollah Galilee Forces,unknown,,al-Masdar News,"Wadi Barada, al-Zabadani District, Rif Dimashq Governorate, Syria","5,000+","2,000+ (as of 1 January 2017) 500 (pro-government claim, after 26 January 2017)",InfoboxNDF.png 7+ killed (January 2017),"Unknown killed 700 surrendered (SOHR claim) 2,600 surrendered (government claim) | 21+ civilians killed, 23 wounded (December 2016, January 2017); 50,000 displaced",https://en.wikipedia.org/wiki/Wadi_Barada_offensive_%282016%E2%80%932017%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_52700953,Wadi Barada offensive (2016–2017),2016,the Rif Dimashq Governorate campaign and Hezbollah involvement in the Syrian Civil War,al-Masdar News,Al-Masdar News,https://en.wikipedia.org/wiki/Al-Masdar_News,side_b,Flag of Ahrar ash-Sham.svg Ahrar al-Sham Logo of Jaysh al-Islam.jpg Jaysh al-Islam Syrian opposition Free Syrian Army Flag of the Al-Nusra Front.svg Al-Nusra Front,unknown,,Al-Masdar News | Ghiath Dalla | Maher al-Assad,"Wadi Barada, al-Zabadani District, Rif Dimashq Governorate, Syria","2,000+ (as of 1 January 2017) 500 (pro-government claim, after 26 January 2017)","5,000+","Unknown killed 700 surrendered (SOHR claim) 2,600 surrendered (government claim)","InfoboxNDF.png 7+ killed (January 2017) | 21+ civilians killed, 23 wounded (December 2016, January 2017); 50,000 displaced",https://en.wikipedia.org/wiki/Wadi_Barada_offensive_%282016%E2%80%932017%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_55753690,2017 Abu Kamal offensive,2017,the Eastern Syria campaign and the Russian military intervention in the Syrian civil war,Al-Masdar News,Al-Masdar News,https://en.wikipedia.org/wiki/Al-Masdar_News,side_a,Syria Syrian Arab Republic Flag of the Syrian Arab Armed Forces (1980–2024).svg Syrian Arab Armed Forces Flag of Russia.svg Russia Flag of the Russian Air Force.svg Russian Aerospace Forces Iran Flag of the Army of the Guardians of the Islamic Revolution.svg IRGC Allied militias: Hezbollah Shiism arabic blue.svg PMF militias Liwa Fatemiyoun infobox flag.pngLiwa Fatemiyoun 18px Liwa al-Quds,unknown,,Abu Bakr al-Baghdadi | Abu Ruqayya al-Ansari,"Deir ez-Zor Governorate, Syria","Several thousand 8,000 Lebanese, Iraqi, Afghan and Palestinian fighters Tiger Forces: 450 Republican Guard's 124th Brigade: 300 4th Division's 42nd Brigade: 300","5,000–10,000+",376+ killed,352+ killed | 269 civilians killed,https://en.wikipedia.org/wiki/2017_Abu_Kamal_offensive,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_55814563,Battle of Harasta (2017–2018),2017,the Rif Dimashq Governorate campaign (Syrian Civil War),Al Masdar News,Al Masdar News,https://en.wikipedia.org/wiki/Al-Masdar_News,side_b,Syria Syrian Arab Republic Flag of Russia.svg Russia Flag of the Arab National Guard.svg Arab Nationalist Guard Fatah al-Intifada,indecisive,,a-M is poor source for rebel facts,"Harasta, Damascus and Rif Damascus, Syria",,,"First phase: 54+ killed (per SOHR) Second phase: 47+ killed (SAA claim) 79+ killed, 15 captured (SOHR claims) Overall: 331–488 killed (Bellingcat claim)",First phase: 50 killed and 50 wounded (SAA claim) Second phase: 94+ killed (SOHR claim) | First phase: 41 civilians killed Second phase: 170–190 civilians killed,https://en.wikipedia.org/wiki/Battle_of_Harasta_%282017%E2%80%932018%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_54234483,Battle of Raqqa (2017),2017,"the American-led intervention in the Syrian civil war, the International military intervention against the Islamic State, the Raqqa campaign (2016–2017), the Rojava–Islamist conflict, and the Syrian civil war",Rudaw Media Network,Rudaw Media Network,https://en.wikipedia.org/wiki/Rudaw_Media_Network,side_a,"De facto SA-NES Flag.svg AANES Flag of Syrian Democratic Forces.svg Syrian Democratic Forces People's Protection Units Flag.svg People's Defense Units YPG International.svg YPG International Flag of Rojava.svg Self Defence Forces (HXP) Flag of the International Freedom Battalion.svg International Freedom BattalionMost leftist foreign volunteers fight as part of the YPG,Harp 2017 though some have also formed an independent unit, the Antifascist International Tabur,Harp 2017 or joined the International Freedom Battalion. The latter is a larger unit, mostly composed of Kurdish and Turkish communists. Flag of YBŞ.svg Sinjar Resistance Units Flag of Sinjar Womens Units.svg Êzîdxan Women's Units Seal of Combined Joint Task Force – Operation Inherent Resolve.svg CJTF–OIR United States France United Kingdom Germany",unknown,,Abu Khattab al-Tunisi | ARA News | The Guardian,"Raqqa, Raqqa Governorate, Syria","30,000–40,000 total 10,000–15,000 in the city (SOHR estimate)","3,000–5,000","690 killed (per SOHR) 655 killed (per SDF) 1,000 killed (per ISIL)","1,400 killed (per SOHR) 1,246+ killed, 715 captured (per SDF) | 1,540 civilians killed (per SOHR) 1,300–1,600 civilians killed by US led airstrikes (per Airwars and Amnesty International) 1,854–1,873 civilians killed (per local monitors) Tens of thousands of civilians displaced 3,200 combats and civilians killed overall",https://en.wikipedia.org/wiki/Battle_of_Raqqa_%282017%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_54234483,Battle of Raqqa (2017),2017,"the American-led intervention in the Syrian civil war, the International military intervention against the Islamic State, the Raqqa campaign (2016–2017), the Rojava–Islamist conflict, and the Syrian civil war",ARA News,ARA News,https://en.wikipedia.org/wiki/ARA_News,side_b,Islamic State,unknown,,Rojda Felat | Adnan Abu Amjad | Rudaw Media Network | Aris Roussinos | Firat News Agency | Nubar Ozanyan,"Raqqa, Raqqa Governorate, Syria","3,000–5,000","30,000–40,000 total 10,000–15,000 in the city (SOHR estimate)","1,400 killed (per SOHR) 1,246+ killed, 715 captured (per SDF)","690 killed (per SOHR) 655 killed (per SDF) 1,000 killed (per ISIL) | 1,540 civilians killed (per SOHR) 1,300–1,600 civilians killed by US led airstrikes (per Airwars and Amnesty International) 1,854–1,873 civilians killed (per local monitors) Tens of thousands of civilians displaced 3,200 combats and civilians killed overall",https://en.wikipedia.org/wiki/Battle_of_Raqqa_%282017%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_53171918,Daraa offensive (February–June 2017),2017,the Daraa Governorate campaign of the Syrian Civil War,Al-Masdar News,Al-Masdar News,https://en.wikipedia.org/wiki/Al-Masdar_News,side_a,Bunyan al-Marsous.png al-Bunyan al-Marsous Operations Room Flag of Hay'at Tahrir al-Sham.svg Hay'at Tahrir al-Sham Flag of Ahrar ash-Sham.svg Ahrar al-Sham Syrian opposition Free Syrian Army Logo of Jaysh al-Islam.jpg Jaysh al-Islam Jabhat Ansar al-Islam Alwiya al-Furqan Islamic State Jamaat Bayt al-Maqdis al-Islamiya,unknown,,Syria Brig. Gen. Issa Abdul Karim Mohammed | Iran Col. Mustafa Zal Nejad,"Daraa, Daraa Governorate, Syria",,,278+ killed (per gov. sources),"~300 killed, 500+ wounded (per the rebels) | 12+ civilians killed",https://en.wikipedia.org/wiki/Daraa_offensive_%28February%E2%80%93June_2017%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_55184859,Deir ez-Zor campaign (2017–2019),2017,"the Deir ez-Zor Governorate campaign, the Rojava–Islamist conflict, and the American-led intervention in the Syrian Civil War",Rudaw Media Network,Rudaw Media Network,https://en.wikipedia.org/wiki/Rudaw_Media_Network,side_b,Islamic State Wilayat al-Sham al-Barakah district Al-Khayr district Al-Furat district,unknown,,Ahmad Abu Khawla | Reuters | Rojda Felat | Haider al-Abadi,Eastern Syria Southern Al-Hasakah Governorate Eastern Deir ez-Zor Governorate,"6,000–10,000","≈17,000","1,345 killed, 4,000 wounded, 64 captured (2017; per the SDF) 298 killed (Jan. 2018; per the SDF) 1,618 killed, 9,250 captured (10 Sep. 2018–23 March 2019; per the SOHR)","162 killed, 416 wounded (2017; per the SDF) 201 killed (2018; per the SDF) 256 killed (2019; per the SDF) 753 killed, 35 captured (10 Sep.–23 March 2019; per the SOHR) | 698 civilians killed (10 Sep.–23 March 2019), 720+ alleged defectors and prisoners executed by ISIL, including Yazidi captives",https://en.wikipedia.org/wiki/Deir_ez-Zor_campaign_%282017%E2%80%932019%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_55184859,Deir ez-Zor campaign (2017–2019),2017,"the Deir ez-Zor Governorate campaign, the Rojava–Islamist conflict, and the American-led intervention in the Syrian Civil War",Kuwait News Agency,Kuwait News Agency,https://en.wikipedia.org/wiki/Kuwait_News_Agency,side_b,Islamic State Wilayat al-Sham al-Barakah district Al-Khayr district Al-Furat district,unknown,,Ahmad Abu Khawla | Reuters | Rojda Felat | Haider al-Abadi,Eastern Syria Southern Al-Hasakah Governorate Eastern Deir ez-Zor Governorate,"6,000–10,000","≈17,000","1,345 killed, 4,000 wounded, 64 captured (2017; per the SDF) 298 killed (Jan. 2018; per the SDF) 1,618 killed, 9,250 captured (10 Sep. 2018–23 March 2019; per the SOHR)","162 killed, 416 wounded (2017; per the SDF) 201 killed (2018; per the SDF) 256 killed (2019; per the SDF) 753 killed, 35 captured (10 Sep.–23 March 2019; per the SOHR) | 698 civilians killed (10 Sep.–23 March 2019), 720+ alleged defectors and prisoners executed by ISIL, including Yazidi captives",https://en.wikipedia.org/wiki/Deir_ez-Zor_campaign_%282017%E2%80%932019%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_53450288,East Aleppo offensive (2017),2017,"the Syrian civil war, the Turkish involvement in the Syrian Civil War, and the Russian military intervention in Syria",Hürriyet Daily News,Hürriyet Daily News,https://en.wikipedia.org/wiki/H%C3%BCrriyet_Daily_News,side_c,Syrian opposition Hawar Kilis Operations Room (26 Feb.–6 Mar.) Syrian opposition Free Syrian Army Flag of the Sham Legion.svg Sham Legion Flag of Ahrar ash-Sham.svg Ahrar al-Sham (26 Feb.–6 Mar.) Turkey (1–6 Mar.),unknown,,Suheil al-Hassan | Adnan Abu Amjad,"East Aleppo Governorate, Syria",Unknown,"Syria 10,000 soldiers (pro-government claim) ---- United States 300+ US soldiers, 50 armoured vehicles | Unknown",Syrian opposition 12–24 killed,"Syria 72+ killed (anti-government claims) 20 captured ---- Flag of Syrian Democratic Forces.svg 31 killed, 8 captured (per SDF) Flag of Syrian Democratic Forces.svg 71 killed (per Turkey) | ISIL 650 killed",https://en.wikipedia.org/wiki/East_Aleppo_offensive_%282017%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_55312998,Euphrates Crossing offensive (2017),2017,the Eastern Syria campaign and the Russian military intervention in the Syrian civil war,Al-Masdar News,Al-Masdar News,https://en.wikipedia.org/wiki/Al-Masdar_News,side_a,Syria Syrian Arab Republic Flag of Russia.svg Russia,unknown,,Islamic State of Iraq,Eastern Syria Eastern Deir ez-Zor Governorate,,,Syria 72 killed (SOHR claim) Russia 7 killed (SOHR claim) (some possibly PMCs),300+ killed (SAA claim; 29 Sep. – 13 Oct.),https://en.wikipedia.org/wiki/Euphrates_Crossing_offensive_%282017%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_53563323,Hama offensive (March–April 2017),2017,the Syrian Civil War and the Russian military intervention in the Syrian Civil War,al-Masdar News,Al-Masdar News,https://en.wikipedia.org/wiki/Al-Masdar_News,side_a,Eastern front: InfoboxHTS.svg Hay'at Tahrir al-Sham Syrian opposition Free Syrian Army Flag of Ajnad al-Sham.png Ajnad al-Sham Flag of the Turkistan Islamic Party in Syria.svg Turkistan Islamic Party in Syria Infobox Ajnad al-Kavkaz flag.png Ajnad al-Kavkaz Flag of Jihad.svg Katibat al Ghuraba al Turkistan ---- Western front: Flag of Ahrar ash-Sham.svg Ahrar al-Sham Syrian opposition Free Syrian Army,unknown,,Suhayl al-Hasan | Qasem Soleimani | Saqib Haider Karbalai,"Northern Hama Governorate, Syria","6,000–10,000+ fighters 600 TFSA fighters","12,000–15,000+ soldiers including Allied militias and support elements Flag of the Syrian Social Nationalist Party.svg SSNP: c. 1,000+","250 killed and 750 wounded (per the rebels) 2,400 killed (per SAA)","259 reported killed, estimates up to 427 58+ foreign fighters killed(8 IRGC, 1 Russian) | Several hundreds killed and captured",https://en.wikipedia.org/wiki/Hama_offensive_%28March%E2%80%93April_2017%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_58580238,Iraqi insurgency (2017–present),2017,the Iraqi conflict and war against the Islamic State,Minister of Interior,Ministry of Interior,https://en.wikipedia.org/wiki/Ministry_of_Interior_%28Iraq%29,side_a,Iraq Iraqi Federal Police Flag.svg Iraqi Federal Police Coat of arms of Iraq.svg Iraqi Armed Forces Special Operations Iraq Flag.svg Special Operations Forces (SOF) PMF infobox.png Popular Mobilization Forces (PMF) Shiite Resistance flag.svg Islamic Resistance in Iraq Flag of Iraqi Sunni Arabs.svg Sunni Tribal Mobilization Kurdistan Region Peshmerga Supported by: Iran Iran Rojava Rojava (cross-border cooperation since May 2018) Seal of Combined Joint Task Force – Operation Inherent Resolve.svg CJTF-OIR United States United Kingdom France,unknown,,Abu Hafs al-Hashimi al-Qurashi | Abu Hudhayfah Al-Ansari | Assi al-Qawali | Abu Bakr al-Baghdadi | killed in Syria | Abu Ibrahim al-Hashimi al-Qurashi | Abu al-Hasan al-Hashimi al-Qurashi | Abu al-Hussein al-Husseini al-Qurashi | Abu Ahmad al-Alwani | Abu Yasser al-Issawi | Abu Fatima al-Jaheishi | Zulfi Hoxha | Bajro Ikanović,"Mountainous regions of Kirkuk, Salahaddin, Diyala, and Nineveh.","Iraq: 530,000 personnel (including paramilitary forces)","Islamic State (ISIS): estimated that around 2,500 ISIS fighters remain active in Syria and Iraq","Iraq 5,624+ killed (Iraqi government claim) United States 12 killed, 2 HH-60 Pave Hawk helicopters crashed United Kingdom 1 killed France 3 killed","ISIS 6,266 killed (Iraqi government claim)",https://en.wikipedia.org/wiki/Iraqi_insurgency_%282017%E2%80%93present%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_58580238,Iraqi insurgency (2017–present),2017,the Iraqi conflict and war against the Islamic State,Minister of Defence,Ministry of Defence,https://en.wikipedia.org/wiki/Ministry_of_Defence_%28Iraq%29,side_a,Iraq Iraqi Federal Police Flag.svg Iraqi Federal Police Coat of arms of Iraq.svg Iraqi Armed Forces Special Operations Iraq Flag.svg Special Operations Forces (SOF) PMF infobox.png Popular Mobilization Forces (PMF) Shiite Resistance flag.svg Islamic Resistance in Iraq Flag of Iraqi Sunni Arabs.svg Sunni Tribal Mobilization Kurdistan Region Peshmerga Supported by: Iran Iran Rojava Rojava (cross-border cooperation since May 2018) Seal of Combined Joint Task Force – Operation Inherent Resolve.svg CJTF-OIR United States United Kingdom France,unknown,,Abu Hafs al-Hashimi al-Qurashi | Abu Hudhayfah Al-Ansari | Assi al-Qawali | Abu Bakr al-Baghdadi | killed in Syria | Abu Ibrahim al-Hashimi al-Qurashi | Abu al-Hasan al-Hashimi al-Qurashi | Abu al-Hussein al-Husseini al-Qurashi | Abu Ahmad al-Alwani | Abu Yasser al-Issawi | Abu Fatima al-Jaheishi | Zulfi Hoxha | Bajro Ikanović,"Mountainous regions of Kirkuk, Salahaddin, Diyala, and Nineveh.","Iraq: 530,000 personnel (including paramilitary forces)","Islamic State (ISIS): estimated that around 2,500 ISIS fighters remain active in Syria and Iraq","Iraq 5,624+ killed (Iraqi government claim) United States 12 killed, 2 HH-60 Pave Hawk helicopters crashed United Kingdom 1 killed France 3 killed","ISIS 6,266 killed (Iraqi government claim)",https://en.wikipedia.org/wiki/Iraqi_insurgency_%282017%E2%80%93present%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_55581205,Northwestern Syria campaign (October 2017 – February 2018),2017,the Syrian Civil War and the inter-rebel conflict during the Syrian Civil War and the Russian military intervention in the Syrian Civil War,Al-Masdar News,Al-Masdar News,https://en.wikipedia.org/wiki/Al-Masdar_News,side_b,Flag_of_the_Syrian_Salvation_Government.svg Syrian Salvation Government Syrian opposition Free Syrian Army Flag of Ahrar ash-Sham.svg Ahrar al-Sham Al-Liwaa.svg Nour al-Din al-Zenki Movement Flag of Jihad.svg Jaysh al-Ahrar Abu Amara Special Task Battalion Flag of the Turkistan Islamic Party in Syria.svg Turkistan Islamic Party in Syria Infobox Ajnad al-Kavkaz flag.png Ajnad al-Kavkaz Flag of Jihad.svg Junud al-Sham Flag of Caucasian Emirate.svg Caucasus Emirate Flag of Jihad.svg Tarkhan's Jamaat Flag of Jihad.svg Katibat al-Ghuraba al-Turkistan,unknown,,Suheil al-Hassan | Al-Masdar News | Mohammad Khaddour,Northwestern Syria Northeastern Hama Governorate Southeastern Idlib Governorate Southwestern Aleppo Governorate,Unknown,"500+ (Oct. 2017) 1,000 (Jan. 2018) 200 (Feb. 2018) | Unknown",InfoboxHTS.svg Syrian opposition 962 killed Turkey 1 killed 6 wounded,"343 killed, 200+ wounded, 410 captured | Syria 453 killed 35 captured Flag of Russia.svg 1 killed",https://en.wikipedia.org/wiki/Northwestern_Syria_campaign_%28October_2017_%E2%80%93_February_2018%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_55581205,Northwestern Syria campaign (October 2017 – February 2018),2017,the Syrian Civil War and the inter-rebel conflict during the Syrian Civil War and the Russian military intervention in the Syrian Civil War,Orient News,Orient News,https://en.wikipedia.org/wiki/Orient_News,side_b,Flag_of_the_Syrian_Salvation_Government.svg Syrian Salvation Government Syrian opposition Free Syrian Army Flag of Ahrar ash-Sham.svg Ahrar al-Sham Al-Liwaa.svg Nour al-Din al-Zenki Movement Flag of Jihad.svg Jaysh al-Ahrar Abu Amara Special Task Battalion Flag of the Turkistan Islamic Party in Syria.svg Turkistan Islamic Party in Syria Infobox Ajnad al-Kavkaz flag.png Ajnad al-Kavkaz Flag of Jihad.svg Junud al-Sham Flag of Caucasian Emirate.svg Caucasus Emirate Flag of Jihad.svg Tarkhan's Jamaat Flag of Jihad.svg Katibat al-Ghuraba al-Turkistan,unknown,,Suheil al-Hassan | Al-Masdar News | Mohammad Khaddour,Northwestern Syria Northeastern Hama Governorate Southeastern Idlib Governorate Southwestern Aleppo Governorate,Unknown,"500+ (Oct. 2017) 1,000 (Jan. 2018) 200 (Feb. 2018) | Unknown",InfoboxHTS.svg Syrian opposition 962 killed Turkey 1 killed 6 wounded,"343 killed, 200+ wounded, 410 captured | Syria 453 killed 35 captured Flag of Russia.svg 1 killed",https://en.wikipedia.org/wiki/Northwestern_Syria_campaign_%28October_2017_%E2%80%93_February_2018%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_55581205,Northwestern Syria campaign (October 2017 – February 2018),2017,the Syrian Civil War and the inter-rebel conflict during the Syrian Civil War and the Russian military intervention in the Syrian Civil War,Al-Masdar News,Al-Masdar News,https://en.wikipedia.org/wiki/Al-Masdar_News,side_c,Syria Syrian Arab Republic (from 22 Oct.) Hezbollah Flag of Russia.svg Russia (from 22 Oct.) Iran 18px Liwa al-Quds,unknown,,Abu Mohammad al-Julani | Salahuddin Shishani | Al-Masdar News | Mustafa Bakour | Orient News,Northwestern Syria Northeastern Hama Governorate Southeastern Idlib Governorate Southwestern Aleppo Governorate,Unknown,"500+ (Oct. 2017) 1,000 (Jan. 2018) 200 (Feb. 2018) | Unknown",Syria 453 killed 35 captured Flag of Russia.svg 1 killed,"343 killed, 200+ wounded, 410 captured | InfoboxHTS.svg Syrian opposition 962 killed Turkey 1 killed 6 wounded",https://en.wikipedia.org/wiki/Northwestern_Syria_campaign_%28October_2017_%E2%80%93_February_2018%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
