battle_id,battle_name,year,war_name,commander_name_raw,commander_name_normalized,commander_wikipedia_url,side,belligerent,battle_result_for_commander,role_in_battle,opposing_commander_names_raw,location_normalized,strength_side_raw,strength_enemy_raw,casualties_side_raw,casualties_enemy_raw,source_url,parse_notes,identity_confidence
battle_4212744,Latvian War of Independence,1918,"Russian Civil War, Polish–Soviet War and Estonian War of Independence",#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_c,1918 – April 1919 Russian SFSR Latvian Socialist Soviet Republic April–July 1919 Russian SFSR Latvian Socialist Soviet Republic July 1919–1920 Russian SFSR Latvian Socialist Soviet Republic,unknown,,Kārlis Ulmanis | Oskars Kalpaks | Jānis Balodis | Dāvids Sīmansons | Jorģis Zemitāns | Roberts Dambītis | Ernst Põdder | Viktor Puskar | Rüdiger von der Goltz | Alfred Fletcher | Josef Bischoff | Pavel Bermondt-Avalov | Walter von Eberhardt,Latvia,"Latvian Socialist Soviet Republic 45,000 soldiers * 600 machine-guns * 98 field-guns * 3 armoured trains * Russian SFSR 5,600 – 6,300 soldiers * 55 machine-guns * 42 guns * 3 armoured trains","Latvia 69,232 soldiers * 54 canons * 271 machine guns * 321 self-propelled guns * (January 1920) * Estonia 6,509 infantry * 65 cavalry * 106 heavy machine guns * 126 light machine guns * 23 artillery pieces * 3 armoured vehicles * 3 armoured trains * (June 1919) * Poland 22,000 soldiers * 25 tanks * (January 1920) * United Kingdom 1 aircraft carrier * 1 monitor * 23 light cruisers * 85 destroyers * 20 submarines * 2 minelayers * 18 minesweepers * 10 coastal motor boats * 4 depot ships | German Empire 45,000 soldiers * 10 armoured vehicles * 3 armoured trains * 18 airplanes * 100 artillery * 469 machine guns * (June 1919)","Russian SFSR 8,000 killed * At least 2,000 captured * 11 executed","Latvia 3,046 killed * 4,085 wounded * Estonia 300 killed * 800 wounded | German Empire 840 killed * 3,000 wounded",https://en.wikipedia.org/wiki/Latvian_War_of_Independence,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_60180328,Petsamo expeditions,1918,Heimosodat and First World War,WIA,Wounded in action,https://en.wikipedia.org/wiki/Wounded_in_action,side_b,United Kingdom Royal Marines United Kingdom Royal Navy 25px Russian SFSR Russia White Movement 23px Red Guards (Finns),unknown,,,Petsamo,500 1 armoured cruiser,150–200,2 killed (Finnish claim) Several wounded (British claim),5 killed (Finnish claim) 10 killed 4 missing (British claim) | 1 civilian killed 1 civilian wounded,https://en.wikipedia.org/wiki/Petsamo_expeditions,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_65236990,Spirit Soldier rebellions (1920–1926),1920,the Warlord Era,†,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_a,"Single Color Flag - FFFF00.svg Spirit Soldiers""Spirit Soldiers"" (Wade–Giles: Shen Ping,Alley 1966 pinyin: ShenbingBianco 2015) has been alternatively translated as ""Joss soldiers"",Statistical Department of the Inspectorate General 1921 ""supernatural soldiers"",Chesneaux 1972 and ""immortal boys"".Alley 1966 They were also known as ""Heavenly Soldiers"" (Wade–Giles: T'ien-ping)Tai 1985 or ""Divine Army"".Ch'en 2018 Allied warlord forces",stalemate,,Wu Peifu | Wang Zhanyuan | Yang Sen | Xiong Kewu,"Hubei and Sichuan, China","100,000+",Tens of thousandsAlley 1966Ch'en 2018,Heavy,Heavy,https://en.wikipedia.org/wiki/Spirit_Soldier_rebellions_%281920%E2%80%931926%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_26424241,Malabar rebellion,1921,"the Khilafat Movement, the Mappila riots, and the Indian independence movement",Governor of Madras,List of colonial governors and presidents of the Madras Presidency,https://en.wikipedia.org/wiki/List_of_colonial_governors_and_presidents_of_the_Madras_Presidency,side_a,British Raj British Raj Madras Presidency Jenmi landlords,unknown,,Ali Musliyar | Variyankunnath Kunjahammad Haji,"Malabar district, British India",,,Official figures: 43 combatants killed 126 wounded,"Official figures: 2,339 rebels killed 1,652 injured 45,404 imprisoned",https://en.wikipedia.org/wiki/Malabar_rebellion,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_39447818,Arab separatism in Khuzestan,1922,Arab separatism in Khuzestan,WIA,Wounded in action,https://en.wikipedia.org/wiki/Wounded_in_action,side_a,Sublime State of Persia (1922–1925) Imperial State of Iran (1925–1979) Flag of Iran (1964).svg Interim Government and Council of the Islamic Revolution (1979–1980) ---- Islamic Republic of Iran (1980−present),unknown,,Khaz'al al-Ka'bi | Habib Chaab,"Khuzestan, Bushehr, Bandar Abbas, Iran",,,115+ killed (1922) 55 killed and multiple wounded (1980-2026).,100+ seperatists. | 180-260 civilians.,https://en.wikipedia.org/wiki/Arab_separatism_in_Khuzestan,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_15214,Irish Civil War,1922,the Irish revolutionary period,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_a,Irish Free State (pro-Treaty forces),unknown,,Frank Aiken | Ernie O'Malley | Éamon de Valera,Irish Free State,"National Army: c. 55,000 soldiers and 3,500 officers by end of the war Air Service: 10 planes CID: 350","c. 15,000",637 Irish National Army killed,426+ killed | Civilians: 336 killed,https://en.wikipedia.org/wiki/Irish_Civil_War,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_15073165,Battle of Dombås,1940,the Norwegian campaign of the Second World War,Herbert Schmidt,List of Knight's Cross of the Iron Cross recipients,https://en.wikipedia.org/wiki/List_of_Knight%27s_Cross_of_the_Iron_Cross_recipients_%28Sa%E2%80%93Schr%29,side_b,Nazi Germany,unknown,,Arne Sunde,"Dombås area in Dovre Municipality, Gudbrandsdal, Norway","Nazi Germany 4 officers and 181 men of the 1st Company, Nazi Germany 1st Regiment of the 7th Flieger Division","–17 April: Norway 2nd Battalion, Infantry Regiment 11 Norway No. 1 Company of Infantry Regiment 5 17–19 April: Norway 1st Battalion, Infantry Regiment 11 Norway No. 1 Company of Infantry Regiment 5 •Machine gun platoon from NoAAS Jagevingen United Kingdom 40 mm anti-aircraft gun 19 April: •Rail-mounted howitzer manned by Royal Marines","During the drop: 15 dead, 20 wounded and 14 injured 7 Junkers Ju 52s shot down, an eighth Ju 52 landed in Sweden and sank through a frozen lake. During the fighting: 6 killed 6 wounded ~150 captured",20 dead 20 wounded | Nazi Germany ~ 150 German soldiers captured Nazi Germany 7 Junkers Ju 52s shot down Nazi Germany 21 killed and 40 wounded / Herbert Schmidt,https://en.wikipedia.org/wiki/Battle_of_Domb%C3%A5s,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_49456091,Battle of Horten Harbour,1940,the Norwegian campaign in World War II,Siegfried Strelow,List of Knight's Cross of the Iron Cross recipients,https://en.wikipedia.org/wiki/List_of_Knight%27s_Cross_of_the_Iron_Cross_recipients_%28Schu%E2%80%93Sz%29,side_b,Nazi Germany,unknown,,Norway J. Smith-Johansen,"Oslofjord, Norway",50+ soldiers 1 light cruiser 2 torpedo boats 2 minesweepers,2 minelayers 1 minesweeper,Unknown human losses 1 minesweeper sunk 1 minesweeper damaged 1 torpedo boat damaged,2 killed 10 wounded 1 minelayer damaged 1 minesweeper heavily damaged | Notes: All Norwegian forces were captured following capitulation.,https://en.wikipedia.org/wiki/Battle_of_Horten_Harbour,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_2025378,Greco-Italian War,1940,the Balkans campaign of World War II,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_b,Allies: * Kingdom of Greece * United Kingdom United Kingdom (air and material support),unknown,,Victor Emmanuel III | Benito Mussolini | Pietro Badoglio | Ugo Cavallero | Sebastiano Prasca | Ubaldo Soddu | Carlo Geloso | Alessandro Pirzio Biroli | Giovanni Messe | Greek invasion of Albania | Shefqet Vërlaci | Aqif Përmeti | Wilhelm List,Greece and Southern Albania,"October: * 4 divisions of 12 regiments * 50,000 troops * 300 aircraft of which 160 operational (fighters) * 940 artillery pieces * 270 anti-aircraft * 459,650 rifles * 17,032 machine guns * 315 mortar artillery * 600 military vehicles * November: * 7 divisions of 21 regiments * December: * 13 divisions of 39 regiments * January: * 13 divisions of 39 regiments","October: * 6 divisions of 12 regiments * 87,000 troops * 463 aircraft * 163 light tanks * 686 artillery pieces * November: * 10 divisions of 20 regiments * December: * 17 divisions of 34 regiments * January: * 25 divisions of 50 regiments * 272,463 troops * 7,563 vehicles * 32,871 animals * April:Sadkovich 1993 * 29 divisions of 58 regiments * 400,000 troops * 9,000 vehicles * 50,000 animalsWhile Greek divisions were larger in terms of men, both Italian and Greek divisions had nine batteries of artillery per division","13,325 killed * 42,485 wounded * 1,237 missing * 1,531 POW * Total combat losses: 58,578 * ? sick * 25,000 frostbite cases * 52–77 aircraft * 1 submarine * General total: 83,578+","13,755 killed * 50,874 wounded * 3,914 missing * 21,153 POW * Total combat losses: 89,696 * 12,368 frostbite cases * 52,108 sick * 64 aircraft (another 24 claimed) * 1 submarine * 30,000 long tons of shipping * General total: 102,064",https://en.wikipedia.org/wiki/Greco-Italian_War,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_1779568,Mediterranean and Middle East theatre of World War II,1940,the Second World War,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_a,United Kingdom (and empire) * Newfoundland * British Raj * Dominion of New Zealand * Malta Malta * Jordan Transjordan * Mandatory Palestine * Jewish Brigade United States (from 1942) French Third Republic (1940),unknown,,Benito Mussolini | Adolf Hitler | Miklós Horthy | Ion Antonescu | Boris III | # | Bogdan Filov | Philippe Petain | Rashid Ali al-Gaylani | Reza Shah Pahlavi | Ante Pavelić | Milan Nedić,"Southern Europe, the Middle East, East Africa, North Africa",,,,,https://en.wikipedia.org/wiki/Mediterranean_and_Middle_East_theatre_of_World_War_II,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_1779568,Mediterranean and Middle East theatre of World War II,1940,the Second World War,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_b,Kingdom of Italy (1940-1943) Nazi Germany Kingdom of Hungary (1920–1946) (from 1940)Participated in the Invasion of Yugoslavia.,unknown,,Winston Churchill | Franklin D. Roosevelt | # | Harry S. Truman | Charles De Gaulle | Joseph Stalin | Dušan Simović | Josip Broz Tito | Emmanouil Tsouderos | Nuri al-Said | Regent Abdullah | Mohammad Reza Pahlavi | Enver Hoxha | Haile Selassie | Getúlio Vargas | Pietro Badoglio | Kimon Georgiev,"Southern Europe, the Middle East, East Africa, North Africa",,,,,https://en.wikipedia.org/wiki/Mediterranean_and_Middle_East_theatre_of_World_War_II,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_63291583,Moldovan resistance during World War II,1941,Resistance during World War II and the Eastern Front of World War II,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_a,Kingdom of Romania Nazi Germany,unknown,,Nikita Salogor | Gherasim Rudi | Ivan Aleshin | Vasily Andreyev,"Bessarabia Governorate, Bukovina Governorate, Transnistria Governorate (present day Moldova and Ukraine)",,,,,https://en.wikipedia.org/wiki/Moldovan_resistance_during_World_War_II,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_44153724,Battle of Sept-Îles,1943,the Battle of the Atlantic of World War II,Franz Kohlauf,List of Knight's Cross of the Iron Cross recipients,https://en.wikipedia.org/wiki/List_of_Knight%27s_Cross_of_the_Iron_Cross_recipients_%28Kn%E2%80%93Kz%29,side_b,Nazi Germany,unknown,,United Kingdom George Voelcker,"off the Sept-Îles, France",6 minesweepers 5 torpedo boats 1 blockade runner,1 light cruiser 6 destroyers,none,506 killed or drowned 1 light cruiser sunk 1 destroyer scuttled,https://en.wikipedia.org/wiki/Battle_of_Sept-%C3%8Eles,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_44067954,Battle of the Bay of Biscay,1943,the Battle of the Atlantic of the Second World War,Franz Kohlauf,List of Knight's Cross of the Iron Cross recipients,https://en.wikipedia.org/wiki/List_of_Knight%27s_Cross_of_the_Iron_Cross_recipients_%28Kn%E2%80%93Kz%29,side_b,Nazi Germany,unknown,,Harold Grant,"Bay of Biscay, Atlantic",5 destroyers 6 torpedo boats 1 aircraft,2 light cruisers,532 killed 1 destroyer sunk 2 torpedo boats sunk 1 torpedo boat damagedO'Hara 2004,2 killed 1 cruiser damaged,https://en.wikipedia.org/wiki/Battle_of_the_Bay_of_Biscay,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_44067954,Battle of the Bay of Biscay,1943,the Battle of the Atlantic of the Second World War,Hans Erdmenger,List of Knight's Cross of the Iron Cross recipients,https://en.wikipedia.org/wiki/List_of_Knight%27s_Cross_of_the_Iron_Cross_recipients_%28E%29,side_b,Nazi Germany,unknown,,Harold Grant,"Bay of Biscay, Atlantic",5 destroyers 6 torpedo boats 1 aircraft,2 light cruisers,532 killed 1 destroyer sunk 2 torpedo boats sunk 1 torpedo boat damagedO'Hara 2004,2 killed 1 cruiser damaged,https://en.wikipedia.org/wiki/Battle_of_the_Bay_of_Biscay,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_189095,Battle of Leyte Gulf,1944,the Philippines campaign (1944–1945) of the Pacific Theater of World War II,WIA,Wounded in action,https://en.wikipedia.org/wiki/Wounded_in_action,side_a,United States * Australia,unknown,,Soemu Toyoda | Takeo Kurita | Shōji Nishimura | Kiyohide Shima | Jisaburō Ozawa,"Leyte Gulf, Philippines","~300 ships in totalMorison 1958 * 8 fleet carriers * 9 light carriers * 18 escort carriers * 12 battleships * 24 cruisers * 116 destroyers and destroyer escorts * Many PT boats, submarines, and fleet auxiliaries * About 1,500 planes",67+ ships in total * 1 fleet carrier * 3 light carriers * 2 hybrid-carriers/battleships * 7 battleships * 13 heavy cruisers * 6 light cruisers * 35+ destroyers * 300+ planes (including land-based aircraft)Thomas 2006,"~3,000 killed; * 11 ships including: * 1 light carrier, * 2 escort carriers, * 2 destroyers, * 1 destroyer escort sunk * 1 PT boat damaged * 255 planes","~12,000 killed; * 26 ships including: * 1 fleet carrier, * 3 light carriers, * 3 battleships, * 6 heavy cruisers, * 4 light cruisers, * 9 destroyers sunk * ~300 planesThomas 2006",https://en.wikipedia.org/wiki/Battle_of_Leyte_Gulf,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_21663233,Battle of Ushant (1944),1944,the Invasion of Normandy,Theodor von Bechtolsheim,List of Knight's Cross of the Iron Cross recipients,https://en.wikipedia.org/wiki/List_of_Knight%27s_Cross_of_the_Iron_Cross_recipients_%28M%29,side_b,Nazi Germany,unknown,,United Kingdom Basil Jones,English Channel,3 destroyers 1 torpedo boat,8 destroyers,39 killed 140 captured 1 destroyer sunk 1 destroyer scuttled,1 destroyer damaged,https://en.wikipedia.org/wiki/Battle_of_Ushant_%281944%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_79532280,Civil conflicts in Vietnam (1945–1949),1945,"French Indochina in World War II, the South-East Asian theatre of World War II, the Pacific Theater of World War II, the aftermath of World War II, the Indochina wars and the Cold War in Asia",#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_a,"Communists: North Vietnam DR Vietnam North Vietnam Việt Minh Flag of the Communist Party of Vietnam.svg Indochinese Communist Party Former flag of Vietnamese Democratic Party.svg Democratic Party of Vietnam Red flag.svg Socialist Party of Vietnam Flag of the Vanguard Youth, Vietnam 1945.svg Vanguard Youth Flag of Vietnam Revolutionary League.svg Pro-Viet Minh VRL Flag of Binh Xuyen Army.svg Pro-Viet-Minh Bình Xuyên (1945–1946) Flag of Buddhism.svg Buddhist Association for National Salvation Roman Catholic Church flag (Vietnam) - Tomislav Todorović (22 November 2015).gif Catholic Association for National Salvation Cờ Tam Thanh Cao Đài.svg Pro-Viet Minh Caodaists Hoa Hao flag.svg Dân xã Hòa Hảo Resistance League Christian Flag.svg Pro-Viet Minh protestants ---- Co-belligerent: France France (1946)",unknown,,Vũ Hồng Khanh | Nguyễn Tường Tam | Nguyễn Tường Long | # | Nguyễn Tôn Hoàn | Trần Văn Tuyên | Khái Hưng | Đỗ Văn Năng | Hà Thúc Ký | Nguyễn Hải Thần | Cường Để | Hồ Văn Ngà | Thaddeus Lê Hữu Từ | Huỳnh Phú Sổ | Lê Quang Vinh | Trần Văn Soái | Phạm Công Tắc | Trần Quang Vinh | Lê Văn Viễn | Lâm Văn Hậu | Tạ Thu Thâu | Phan Văn Hùm | Phan Văn Chánh | Ngô Văn | Nguyễn Văn Thinh | Lê Văn Hoạch | Bảo Đại | Nguyễn Văn Xuân | Trần Văn Hữu | Đinh Xuân Quảng | Lu Han | Georges Thierry d'Argenlieu | Jean Étienne Valluy | Émile Bollaert | Trần Trọng Kim | Ngô Đình Khôi | Phạm Quỳnh | Yuitsu Tsuchihashi | Hisaichi Terauchi,"Vietnam, French Indochina",,,,,https://en.wikipedia.org/wiki/Civil_conflicts_in_Vietnam_%281945%E2%80%931949%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_79532280,Civil conflicts in Vietnam (1945–1949),1945,"French Indochina in World War II, the South-East Asian theatre of World War II, the Pacific Theater of World War II, the aftermath of World War II, the Indochina wars and the Cold War in Asia",#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_b,Nationalists: Flag of VNQDD.svg Nationalist Parties Front (1945–1946) Flag of VNQDD.svg Đại Việt QDĐ Flag of VNQDD.svg Việt Nam QDĐ Cờ Quẻ Càn.svg Union National Front (1947-1949) Hiệu kỳ Thanh Niên Bảo Quốc Đoàn - Đại Việt Quốc Dân Đảng.png National Protective Youth Union (from 1947) Flag of Vietnam Revolutionary League.svg Vietnam Revolutionary League Đại Việt Duy Dân Đảng (1945-1946) Flag of Vietnam National Restoration League.svg Vietnam National Restoration League Hiệu kỳ Việt Nam Quốc gia Độc lập Đảng.png Vietnamese National Independence Party Christian Flag.svg Vietnam Evangelical Church ---- Warlords: 18px|border Vietnam Catholic Federation (from 1947) Hoa Hao flag.svg Hòa Hảo A flag variant of Hoa Hao's Vietnamese Democratic Socialist Party.png Vietnamese Democratic Socialist Party Cờ Tam Thanh Cao Đài.svg Tây Ninh Holy See Cao Dai Army Flag Variant.png Caodaist Army Flag of Binh Xuyen Army.svg Bình Xuyên Flag of Vietnamese Pure Land Buddhist Laity Association.svg Pure Land Buddhist Laity Association ---- Trotskyist: Flag of the Struggle Group.svg Struggle Group Flag of the Struggle Group.svgOctober Group Flag of the Struggle Group.svgHòn Gai-Cẩm Phả Commune ---- Flag of Republic of Cochinchina (variant).svg Autonomous Cochinchina (1946–1948) South Vietnam Provisional Central Government of Vietnam (1948–1949) ---- Allied mission: (1945–1946) Taiwan Republic of ChinaFrance French Union (1948–1949),unknown,,Ho Chi Minh | Trường Chinh | Nguyễn Lương Bằng | Huỳnh Thúc Kháng | # | Phạm Văn Đồng | Trần Văn Giàu | Võ Nguyên Giáp | Chu Văn Tấn | Nguyễn Bình | Dương Văn Dương | Huỳnh Thiện Từ | Trần Văn Đệ | Philippe Leclerc | Jean Sainteny | Jean Crépin | Trần Văn Soái | Trần Trọng Kim | Ngô Đình Khôi | Phạm Quỳnh | Yuitsu Tsuchihashi | Hisaichi Terauchi,"Vietnam, French Indochina",,,,,https://en.wikipedia.org/wiki/Civil_conflicts_in_Vietnam_%281945%E2%80%931949%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_17283304,Hukbalahap rebellion,1946,the Cold War,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_a,Philippines Supported by: United States,unknown,,Luis Taruc | José Lava,"Central Luzon, Philippines","56,000","Hukbalahap flag.svg 12,800 (peak)","1,600 killed (Filipino Army figures)","9,700 killed",https://en.wikipedia.org/wiki/Hukbalahap_rebellion,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_26866133,Reprisal operations,1950,the Palestinian Fedayeen insurgency (during the Arab–Israeli conflict),King of Jordan,List of kings of Jordan,https://en.wikipedia.org/wiki/List_of_kings_of_Jordan,side_b,All-Palestine Palestinian fedayeen Supported by: Egypt Kingdom of Egypt (1950–1953) Egypt (1953–1958) Egypt Egypt (UAR) (1958–1970) Jordan JordanSyria Syria,unknown,,Chaim Weizmann | Yosef Sprinzak | Yitzhak Ben-Zvi | Kadish Luz | Zalman Shazar | David Ben-Gurion | Moshe Sharett | Levi Eshkol,Middle East,,,"2,700–5,000 civilians and soldiers killed by retribution operations (1951–55)",400–967 civilians and soldiers killed during this period by fedayeen attacks (1951–55),https://en.wikipedia.org/wiki/Reprisal_operations,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_26973774,Arab Cold War,1952,the Cold War and Middle Eastern proxy conflicts,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_a,"Flag of Egypt (1922–1953).svgFlag of Egypt (1953–1958).svg Republic of Egypt (1953–1958) *United Arab Republic (1958–1971) *Flag of Egypt (1972–1984).svg Arab Republic of Egypt (1971–1973) *Iraqi Republic (1958–1968)Iraqi Republic (1958–1968) (1958–1968) *Ba'athist Iraq (1968–1979, 1990−1991) *Syrian Republic (1954–1958/1961) *Ba'athist SyriaBa'athist Syria (from 1963) *LibyaLibya Libya (after 1969) *Algeria *Sudan Sudan (1969–1971) *South Yemen *North Yemen (1962–1970, 1974–1978) *Mauritania (until 1984) *Somali Democratic Republic (1969–1977) ---- Palestine Liberation Organization *Palestine Abu Nidal Organization *SADR Polisario Front / Sahrawi Arab Democratic Republic *Flag of the Ba'ath Party.svg Arab Nationalist Movement *Flag of the Ba'ath Party.svg Ba'ath Party (until 1966) *Flag of the Dhofar Liberation Front.svg DLF(1963–1968) *Flag of the Popular Front for the Liberation of the Occupied Arabian Gulf.svg PFLOAG (1968–1974) *Flag of the Ba'ath Party.svg NDFLOAG (1969–1971) *Flag of the Popular Front for the Liberation of Oman.svg PFLO (1974–1976) *Hezbollah (from 1985) ---- Egypt Federation of Arab Republics Drapeau_de_la_République_Arabe_Islamique_(Union_tuniso-libyenne).svg Arab Islamic Republic ---- United Arab Republic United Arab States (1958–1961) United Arab Republic Kingdom of Yemen Supported by:*Soviet Union (until 1989) *People's Republic of China (until 1972) *Democratic Republic of Afghanistan (from 1978) *People's Republic of Bulgaria (until 1989) *Cuba (since 1959) *Czechoslovak Socialist Republic (until 1989) *DergPeople's Democratic Republic of Ethiopia (from 1974) *East Germany *Hungarian People's Republic (until 1989) *India (limited) *Iran (from 1979; limited) *North Korea *Polish People's Republic (until 1989) *Socialist Republic of Romania (until 1989; limited) *Yugoslavia (limited)",unknown,,King Faisal | King Khalid | # | King Fahd | King Hussein | Khaled Yashruti | Emir Jaber | Sultan Qaboos | King Hassan II | Emir Isa bin Salman | Emir Khalifa bin Hamad | King Farouk | Hosni Mubarak | King Faisal II | Saddam Hussein | King Idris | Ali Abdullah Saleh | Siad Barre,Arab world,,,,,https://en.wikipedia.org/wiki/Arab_Cold_War,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_26973774,Arab Cold War,1952,the Cold War and Middle Eastern proxy conflicts,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_b,"Saudi Arabia *Kingdom of Iraq (until 1958) *Ba'athist Iraq (1979–1990) *Jordan *Morocco *Kingdom of Egypt (until 1953) *Flag of Egypt (1972–1984).svgFlag of Egypt.svg Arab Republic of Egypt (since 1974) *Syrian Republic (before 1954, 1961–1963) *Palestine Right Wing of Fatah *Kingdom of Libya (until 1969) *South Arabia Federation of the Emirates of South Arabia / Federation of South Arabia (until 1967) *United Kingdom Protectorate of South Arabia (until 1967) *Kingdom of Yemen (until 1970) *North Yemen (1970–1974, since 1978) *Muscat and Oman (until 1970) *Flag of The Imamate of Oman.svgFlag of the Imamate of Oman (1954–1959).svg Imamate of Oman (until 1959) *Oman (since 1970) *Sultanate of ZanzibarSultanate of Zanzibar (until 1964) *Bahrain *Kuwait *Qatar *Somali Democratic Republic (since 1977) *Chad *Senegal *Comoros *Djibouti *Flag of Sudan (1956–1970).svgFlag of Sudan.svg Sudan (before 1969, since 1985) *Trucial States (until 1971) *United Arab Emirates (from 1971) *Flag of the Muslim Brotherhood.svg Muslim Brotherhood ---- Arab Federation (1958) Kingdom of Iraq Jordan ---- Supported by:*United States *United Kingdom *France *Republic of China *People's Republic of China (from 1972; limited) *Flag of the Afghan interim government-in-exile (1988–1992).svg Afghan mujahideen (from 1979) *Canada *Ethiopian Empire (until 1974) *West Germany *Pahlavi Iran (until 1979) *Israel (limited) *Italy *Japan *South Korea *Pakistan *Turkey *Flag of CENTO.svg CENTO (until 1979)",unknown,,Mohamed Naguib | # | Gamal Abdel Nasser | Abd al-Karim Qasim | Ahmed Hassan al-Bakr | Muammar Gaddafi | Yasser Arafat | Hafez al-Assad | Houari Boumédiène | Siad Barre | Qahtan Muhammad al-Shaabi | Abdul Fattah Ismail | Salim Rubaya Ali | Ali Nasir Muhammad | Ali Salem al-Beidh,Arab world,,,,,https://en.wikipedia.org/wiki/Arab_Cold_War,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_63629935,Insurgency in Arunachal Pradesh,1954,Insurgency in Northeast India,Ministry of External Affairs,Ministry of External Affairs,https://en.wikipedia.org/wiki/Ministry_of_External_Affairs_%28India%29,side_a,India 22px|Flag of Assam Rifles Assam Rifles Arunachal Pradesh Police Flag of the Indian Armed Forces.svg Indian Armed Forces Minister of Home Affairs CRPF Ministry of External Affairs ---- Supported by: Myanmar Bhutan,unknown,,Gangte Tugung,Arunachal Pradesh,,,2000–2024: 38 killed,2000–2024: 175 killed 212 Surrendered 741 Arrested | 2000–2024: 31 civilians killed,https://en.wikipedia.org/wiki/Insurgency_in_Arunachal_Pradesh,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_1486011,Insurgency in Northeast India,1954,Insurgency in Northeast India,Ministry of External Affairs,Ministry of External Affairs,https://en.wikipedia.org/wiki/Ministry_of_External_Affairs_%28India%29,side_a,India Flag of the Indian Armed Forces.svg Indian Armed Forces Flag of Central Reserve Police Forces.png Central Reserve Police Force BSF Flag.svg Border Security Force SULFA Supported by: Bhutan (from 2003) Bangladesh (1971–2025) Myanmar (from 2018),unknown,,G. Bidai | Arabinda Rajkhowa | Paresh Baruah | Anthony Doke | Anup Chetia | Arambam Somorendra | Angami Zapu Phizo | Laldenga | I. K. Songbijit | Biswamohan Debbarma | Prem Brahma | Ranjit Debbarma | Asim Umar,"Northeast India (Arunachal Pradesh, Assam, Manipur, Nagaland, Tripura, Meghalaya and Mizoram), Bhutan, and Myanmar","India 200,000 in Nagaland (1995) Bangladesh 70,000 (1992) Bhutan 8,634 (2008) Myanmar Unknown",Unknown,"2000–2026: 1,179 killed","2000–2026: 6,166 killed 22,535 surrendered 25,262 captured | 2000–2026: 4,407 civilians killed",https://en.wikipedia.org/wiki/Insurgency_in_Northeast_India,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
