analytic_commander_id,commander_name,total_score,score_from_overall_command,score_from_principal_field_command,score_from_subordinate_command,score_from_coalition_command,score_from_siege_engineering,score_from_naval_command,score_from_staff_or_planning,score_from_nominal_or_political,score_from_unclear_role,score_from_wing_or_corps_command,share_unclear_role,share_nominal_or_political,share_direct_field_command,role_weighted_total,role_unweighted_total,mean_role_confidence,dominant_role_class,role_adjustment_factor
acmd_2daa491a373b,Aminata Touré,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1.0,0.0,0.0,0.048,0.12,0.35,unclear_role,0.4
acmd_2daa753a9baa,Hafiz Saeed,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_2dadcf480293,Bushrod Johnson,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2dafbaebc8c6,Ferdinand von Schill,0.7156856,0.0,0.7156856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6083327599999999,0.7156856,0.65,principal_field_commander,0.8499999999999999
acmd_2db5ed1de8ac,Paunina,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2db8cd52a6b1,Fabián Alarcón,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_2dba2051822c,Hans Georg Krog,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_2dbb258b3a22,Osman Gradaščević,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2dbc31f1bb20,Australia Troy Simmonds,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_2dbc917f7f38,Count Richard D'Alton,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2dbcebc5a245,Iso Jun,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_2dc235ef43dd,United Kingdom Sir Charles MacCarthy,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_2dc291564f7a,Peter II of Aragon,1.07376,0.0,1.07376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9126960000000002,1.07376,0.51,principal_field_commander,0.8500000000000001
acmd_2dc4e3f481ac,Pyar Jung Thapa,0.5656856,0.0,0.5656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48083275999999997,0.5656856,0.475,principal_field_commander,0.85
acmd_2dc5ccf307b1,Judicael Berengar,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2dc7a51dbc72,Prince Kitashirakawa Yoshihisa,2.4000000000000004,0.0,2.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.04,2.4000000000000004,0.65,principal_field_commander,0.8499999999999999
acmd_2dc814ebccd6,Alejandro Serrano,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_2dc8c86efb40,Molla Abdulkahhar,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.575,principal_field_commander,0.8500000000000001
acmd_2dc993f04caf,Uhtred of Bamburgh,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.36,1.6,0.65,principal_field_commander,0.85
acmd_2dce893d7fcc,Lalburha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,unclear_role,0.4
acmd_2dcf0cea7bf7,Gaius Caninius Rebilus,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2dcfe28420b4,Sultan Baysonqor Mirza,1.3656856,0.0,1.3656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.16083276,1.3656856,0.65,principal_field_commander,0.85
acmd_2dcfecdcb74e,Charles Germain,0.40143148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07483308000000001,0.3265984,0.18641557458323899,0.0,0.813584425416761,0.20956235200000004,0.40143148,0.4000000000000001,wing_or_corps_commander,0.5220376638125143
acmd_2dd2a915d7f5,Eduard von Pestel,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_2dd72a98e270,Lucius Postumius Albinus,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_2ddae9df42b6,Fernando Díaz,0.3577712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3577712,0.0,0.0,1.0,0.19677416000000003,0.3577712,0.55,wing_or_corps_commander,0.55
acmd_2ddee5fc8c75,Tithraustes,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.475,principal_field_commander,0.8500000000000001
acmd_2ddf87f52268,Louis-Alexandre Berthier,1.4632548800000003,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.06791008,1.0953448000000001,0.04641028772786323,0.0,0.9535897122721367,0.8846036720000001,1.46325488,0.51875,wing_or_corps_commander,0.6045451712418004
acmd_2de27ca12eba,Borisav Jović,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,unclear_role,0.4
acmd_2de3ce089d79,Stephen H. Greene,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_2de4538a0357,Tengku Besar Tuan Ahmad,0.19798996000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19798996000000002,0.0,1.0,0.0,0.0,0.07919598400000001,0.19798996000000002,0.3,unclear_role,0.4
acmd_2de5635dfd3a,José Millán-Astray,0.077658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077658,0.0,1.0,0.0,0.0,0.031063200000000003,0.077658,0.3,unclear_role,0.4
acmd_2de5e52ed939,Antonio León,0.5143800000000001,0.0,0.46188000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,0.10206462148606087,0.0,0.8979353785139391,0.4135980000000001,0.5143800000000001,0.475,principal_field_commander,0.8040709203312727
acmd_2de6ec8f72ef,Fyodor Bursak,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_2de7e21acca1,Güven Erkaya,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_2debd7e35c0f,Robert Ibbetson,0.27999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27999999999999997,0.0,1.0,0.0,0.0,0.11199999999999999,0.27999999999999997,0.3,unclear_role,0.4
acmd_2decb65ed09b,Philip IV of Spain,0.16532624499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16532624499999998,0.0,1.0,0.0,0.0,0.06613049800000001,0.16532624499999998,0.3,unclear_role,0.4000000000000001
acmd_2dee5241716c,Simko Shikak,1.9838712,0.0,1.9313712,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,0.02646341153599084,0.0,0.9735365884640091,1.66266552,1.9838712,0.5499999999999999,principal_field_commander,0.8380914648088041
acmd_2df01eec8105,Nikolai Pukhov,0.48333312000000006,0.12,0.15,0.0,0.21333312000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.558620936218896,0.396833184,0.48333312000000006,0.5499999999999999,coalition_commander,0.8210345361807607
acmd_2df29acc6e7b,Claude-Sébastien de Villieu,0.5656856,0.0,0.5656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48083275999999997,0.5656856,0.475,principal_field_commander,0.85
acmd_2df40500323b,Keme Brema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,unclear_role,0.4
acmd_2df53f703628,Aze,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2df85d92a213,Mayo Sibrián,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_2df996cf13fc,Félix Fuchs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,coalition_commander,0.4
acmd_2dfb91ba32f3,Konstantin Tserpitsky,0.3577712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3577712,0.0,0.0,1.0,0.19677416000000003,0.3577712,0.55,wing_or_corps_commander,0.55
acmd_2dfc7def6e0e,Malik Ambar,0.5656856,0.0,0.5656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48083275999999997,0.5656856,0.65,principal_field_commander,0.85
acmd_2dfce9a05d06,George of Hesse-Darmstadt,2.3089368,0.0,2.3089368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.96259628,2.3089368,0.65,principal_field_commander,0.85
acmd_2dfddf9d5954,Mohammed Akkad,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2dff8132df8f,Joseph Kabui,0.008749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008749999999999999,0.0,1.0,0.0,0.0,0.0034999999999999996,0.008749999999999999,0.3,unclear_role,0.4
acmd_2e015026b352,Muhammad al-Nasir,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_2e041a8cf350,Jeremiah V. Cockrell,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2e05ed3e5145,Musaad al-Sayadi,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2e07867d7743,Basarab II of Wallachia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,unclear_role,0.4
acmd_2e104f671d6f,Amrut Rao,0.5656856,0.0,0.5656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48083275999999997,0.5656856,0.65,principal_field_commander,0.85
acmd_2e118793f1fc,Liu Chun-Ching,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2e12724aa513,Adam Bajalics von Bajahaza,0.5656856,0.0,0.5656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48083275999999997,0.5656856,0.65,principal_field_commander,0.85
acmd_2e13fa7cc7aa,Abid Mumtaz,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2e15c358f232,Yahya Ould Hademine,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1.0,0.0,0.0,0.096,0.24,0.35,unclear_role,0.4
acmd_2e18294df3e2,Étienne Tardif de Pommeroux de Bordesoulle,0.2828424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2828424,0.0,0.0,1.0,0.15556332,0.2828424,0.55,wing_or_corps_commander,0.55
acmd_2e18d61ff05e,James Holborne of Menstrie,0.9500000000000001,0.0,0.9500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8075000000000001,0.9500000000000001,0.65,principal_field_commander,0.8500000000000001
acmd_2e1b3755ffdf,James H. Ledlie,0.5656856,0.0,0.5656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48083275999999997,0.5656856,0.65,principal_field_commander,0.85
acmd_2e20f55d055a,Sadamichi Kajioka,0.3577712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3577712,0.0,0.0,1.0,0.19677416000000003,0.3577712,0.55,wing_or_corps_commander,0.55
acmd_2e24c6591ae6,Mitsos Stamkos,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2e24d776bd8d,Profuturus,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2e255e4d346c,Fatagar,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2e258e15daed,William H. Sullivan,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.255,0.3,0.65,principal_field_commander,0.8500000000000001
acmd_2e27ac9006f8,Muhammad Mahfuzur Rahman,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,1.0,0.0,0.0,0.042,0.105,0.3,unclear_role,0.4
acmd_2e289a19eca4,House of Zborowski,0.19798996000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19798996000000002,0.0,1.0,0.0,0.0,0.07919598400000001,0.19798996000000002,0.3,unclear_role,0.4
acmd_2e2a50497c0b,María Corina Machado,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1.0,0.0,0.0,0.048,0.12,0.35,unclear_role,0.4
acmd_2e2afa43804a,Abu Hasan al-Homsi,0.5656856,0.0,0.5656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48083275999999997,0.5656856,0.65,principal_field_commander,0.85
acmd_2e30a22823c1,Abdolmalek Rigi,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,1.0,0.0,0.0,0.042,0.105,0.3,unclear_role,0.4
acmd_2e30c2ef3ef6,"Branimir, Duke of Croatia",0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2e31137e0a7b,Ben Khami,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_2e3127800049,Pierre Guiyesse,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_2e32529bf892,Lambert Iheanacho,0.6223712000000001,0.0,0.0,0.0,0.6223712000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4356598400000001,0.6223712000000001,0.5,coalition_commander,0.7
acmd_2e3462bcd4de,François Vincent Henri Antoine de Stuers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,unclear_role,0.4
acmd_2e353ad85ff2,Raden Wijaya,0.19798996000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19798996000000002,0.0,1.0,0.0,0.0,0.07919598400000001,0.19798996000000002,0.45,unclear_role,0.4
acmd_2e35769cac70,Kurtoğlu Muslihiddin Reis,0.1443375,0.0,0.1443375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.122686875,0.1443375,0.65,principal_field_commander,0.85
acmd_2e3a0a2349b5,George W. Taylor,0.45254848000000003,0.45254848000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45254848000000003,0.45254848000000003,0.5,overall_commander,1.0
acmd_2e3a6bf90af9,Viktor Dousmanis,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_2e3b98635c36,Sharif Hassan Giumale,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2e3bed73d528,Vlado Bučkovski,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2e3d3fe30a99,Bernardo da Silveira,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_2e3fcd9f0e7b,Khanderao Dabhade,0.6118800000000001,0.0,0.6118800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5200980000000001,0.6118800000000001,0.65,principal_field_commander,0.85
acmd_2e408419e089,Stefan Löfven,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1.0,0.0,0.0,0.096,0.24,0.3333333333333333,unclear_role,0.4
acmd_2e4484bd25d6,Viscount Gough,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_2e46505bdf78,Édouard Jean Baptiste Milhaud,1.4244376,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6244376,0.0,0.0,1.0,1.0234406800000002,1.4244376,0.5833333333333334,principal_field_commander,0.7184875490509378
acmd_2e48c237b2f4,Nevzat Bekaroğlu,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_2e4912ba6f79,Rohan Daluwatte,1.1775656,0.0,1.1775656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0009307600000001,1.1775656,0.65,principal_field_commander,0.8500000000000001
acmd_2e4c0da63228,Joachim Denisko,0.19798996000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19798996000000002,0.0,1.0,0.0,0.0,0.07919598400000001,0.19798996000000002,0.45,unclear_role,0.4
acmd_2e4c289c8f26,Abdullah I of Jordan,1.1161755599999998,0.0,0.8656855999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.25048996,0.0,0.22441806555950755,0.0,0.7755819344404925,0.8360287439999999,1.11617556,0.43125,principal_field_commander,0.7490118704982215
acmd_2e4ce7564521,Limberakis Gerakaris,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_2e4f065ddc87,José Antonio Andrade,0.0408248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0408248,0.0,0.0,1.0,0.022453640000000004,0.0408248,0.55,wing_or_corps_commander,0.55
acmd_2e4f1e81be47,Liu Renshan,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_2e512fde372c,Philip of Nassau,0.5656856,0.0,0.5656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48083275999999997,0.5656856,0.575,principal_field_commander,0.85
acmd_2e514b2ff122,Juan de Haro y Sanvitores,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_2e5375f5ab16,Scarface Charley,1.3046936000000002,0.0,1.1430356000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.161658,0.0,0.1239049536228276,0.0,0.8760950463771724,1.0362434600000001,1.3046936,0.5333333333333333,principal_field_commander,0.7942427708697276
acmd_2e57b70d09c9,Joel Palmer,0.13999999999999999,0.0,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09799999999999999,0.13999999999999999,0.45,coalition_commander,0.7
acmd_2e5ad07cd4d7,Janusz Zbaraski,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_2e5d40abfa70,Vasily Borisovich Sheremetev,1.9000000000000001,0.0,1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6150000000000002,1.9000000000000001,0.5666666666666668,principal_field_commander,0.8500000000000001
acmd_2e61a1b5ced2,Stanisław Leszczyński,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,unclear_role,0.4
acmd_2e62d9c2148e,Francisco Taboada y Gil,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_2e6440589227,Ibrahim of Ghazna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,unclear_role,0.4
acmd_2e65b68c8790,David Ropes,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_2e680a46df38,William des Roches,0.5656856,0.0,0.5656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48083275999999997,0.5656856,0.65,principal_field_commander,0.85
acmd_2e685d4eae40,Ivan Vladislav of Bulgaria,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.36,1.6,0.475,principal_field_commander,0.85
acmd_2e6bf57aa349,Mikhail Gorbachev,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.255,0.3,0.475,principal_field_commander,0.8500000000000001
acmd_2e7439707160,Armand Huyghé,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,unclear_role,0.4
acmd_2e74a7ab28a8,Ahmadi ibn Sulayman,0.161658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161658,0.0,1.0,0.0,0.0,0.0646632,0.161658,0.45,unclear_role,0.4
acmd_2e78edf4452a,Qvarqvare II Jaqeli,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.475,principal_field_commander,0.8500000000000001
acmd_2e8032215956,Alexander McKee,0.46188000000000007,0.0,0.46188000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39259800000000006,0.46188000000000007,0.575,principal_field_commander,0.85
acmd_2e81cce9c0b3,Lord of Giri,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_2e820d88f990,Bir Bikrom,0.46188000000000007,0.0,0.46188000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39259800000000006,0.46188000000000007,0.65,principal_field_commander,0.85
acmd_2e827eec24a3,Mohamed Abderrahmane Ould Meydou,0.6118800000000001,0.0,0.6118800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5200980000000001,0.6118800000000001,0.5333333333333333,principal_field_commander,0.85
acmd_2e849526265e,Bolesław V the Chaste,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_2e8aa1ce0e70,Ras,1.1775656,0.0,1.1775656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0009307600000001,1.1775656,0.65,principal_field_commander,0.8500000000000001
acmd_2e8c75ed9c25,Mikhail Sharokhin,1.169504,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.36950400000000005,0.0,0.315949325526035,0.0,0.6840506744739651,0.8278016000000001,1.169504,0.5,principal_field_commander,0.7078228035132843
acmd_2e8cb1271195,Fayzulla Xoʻjayev,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3833333333333333,unclear_role,0.4
acmd_2e8d42123dd3,Osvaldo Villalba,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_2e8ebdaea07b,Antonio Cárdenas Rodríguez,0.3577712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3577712,0.0,0.0,1.0,0.19677416000000003,0.3577712,0.55,wing_or_corps_commander,0.55
acmd_2e93912beb63,Robert de Ferrers,0.46188000000000007,0.0,0.46188000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39259800000000006,0.46188000000000007,0.65,principal_field_commander,0.85
