model_name,era_bucket,rank_in_era,global_rank,display_name,score_normalized,page_type_profile_class
baseline_conservative,revolutionary_napoleonic,126,663,Barthélemy Louis Joseph Schérer,21.783727399165507,battle_dominant
baseline_conservative,revolutionary_napoleonic,127,665,Nikolay Raevsky,21.568150208623088,battle_dominant
baseline_conservative,revolutionary_napoleonic,128,668,Anton Lipthay de Kisfalud,21.150904033379696,battle_dominant
baseline_conservative,revolutionary_napoleonic,129,671,Jacques-François Menou,20.636300417246176,battle_dominant
baseline_conservative,revolutionary_napoleonic,130,672,"Friedrich Ludwig, Prince of Hohenlohe-Ingelfingen",20.566759388038943,battle_dominant
baseline_conservative,revolutionary_napoleonic,131,674,Johann von Thielmann,20.316411682892905,battle_dominant
baseline_conservative,revolutionary_napoleonic,132,686,Gregorio García de la Cuesta,18.470097357440892,battle_dominant
baseline_conservative,revolutionary_napoleonic,133,714,Franjo Jelačić,9.822670375521557,battle_dominant
baseline_conservative,early_modern,1,4,Takeda Shingen,97.11404728789985,battle_dominant
baseline_conservative,early_modern,2,6,"Alexander Farnese, Duke of Parma",96.60639777468707,battle_dominant
baseline_conservative,early_modern,3,8,"Sébastien Le Prestre, Marquis of Vauban",96.1578581363004,battle_dominant
baseline_conservative,early_modern,4,9,"Maurice, Prince of Orange",95.05563282336578,battle_dominant
baseline_conservative,early_modern,5,11,Francis Vere,94.31849791376912,battle_dominant
baseline_conservative,early_modern,6,17,Maurice de Saxe,92.12100139082058,battle_dominant
baseline_conservative,early_modern,7,18,Suleiman the Magnificent,92.02712100139082,battle_dominant
baseline_conservative,early_modern,8,19,"Henri de La Tour d'Auvergne, Viscount of Turenne",91.86022253129347,battle_dominant
baseline_conservative,early_modern,9,22,Charles XII of Sweden,90.36856745479832,battle_dominant
baseline_conservative,early_modern,10,25,Louis XIV,89.44019471488178,battle_dominant
baseline_conservative,early_modern,11,28,Stanisław Żółkiewski,88.8212795549374,battle_dominant
baseline_conservative,early_modern,12,30,Konishi Yukinaga,86.26216968011126,battle_dominant
baseline_conservative,early_modern,13,34,Lennart Torstensson,85.57371349095966,battle_dominant
baseline_conservative,early_modern,14,36,John III Sobieski,85.36509040333796,battle_dominant
baseline_conservative,early_modern,15,37,"François-Henri de Montmorency, duc de Luxembourg",85.32336578581362,battle_dominant
baseline_conservative,early_modern,16,43,Jan Karol Chodkiewicz,84.00904033379693,battle_dominant
baseline_conservative,early_modern,17,46,Jassa Singh Ahluwalia,82.52781641168289,battle_dominant
baseline_conservative,early_modern,18,49,Maeda Toshiie,82.4443671766342,battle_dominant
baseline_conservative,early_modern,19,51,Nader Shah,81.70027816411681,battle_dominant
baseline_conservative,early_modern,20,54,Katō Kiyomasa,81.1230876216968,battle_dominant
baseline_conservative,early_modern,21,56,Frederick the Great,81.06397774687065,battle_dominant
baseline_conservative,early_modern,22,58,Robert Clive,80.93880389429764,battle_dominant
baseline_conservative,early_modern,23,61,Cardinal-Infante Ferdinand of Austria,80.53546592489569,battle_dominant
baseline_conservative,early_modern,24,69,Charles X Gustav,79.73226703755215,battle_dominant
baseline_conservative,early_modern,25,70,Jeremi Wiśniowiecki,79.61404728789987,battle_dominant
baseline_conservative,early_modern,26,74,Jerzy Sebastian Lubomirski,79.41585535465924,battle_dominant
baseline_conservative,early_modern,27,78,Tokugawa Ieyasu,78.71696801112655,battle_dominant
baseline_conservative,early_modern,28,79,Stanisław Koniecpolski,78.65090403337969,battle_dominant
baseline_conservative,early_modern,29,82,Aurangzeb,78.2162726008345,battle_dominant
baseline_conservative,early_modern,30,83,Babur,77.56606397774688,battle_dominant
baseline_conservative,early_modern,31,89,Charat Singh,76.31084840055634,battle_dominant
baseline_conservative,early_modern,32,91,"Louis Joseph, Duke of Vendôme",75.51460361613351,battle_dominant
baseline_conservative,early_modern,33,94,Michiel de Ruyter,74.84005563282335,battle_dominant
baseline_conservative,early_modern,34,98,Alasdair Mac Colla,74.13769123783031,battle_dominant
baseline_conservative,early_modern,35,100,Mikołaj Potocki,74.13769123783031,battle_dominant
baseline_conservative,early_modern,36,101,Date Masamune,73.84561891515995,battle_dominant
baseline_conservative,early_modern,37,102,Oliver Cromwell,73.83866481223922,battle_dominant
baseline_conservative,early_modern,38,103,Honda Tadakatsu,73.76216968011127,battle_dominant
baseline_conservative,early_modern,39,107,Banastre Tarleton,73.29972183588316,battle_dominant
baseline_conservative,early_modern,40,109,Shimazu Yoshihiro,73.13282336578581,battle_dominant
baseline_conservative,early_modern,41,110,Ambrogio Spinola,72.87552155771905,battle_dominant
baseline_conservative,early_modern,42,113,Gustavus Adolphus,72.4547983310153,battle_dominant
baseline_conservative,early_modern,43,115,Jan Zamoyski,72.26008344923505,battle_dominant
baseline_conservative,early_modern,44,120,"Frederick Henry, Prince of Orange",72.19749652294853,battle_dominant
baseline_conservative,early_modern,45,124,John Norris,71.20653685674547,battle_dominant
baseline_conservative,early_modern,46,125,Sayenqueraghta,71.02225312934631,battle_dominant
baseline_conservative,early_modern,47,129,Ishikawa Kazumasa,70.17385257301808,battle_dominant
baseline_conservative,early_modern,48,131,Bairam Khan,70.00695410292073,battle_dominant
baseline_conservative,early_modern,49,132,Ulrich Friedrich Woldemar von Löwendal,69.96870653685673,battle_dominant
baseline_conservative,early_modern,50,133,Oda Nobunaga,69.80180806675939,battle_dominant
baseline_conservative,early_modern,51,135,Carl Gustav Rehnskiöld,69.56884561891516,battle_dominant
baseline_conservative,early_modern,52,136,"Louis, Grand Condé",69.54450625869262,battle_dominant
baseline_conservative,early_modern,53,139,Ernst Gideon von Laudon,69.42280945757997,battle_dominant
baseline_conservative,early_modern,54,140,Itagaki Nobukata,69.31849791376912,battle_dominant
baseline_conservative,early_modern,55,141,Carlos Coloma,69.21766342141864,battle_dominant
baseline_conservative,early_modern,56,153,Kuroda Yoshitaka,69.15159944367177,battle_dominant
baseline_conservative,early_modern,57,155,"Nizam-ul-Mulk, Asaf Jah I",69.1029207232267,battle_dominant
baseline_conservative,early_modern,58,157,Sakai Tadatsugu,68.8490959666203,battle_dominant
baseline_conservative,early_modern,59,163,Rama Raya,68.17454798331015,battle_dominant
baseline_conservative,early_modern,60,166,Abbas the Great,67.64951321279555,battle_dominant
baseline_conservative,early_modern,61,169,Francisco Pizarro,67.13143254520166,battle_dominant
baseline_conservative,early_modern,62,170,Carl Gustaf Wrangel,67.0027816411683,battle_dominant
baseline_conservative,early_modern,63,172,Takeda Katsuyori,66.79763560500696,battle_dominant
baseline_conservative,early_modern,64,176,Niels Juel,66.29694019471489,battle_dominant
baseline_conservative,early_modern,65,184,Cornelis Tromp,65.39638386648123,battle_dominant
baseline_conservative,early_modern,66,193,Toyotomi Hideyoshi,64.46801112656468,battle_dominant
baseline_conservative,early_modern,67,195,"Louis William, Margrave of Baden-Baden",64.03685674547984,battle_dominant
baseline_conservative,early_modern,68,199,Jean-Louis Raduit de Souches,63.46662030598053,battle_dominant
baseline_conservative,early_modern,69,200,Johan Banér,63.46662030598053,battle_dominant
baseline_conservative,early_modern,70,211,Murari Rao,62.176634214186365,battle_dominant
baseline_conservative,early_modern,71,213,Stefan Czarniecki,62.01321279554937,battle_dominant
baseline_conservative,early_modern,72,214,Philips van Almonde,61.79068150208622,battle_dominant
baseline_conservative,early_modern,73,216,Ikeda Tsuneoki,61.578581363004176,battle_dominant
baseline_conservative,early_modern,74,217,Burkhard Christoph von Münnich,61.39082058414465,battle_dominant
baseline_conservative,early_modern,75,218,Ismail I,61.37343532684284,battle_dominant
baseline_conservative,early_modern,76,219,Dragut,61.37343532684283,battle_dominant
baseline_conservative,early_modern,77,220,Jai Singh Kanhaiya,61.112656467315716,battle_dominant
baseline_conservative,early_modern,78,227,Prince Eugene of Savoy,60.63630041724617,battle_dominant
baseline_conservative,early_modern,79,228,Uesugi Kagekatsu,60.42420027816412,battle_dominant
baseline_conservative,early_modern,80,229,"Henry de Nassau, Lord Overkirk",60.34075104311543,battle_dominant
baseline_conservative,early_modern,81,230,Peter the Great,60.25730180806676,battle_dominant
baseline_conservative,early_modern,82,231,"Johann Tserclaes, Count of Tilly",60.19819193324061,battle_dominant
baseline_conservative,early_modern,83,233,Sō Yoshitoshi,60.121696801112655,battle_dominant
baseline_conservative,early_modern,84,239,"François, Duke of Guise",59.986091794158554,battle_dominant
baseline_conservative,early_modern,85,245,Mizuno Katsushige,59.986091794158554,battle_dominant
baseline_conservative,early_modern,86,253,Gustav Horn,59.69054242002782,battle_dominant
baseline_conservative,early_modern,87,254,Tōdō Takatora,59.66272600834492,battle_dominant
baseline_conservative,early_modern,88,256,Boris Sheremetev,59.401947148817804,battle_dominant
baseline_conservative,early_modern,89,258,Louis-François de Boufflers,59.37760778859527,battle_dominant
baseline_conservative,early_modern,90,262,Sakakibara Yasumasa,59.12030598052851,battle_dominant
baseline_conservative,early_modern,91,264,Alexander Danilovich Menshikov,58.82475660639777,battle_dominant
baseline_conservative,early_modern,92,266,François de Créquy,58.776077885952716,battle_dominant
baseline_conservative,early_modern,93,270,Köprülüzade Fazıl Ahmed Pasha,58.64047287899861,battle_dominant
baseline_conservative,early_modern,94,274,Banda Singh Bahadur,57.8442280945758,battle_dominant
baseline_conservative,early_modern,95,277,Ahmad Shah Durrani,57.41655076495131,battle_dominant
baseline_conservative,early_modern,96,281,Baghel Singh,57.19054242002782,battle_dominant
baseline_conservative,early_modern,97,290,Akbar,55.81015299026426,battle_dominant
baseline_conservative,early_modern,98,291,Duke Ferdinand of Brunswick-Wolfenbüttel,55.601529902642554,battle_dominant
baseline_conservative,early_modern,99,296,Arvid Wittenberg,55.16689847009735,battle_dominant
baseline_conservative,early_modern,100,297,Bhim Chand,55.14255910987483,battle_dominant
baseline_conservative,early_modern,101,298,Hori Hidemasa,55.14255910987483,battle_dominant
baseline_conservative,early_modern,102,300,Pedro de Valdivia,55.14255910987483,battle_dominant
baseline_conservative,early_modern,103,302,Stanisław Rewera Potocki,55.052155771905426,battle_dominant
baseline_conservative,early_modern,104,306,Cristóbal de Mondragón,54.79833101529903,battle_dominant
baseline_conservative,early_modern,105,307,François Joseph Paul de Grasse,54.780945757997216,battle_dominant
baseline_conservative,early_modern,106,308,Benedict Arnold,54.666203059805284,battle_dominant
baseline_conservative,early_modern,107,309,Yi Sun-sin,54.61404728789986,battle_dominant
baseline_conservative,early_modern,108,311,John II Casimir Vasa,54.40542420027816,battle_dominant
baseline_conservative,early_modern,109,318,Jassa Singh Ramgarhia,53.41098748261474,battle_dominant
baseline_conservative,early_modern,110,323,Humayun,52.8616133518776,battle_dominant
baseline_conservative,early_modern,111,325,Niwa Nagahide,52.649513212795554,battle_dominant
baseline_conservative,early_modern,112,330,Malhar Rao Holkar,51.933240611961054,battle_dominant
baseline_conservative,early_modern,113,334,George Washington,51.37343532684284,battle_dominant
baseline_conservative,early_modern,114,335,Gonzalo Fernández de Córdoba,51.359527121001385,battle_dominant
baseline_conservative,early_modern,115,338,Joseph Brant,51.015299026425595,battle_dominant
baseline_conservative,early_modern,116,342,"William Louis, Count of Nassau-Dillenburg",50.629346314325446,battle_dominant
baseline_conservative,early_modern,117,348,John O'Sullivan,50.17037552155772,battle_dominant
baseline_conservative,early_modern,118,352,Gustaf Otto Stenbock,49.958275382475655,battle_dominant
baseline_conservative,early_modern,119,354,Henry Lee III,49.847009735744095,battle_dominant
baseline_conservative,early_modern,120,357,"Charles V, Duke of Lorraine",49.64881780250347,battle_dominant
baseline_conservative,early_modern,121,358,Prospero Colonna,49.607093184979135,battle_dominant
baseline_conservative,early_modern,122,361,Honda Shigetsugu,49.41933240611961,battle_dominant
baseline_conservative,early_modern,123,362,Kōriki Kiyonaga,49.41933240611961,battle_dominant
baseline_conservative,early_modern,124,363,Toyotomi Hidenaga,49.41933240611961,battle_dominant
baseline_conservative,early_modern,125,367,Charles Michel de Langlade,48.92906815020862,battle_dominant
baseline_conservative,early_modern,126,369,Maximilian II Emanuel,48.27885952712101,battle_dominant
baseline_conservative,early_modern,127,373,William III of England,48.070236439499304,battle_dominant
baseline_conservative,early_modern,128,379,François Nicolas Fagel,47.40264255910987,battle_dominant
baseline_conservative,early_modern,129,381,Hattori Hanzō,47.26008344923504,battle_dominant
baseline_conservative,early_modern,130,382,Baba Nobuharu,47.17315716272601,battle_dominant
baseline_conservative,early_modern,131,390,Cornplanter,46.75938803894297,battle_dominant
baseline_conservative,early_modern,132,391,Ottavio Piccolomini,46.64116828929068,battle_dominant
baseline_conservative,early_modern,133,395,John Burgoyne,46.09179415855354,battle_dominant
baseline_conservative,early_modern,134,400,Leopold Joseph von Daun,45.55632823365786,battle_dominant
baseline_conservative,early_modern,135,401,Cristóvão da Gama,45.51460361613352,battle_dominant
baseline_conservative,early_modern,136,402,Prince Georg Friedrich of Waldeck,45.42767732962447,battle_dominant
baseline_conservative,early_modern,137,403,Nathanael Greene,45.39290681502086,battle_dominant
baseline_conservative,early_modern,138,406,Selim I,45.25730180806676,battle_dominant
baseline_conservative,early_modern,139,410,Shimazu Toshihisa,44.589707927677324,battle_dominant
baseline_conservative,early_modern,140,419,Wilhelm von Knyphausen,43.54659248956884,battle_dominant
baseline_conservative,early_modern,141,422,Kobayakawa Takakage,43.30667593880389,battle_dominant
baseline_conservative,early_modern,142,423,Philippe de La Mothe-Houdancourt,43.18150208623088,battle_dominant
baseline_conservative,early_modern,143,426,Kuroda Nagamasa,43.08762169680111,battle_dominant
baseline_conservative,early_modern,144,427,Henry IV of France,42.979833101529906,battle_dominant
baseline_conservative,early_modern,145,429,Nicolas Catinat,42.47218358831711,battle_dominant
baseline_conservative,early_modern,146,432,Jacob De la Gardie,42.33310152990264,battle_dominant
baseline_conservative,early_modern,147,434,Witte de With,41.91933240611961,battle_dominant
baseline_conservative,early_modern,148,438,Peter Ernst I von Mansfeld-Vorderort,41.679415855354655,battle_dominant
baseline_conservative,early_modern,149,439,"Albert VII, Archduke of Austria",41.59596662030598,battle_dominant
baseline_conservative,early_modern,150,441,Francisco Verdugo,41.49165507649513,battle_dominant
baseline_conservative,early_modern,151,442,Satake Yoshinobu,41.41863699582753,battle_dominant
baseline_conservative,early_modern,152,443,Ukita Hideie,41.36300417246176,battle_dominant
baseline_conservative,early_modern,153,452,Prince Charles Alexander of Lorraine,40.716272600834486,battle_dominant
baseline_conservative,early_modern,154,455,Pedro de Zubiaur,40.09388038942976,battle_dominant
baseline_conservative,early_modern,155,456,Marcin Kalinowski,40.07997218358832,battle_dominant
baseline_conservative,early_modern,156,457,Maarten Tromp,39.996522948539635,battle_dominant
baseline_conservative,early_modern,157,459,Hosokawa Tadaoki,39.916550764951324,battle_dominant
baseline_conservative,early_modern,158,460,Benjamin Blake,39.916550764951324,battle_dominant
