model_name,era_bucket,rank_in_era,global_rank,display_name,score_normalized,page_type_profile_class
baseline_conservative,revolutionary_napoleonic,1,1,Jean Lannes,99.23157162726008,battle_dominant
baseline_conservative,revolutionary_napoleonic,2,2,Napoleon Bonaparte,98.3518776077886,battle_dominant
baseline_conservative,revolutionary_napoleonic,3,3,Alexander Suvorov,98.15716272600834,battle_dominant
baseline_conservative,revolutionary_napoleonic,4,7,Louis-Gabriel Suchet,96.23783031988874,battle_dominant
baseline_conservative,revolutionary_napoleonic,5,10,Louis-Nicolas Davout,95.00347705146035,battle_dominant
baseline_conservative,revolutionary_napoleonic,6,12,André Masséna,93.47357440890124,battle_dominant
baseline_conservative,revolutionary_napoleonic,7,14,Charles XIV John,93.32753824756607,battle_dominant
baseline_conservative,revolutionary_napoleonic,8,23,Jean Victor Marie Moreau,89.86439499304589,battle_dominant
baseline_conservative,revolutionary_napoleonic,9,32,Matvei Platov,85.96662030598053,battle_dominant
baseline_conservative,revolutionary_napoleonic,10,39,Karađorđe Petrović,84.70445062586927,battle_dominant
baseline_conservative,revolutionary_napoleonic,11,50,Peter Wittgenstein,81.84979137691238,battle_dominant
baseline_conservative,revolutionary_napoleonic,12,53,Charles-Pierre Augereau,81.26912378303197,battle_dominant
baseline_conservative,revolutionary_napoleonic,13,57,Friedrich Wilhelm Freiherr von Bülow,80.93880389429764,battle_dominant
baseline_conservative,revolutionary_napoleonic,14,77,Joseph Souham,79.15507649513214,battle_dominant
baseline_conservative,revolutionary_napoleonic,15,85,"Édouard Mortier, Duke of Treviso",77.02712100139081,battle_dominant
baseline_conservative,revolutionary_napoleonic,16,93,Nikolay Kamensky,74.93393602225312,battle_dominant
baseline_conservative,revolutionary_napoleonic,17,97,Laurent de Gouvion Saint-Cyr,74.34631432545201,battle_dominant
baseline_conservative,revolutionary_napoleonic,18,106,Jean-Baptiste Bessières,73.46662030598053,battle_dominant
baseline_conservative,revolutionary_napoleonic,19,111,Mikhail Kutuzov,72.55563282336578,battle_dominant
baseline_conservative,revolutionary_napoleonic,20,114,Gustav III,72.26008344923505,battle_dominant
baseline_conservative,revolutionary_napoleonic,21,126,Sidney Smith,70.75799721835884,battle_dominant
baseline_conservative,revolutionary_napoleonic,22,127,"Emmanuel de Grouchy, marquis de Grouchy",70.73713490959666,battle_dominant
baseline_conservative,revolutionary_napoleonic,23,128,Joachim Murat,70.30598052851181,battle_dominant
baseline_conservative,revolutionary_napoleonic,24,144,Géraud Duroc,69.21766342141864,battle_dominant
baseline_conservative,revolutionary_napoleonic,25,152,Manuel Belgrano,69.20723226703754,battle_dominant
baseline_conservative,revolutionary_napoleonic,26,154,José María Morelos,69.10987482614742,battle_dominant
baseline_conservative,revolutionary_napoleonic,27,159,"Archduke Charles, Duke of Teschen",68.6682892906815,battle_dominant
baseline_conservative,revolutionary_napoleonic,28,160,Jean-Mathieu-Philibert Sérurier,68.60222531293464,battle_dominant
baseline_conservative,revolutionary_napoleonic,29,167,Jean Reynier,67.32962447844227,battle_dominant
baseline_conservative,revolutionary_napoleonic,30,168,Claude-Victor Perrin,67.21140472878999,battle_dominant
baseline_conservative,revolutionary_napoleonic,31,177,Ralph Abercromby,66.19958275382476,battle_dominant
baseline_conservative,revolutionary_napoleonic,32,182,Gebhard Leberecht von Blücher,65.58414464534074,battle_dominant
baseline_conservative,revolutionary_napoleonic,33,183,Antonio Ricardos,65.48331015299026,battle_dominant
baseline_conservative,revolutionary_napoleonic,34,185,Auguste de Marmont,65.2990264255911,battle_dominant
baseline_conservative,revolutionary_napoleonic,35,188,Mikhail Miloradovich,65.06606397774686,battle_dominant
baseline_conservative,revolutionary_napoleonic,36,190,Jean-de-Dieu Soult,64.91655076495132,battle_dominant
baseline_conservative,revolutionary_napoleonic,37,196,Henri de la Rochejaquelein,63.77260083449234,battle_dominant
baseline_conservative,revolutionary_napoleonic,38,203,Eugène de Beauharnais,63.44228094575799,battle_dominant
baseline_conservative,revolutionary_napoleonic,39,204,Jean-Charles Pichegru,63.03546592489569,battle_dominant
baseline_conservative,revolutionary_napoleonic,40,206,François Joseph Lefebvre,62.73991655076495,battle_dominant
baseline_conservative,revolutionary_napoleonic,41,223,Prince Josias of Saxe-Coburg-Saalfeld,61.07093184979138,battle_dominant
baseline_conservative,revolutionary_napoleonic,42,226,Yakov Kulnev,60.63977746870654,battle_dominant
baseline_conservative,revolutionary_napoleonic,43,235,Jean-Baptiste Kléber,60.02086230876217,battle_dominant
baseline_conservative,revolutionary_napoleonic,44,237,Domenico Pino,59.986091794158554,battle_dominant
baseline_conservative,revolutionary_napoleonic,45,240,Fyodor Ushakov,59.986091794158554,battle_dominant
baseline_conservative,revolutionary_napoleonic,46,242,Jacques François Dugommier,59.986091794158554,battle_dominant
baseline_conservative,revolutionary_napoleonic,47,251,Carl Johan Adlercreutz,59.826147426981926,battle_dominant
baseline_conservative,revolutionary_napoleonic,48,252,"François Sébastien Charles Joseph de Croix, Count of Clerfayt",59.73226703755216,battle_dominant
baseline_conservative,revolutionary_napoleonic,49,269,Michel Ney,58.72739916550765,battle_dominant
baseline_conservative,revolutionary_napoleonic,50,275,Étienne Maurice Gérard,57.719054242002784,battle_dominant
baseline_conservative,revolutionary_napoleonic,51,278,Dominique Vandamme,57.40611961057024,battle_dominant
baseline_conservative,revolutionary_napoleonic,52,282,Prince Friedrich Franz Xaver of Hohenzollern-Hechingen,57.07232267037552,battle_dominant
baseline_conservative,revolutionary_napoleonic,53,283,William I of the Netherlands,57.020166898470094,battle_dominant
baseline_conservative,revolutionary_napoleonic,54,285,Michael von Melas,56.721140472879,battle_dominant
baseline_conservative,revolutionary_napoleonic,55,288,"Charles William Ferdinand, Duke of Brunswick",55.92489568845619,battle_dominant
baseline_conservative,revolutionary_napoleonic,56,295,Louis Desaix,55.403337969401946,battle_dominant
baseline_conservative,revolutionary_napoleonic,57,312,"Prince Frederick, Duke of York and Albany",54.11682892906815,battle_dominant
baseline_conservative,revolutionary_napoleonic,58,314,Karl Philipp von Wrede,54.00556328233658,battle_dominant
baseline_conservative,revolutionary_napoleonic,59,315,Guillaume Brune,53.8317107093185,battle_dominant
baseline_conservative,revolutionary_napoleonic,60,321,Aleksey Yermolov,52.94506258692629,battle_dominant
baseline_conservative,revolutionary_napoleonic,61,326,Louis-Alexandre Berthier,52.57649513212795,battle_dominant
baseline_conservative,revolutionary_napoleonic,62,332,Paul Grenier,51.68289290681501,battle_dominant
baseline_conservative,revolutionary_napoleonic,63,336,Horace François Bastien Sébastiani de La Porta,51.29346314325452,battle_dominant
baseline_conservative,revolutionary_napoleonic,64,340,"Jean-Baptiste Drouet, Comte d'Erlon",50.93184979137692,battle_dominant
baseline_conservative,revolutionary_napoleonic,65,344,Alexander I of Russia,50.44853963838664,battle_dominant
baseline_conservative,revolutionary_napoleonic,66,353,Frederick William III of Prussia,49.87830319888735,battle_dominant
baseline_conservative,revolutionary_napoleonic,67,355,Andrei Rosenberg,49.77399165507649,battle_dominant
baseline_conservative,revolutionary_napoleonic,68,356,Pablo Morillo,49.763560500695405,battle_dominant
baseline_conservative,revolutionary_napoleonic,69,359,Andrew Jackson,49.513212795549364,battle_dominant
baseline_conservative,revolutionary_napoleonic,70,360,Friedrich Graf Kleist von Nollendorf,49.44714881780251,battle_dominant
baseline_conservative,revolutionary_napoleonic,71,364,Jean-Baptiste Jourdan,49.37065368567455,battle_dominant
baseline_conservative,revolutionary_napoleonic,72,365,Étienne Macdonald,49.13421418636996,battle_dominant
baseline_conservative,revolutionary_napoleonic,73,370,Pyotr Bagration,48.264951321279554,battle_dominant
baseline_conservative,revolutionary_napoleonic,74,375,Nicolas Oudinot,47.97287899860918,battle_dominant
baseline_conservative,revolutionary_napoleonic,75,380,Józef Poniatowski,47.347009735744095,battle_dominant
baseline_conservative,revolutionary_napoleonic,76,389,Joseph Bonaparte,46.80806675938803,battle_dominant
baseline_conservative,revolutionary_napoleonic,77,397,Paul Kray,46.03963838664812,battle_dominant
baseline_conservative,revolutionary_napoleonic,78,398,Magnus Gustav von Essen,46.008344923504865,battle_dominant
baseline_conservative,revolutionary_napoleonic,79,399,Abbas Mirza,45.716272600834486,battle_dominant
baseline_conservative,revolutionary_napoleonic,80,428,Pierre Dupont de l'Étang,42.58692628650904,battle_dominant
baseline_conservative,revolutionary_napoleonic,81,430,Peter Karl Ott von Bátorkéz,42.45132127955493,battle_dominant
baseline_conservative,revolutionary_napoleonic,82,431,Tipu Sultan,42.426981919332405,battle_dominant
baseline_conservative,revolutionary_napoleonic,83,433,Honoré Charles Reille,41.98191933240612,battle_dominant
baseline_conservative,revolutionary_napoleonic,84,436,Jean-Nicolas Stofflet,41.80111265646732,battle_dominant
baseline_conservative,revolutionary_napoleonic,85,446,Alexander Tormasov,40.949235048678716,battle_dominant
baseline_conservative,revolutionary_napoleonic,86,447,Claude Lecourbe,40.86230876216968,battle_dominant
baseline_conservative,revolutionary_napoleonic,87,448,François Étienne de Kellermann,40.84492350486787,battle_dominant
baseline_conservative,revolutionary_napoleonic,88,450,Levin August von Bennigsen,40.789290681502095,battle_dominant
baseline_conservative,revolutionary_napoleonic,89,451,"Enrique O'Donnell, Conde de La Bisbal",40.761474269819196,battle_dominant
baseline_conservative,revolutionary_napoleonic,90,462,Mariano Matamoros y Guridi,39.76008344923505,battle_dominant
baseline_conservative,revolutionary_napoleonic,91,464,Herman Willem Daendels,39.6105702364395,battle_dominant
baseline_conservative,revolutionary_napoleonic,92,465,Antoine Charles Louis de Lasalle,39.42628650904033,battle_dominant
baseline_conservative,revolutionary_napoleonic,93,469,Michael Andreas Barclay de Tolly,39.08553546592489,battle_dominant
baseline_conservative,revolutionary_napoleonic,94,471,Joaquín Blake,38.79346314325452,battle_dominant
baseline_conservative,revolutionary_napoleonic,95,472,Lazare Hoche,38.758692628650905,battle_dominant
baseline_conservative,revolutionary_napoleonic,96,475,Yashwantrao Holkar,38.46314325452016,battle_dominant
baseline_conservative,revolutionary_napoleonic,97,505,Tadeusz Kościuszko,35.42767732962448,battle_dominant
baseline_conservative,revolutionary_napoleonic,98,510,Michael von Kienmayer,35.2712100139082,battle_dominant
baseline_conservative,revolutionary_napoleonic,99,518,Alexander Ivanovich Ostermann-Tolstoy,34.41933240611961,battle_dominant
baseline_conservative,revolutionary_napoleonic,100,522,"Francis II, Holy Roman Emperor",34.0855354659249,battle_dominant
baseline_conservative,revolutionary_napoleonic,101,523,"Johann I Joseph, Prince of Liechtenstein",34.002086230876216,battle_dominant
baseline_conservative,revolutionary_napoleonic,102,535,Jan Henryk Dąbrowski,33.303198887343534,battle_dominant
baseline_conservative,revolutionary_napoleonic,103,548,Grand Duke Konstantin Pavlovich of Russia,32.6356050069541,battle_dominant
baseline_conservative,revolutionary_napoleonic,104,562,Dagobert Sigmund von Wurmser,31.338664812239223,battle_dominant
baseline_conservative,revolutionary_napoleonic,105,567,Bon-Adrien Jeannot de Moncey,31.02920723226704,battle_dominant
baseline_conservative,revolutionary_napoleonic,106,568,Ignacio López Rayón,31.02920723226704,battle_dominant
baseline_conservative,revolutionary_napoleonic,107,575,Ferdinand von Wintzingerode,30.452016689847007,battle_dominant
baseline_conservative,revolutionary_napoleonic,108,579,Johann von Hiller,29.847009735744088,battle_dominant
baseline_conservative,revolutionary_napoleonic,109,591,"Friedrich Wilhelm, Fürst zu Hohenlohe-Kirchberg",28.859527121001392,battle_dominant
baseline_conservative,revolutionary_napoleonic,110,599,Daulat Rao Sindhia,28.348400556328237,battle_dominant
baseline_conservative,revolutionary_napoleonic,111,618,"Maximilian, Count of Merveldt",26.898470097357443,battle_dominant
baseline_conservative,revolutionary_napoleonic,112,622,"Maximilian Anton Karl, Count Baillet de Latour",26.14742698191933,battle_dominant
baseline_conservative,revolutionary_napoleonic,113,628,Michelangelo Alessandro Colli-Marchi,25.507649513212794,battle_dominant
baseline_conservative,revolutionary_napoleonic,114,632,François Joseph Westermann,25.14603616133519,battle_dominant
baseline_conservative,revolutionary_napoleonic,115,635,Maximilien Sébastien Foy,24.73922114047288,battle_dominant
baseline_conservative,revolutionary_napoleonic,116,637,Archduke John of Austria,24.495827538247568,battle_dominant
baseline_conservative,revolutionary_napoleonic,117,642,William I of Württemberg,23.977746870653686,battle_dominant
baseline_conservative,revolutionary_napoleonic,118,644,Josef Philipp Vukassovich,23.83866481223922,battle_dominant
baseline_conservative,revolutionary_napoleonic,119,645,Fabian Gottlieb von der Osten-Sacken,23.525730180806676,battle_dominant
baseline_conservative,revolutionary_napoleonic,120,646,Friedrich Freiherr von Hotze,23.42489568845619,battle_dominant
baseline_conservative,revolutionary_napoleonic,121,651,Hurshid Pasha,22.726008344923507,battle_dominant
baseline_conservative,revolutionary_napoleonic,122,654,Heinrich von Bellegarde,22.60778859527121,battle_dominant
baseline_conservative,revolutionary_napoleonic,123,655,Józef Zajączek,22.56954102920723,battle_dominant
baseline_conservative,revolutionary_napoleonic,124,656,Dmitry Dokhturov,22.55910987482615,battle_dominant
baseline_conservative,revolutionary_napoleonic,125,661,Johann Peter Beaulieu,21.867176634214182,battle_dominant
