rank,score_normalized,score_tier,analytic_commander_id,display_name,canonical_wikipedia_url,primary_era_bucket,engagement_count,battle_count,operation_count,campaign_count,war_count,known_outcome_count,known_outcome_share,outcome_shrunk_raw,component_outcome,component_scope,component_temporal,component_centrality,component_higher_level,component_evidence,active_span_years_nonwar,higher_level_share,page_type_profile_class,caution_flags
704,49.02781844802343,qualified,acmd_adda9cf3672c,Ernst von Mansfeld,https://en.wikipedia.org/wiki/Ernst_von_Mansfeld,early_modern,10,6,0,1,3,5,0.5,-0.020274998744534214,35.72474377745242,68.22840409956076,47.218155197657396,70.60761346998537,71.2298682284041,22.218155197657392,8,0.2105263157894737,mixed_profile,
705,49.02623230844314,qualified,acmd_d8b51a6a8288,Charles Michel de Langlade,https://en.wikipedia.org/wiki/Charles_Michel_de_Langlade,early_modern,6,5,0,1,0,5,0.8333333333333334,0.2739772685288038,69.54612005856515,28.34309419228892,31.36896046852123,40.62957540263543,10.797950219619326,66.14202049780381,4,0.05213270142180095,battle_dominant,
706,48.95180575890678,qualified,acmd_e202bcfdc08d,Bayezid I,https://en.wikipedia.org/wiki/Bayezid_I,medieval,9,7,0,0,2,6,0.6666666666666666,0.023486079057321196,40.043923865300144,53.940946803318695,60.57833089311859,71.41288433382138,37.88433382137628,41.0688140556369,13,0.0909090909090909,battle_dominant,
707,48.85712542703759,qualified,acmd_b22c9a252012,Minamoto no Yoshinaka,https://en.wikipedia.org/wiki/Minamoto_no_Yoshinaka,medieval,7,6,0,0,1,3,0.42857142857142855,0.30000000000000004,74.74377745241581,31.564177647632988,9.99267935578331,58.30893118594437,19.03367496339678,10.944363103953147,1,0.05511811023622047,battle_dominant,
708,48.850414836505614,qualified,acmd_278b9e79356a,Carlos Asensio Cabanillas,https://en.wikipedia.org/wiki/Carlos_Asensio_Cabanillas,world_wars,5,5,0,0,0,4,0.8,0.35555555555555557,84.29721815519767,20.30258662762323,3.2576866764275256,35.87115666178624,4.978038067349927,62.04245973645681,0,0.0,battle_dominant,
709,48.836139580283074,qualified,acmd_4ccb4fb7c2fb,Mustafa II,https://en.wikipedia.org/wiki/Mustafa_II,early_modern,6,4,0,0,2,3,0.5,0.24008046337774985,66.25183016105417,52.9526598340654,17.240117130307468,29.53879941434846,37.88433382137628,15.48316251830161,2,0.14893617021276595,mixed_profile,
710,48.79551000488043,qualified,acmd_bb04947aec7e,Evert Horn,https://en.wikipedia.org/wiki/Evert_Horn,early_modern,5,4,0,0,1,4,0.8,0.23055468022060668,64.42166910688141,36.51781356759395,40.849194729136165,21.815519765739385,19.03367496339678,76.28111273792094,6,0.08045977011494253,battle_dominant,
711,48.77086383601757,qualified,acmd_cb14270ca71b,Günther von Kluge,https://en.wikipedia.org/wiki/G%C3%BCnther_von_Kluge,world_wars,19,11,8,0,0,14,0.7368421052631579,-0.05687364930338743,32.210834553440705,57.759882869692525,36.749633967789165,94.43631039531479,96.96193265007321,48.75549048316252,5,0.3209876543209877,operation_heavy,
712,48.71263055148854,qualified,acmd_ec5af984b60b,Ho Chi Minh,https://en.wikipedia.org/wiki/Ho_Chi_Minh,cold_war,8,1,0,0,7,3,0.375,0.3,72.58418740849196,70.37579306979013,3.2576866764275256,5.929721815519766,84.9194729136164,0.8418740849194729,0,0.7101449275362318,war_campaign_heavy,higher_level_dependent | higher_level_low_evidence_combo | sparse_higher_level_evidence | thin_battle_anchor
713,48.68875061005369,qualified,acmd_11b7ad50977c,Georg Carl von Döbeln,https://en.wikipedia.org/wiki/Georg_Carl_von_D%C3%B6beln,revolutionary_napoleonic,5,3,0,0,2,4,0.8,0.3244711122834325,79.06295754026354,31.564177647632988,3.2576866764275256,9.846266471449487,37.88433382137628,76.28111273792094,0,0.18918918918918917,mixed_profile,
