rank,score_normalized,score_tier,analytic_commander_id,display_name,canonical_wikipedia_url,primary_era_bucket,battle_count,known_battle_outcome_count,known_battle_outcome_share,outcome_shrunk_raw,component_outcome,component_depth,component_reliability,conflict_breadth,active_span_years,page_type_profile_class,caution_flags
45,82.85813630041724,very_strong,acmd_c2011f41d49c,Erich Hoepner,https://en.wikipedia.org/wiki/Erich_Hoepner,world_wars,9,7,0.7777777777777778,0.3859521758176572,93.04589707927677,73.36578581363004,57.92767732962448,6,2,battle_dominant,
46,82.52781641168289,very_strong,acmd_92915a68e51e,Jassa Singh Ahluwalia,https://en.wikipedia.org/wiki/Jassa_Singh_Ahluwalia,early_modern,10,7,0.7,0.37559708019137694,92.35048678720446,79.34631432545201,48.53963838664812,7,35,battle_dominant,
47,82.48609179415855,very_strong,acmd_b11217dd158b,Mehmed II,https://en.wikipedia.org/wiki/Mehmed_II,medieval,19,15,0.7894736842105263,0.3050760446605994,77.60778859527122,96.24478442280946,79.0681502086231,15,34,battle_dominant,
48,82.46522948539638,very_strong,acmd_e826c1eb991c,Julian,https://en.wikipedia.org/wiki/Julian_(emperor),ancient,10,10,1.0,0.32457445667961654,79.55493741307372,79.34631432545201,99.30458970792768,4,7,battle_dominant,
49,82.4443671766342,very_strong,acmd_909d92cf788e,Maeda Toshiie,https://en.wikipedia.org/wiki/Maeda_Toshiie,early_modern,10,8,0.8,0.36502883228057315,88.31710709318497,79.34631432545201,64.11682892906815,3,38,battle_dominant,
50,81.84979137691238,very_strong,acmd_be0dead43626,Peter Wittgenstein,https://en.wikipedia.org/wiki/Peter_Wittgenstein,revolutionary_napoleonic,14,12,0.8571428571428571,0.29469609662244073,76.77329624478443,89.98609179415855,88.5952712100139,7,20,battle_dominant,
51,81.70027816411681,very_strong,acmd_231817819511,Nader Shah,https://en.wikipedia.org/wiki/Nader_Shah,early_modern,17,14,0.8235294117647058,0.29342712809590193,76.49513212795549,94.22809457579973,81.64116828929068,9,18,battle_dominant,
52,81.40125173852573,very_strong,acmd_65a73d9853f9,Arthur Currie,https://en.wikipedia.org/wiki/Arthur_Currie,world_wars,10,6,0.6,0.40909090909090906,95.13212795549374,79.34631432545201,29.902642559109875,7,3,battle_dominant,
53,81.26912378303197,very_strong,acmd_e57884ddb832,Charles-Pierre Augereau,https://en.wikipedia.org/wiki/Charles-Pierre_Augereau,revolutionary_napoleonic,23,21,0.9130434782608695,0.26284166738848647,71.21001390820584,97.8442280945758,93.88038942976355,10,20,battle_dominant,
54,81.1230876216968,very_strong,acmd_7efa0f23739e,Katō Kiyomasa,https://en.wikipedia.org/wiki/Kat%C5%8D_Kiyomasa,early_modern,11,6,0.5454545454545454,0.40909090909090906,95.13212795549374,83.24061196105703,21.557719054242003,4,19,battle_dominant,
55,81.10917941585535,very_strong,acmd_9e98c779580b,Nathan Bedford Forrest,https://en.wikipedia.org/wiki/Nathan_Bedford_Forrest,long_nineteenth_century,14,6,0.42857142857142855,0.40909090909090906,95.13212795549374,89.98609179415855,10.222531293463142,3,4,battle_dominant,
56,81.06397774687065,very_strong,acmd_94390629dbd3,Frederick the Great,https://en.wikipedia.org/wiki/Frederick_the_Great,early_modern,21,19,0.9047619047619048,0.26721408028852606,71.48817802503477,96.94019471488178,92.90681502086231,7,21,battle_dominant,
57,80.93880389429764,very_strong,acmd_f4511a92baa3,Friedrich Wilhelm Freiherr von Bülow,https://en.wikipedia.org/wiki/Friedrich_Wilhelm_Freiherr_von_B%C3%BClow,revolutionary_napoleonic,8,6,0.75,0.40909090909090906,95.13212795549374,65.43810848400557,50.0,4,2,battle_dominant,
