battle_id,battle_name_old,year_old,date_raw_old,battle_name_new,year_new,date_raw_new
battle_2400697,Battle of Cassano (1799),1999,"26 April: Combat of LeccoDuffy 1999 27–28 April: Battle of CassanoThe Battle of Cassano relates to all the clashes between 27 and 28 April, according to Bodart.Bodart 1908",Battle of Cassano (1799),1799,"26 April: Combat of LeccoDuffy 1999 27–28 April: Battle of CassanoThe Battle of Cassano relates to all the clashes between 27 and 28 April, according to Bodart.Bodart 1908"
