row_number,wikipedia_title,battle_id,status,blocker_count,blockers,rebuild_mode
2189,Battle of Apros,battle_39722732,ok,0,,wikitext
2190,Battle of Dalrigh,battle_5739314,ok,0,,wikitext
2191,Battle of Methven,battle_365472,ok,0,,wikitext
2192,Hospitaller conquest of Rhodes,battle_52929670,ok,0,,wikitext
2193,Mongol invasion of India (1306),battle_48477586,ok,0,,wikitext
2194,Battle of Glen Trool,battle_3480661,ok,0,,wikitext
2195,Battle of Loch Ryan,battle_35714879,ok,0,,wikitext
2196,Battle of Loudoun Hill,battle_3194679,ok,0,,wikitext
2197,Battle of Lucka,battle_3745855,ok,0,,wikitext
2198,Battle of Slioch,battle_11451065,ok,0,,wikitext
2199,Battle of Turnberry,battle_35740079,ok,0,,wikitext
2200,Genoese–Mongol Wars,battle_69792076,ok,0,,wikitext
2201,Alauddin Khalji's conquest of Devagiri,battle_55089133,ok,0,,wikitext
2202,Battle of Inverurie (1308),battle_5690511,ok,0,,wikitext
2203,Battle of the Pass of Brander,battle_5583163,ok,0,,wikitext
2204,Battle of the River Dee,battle_35740854,ok,0,,wikitext
2205,Polish–Teutonic Wars,battle_12220508,ok,0,,wikitext
2206,Siege of Siwana,battle_54882814,ok,0,,wikitext
2207,First siege of Gibraltar,battle_36374396,ok,0,,wikitext
2208,Siege of Algeciras (1309–1310),battle_36341983,ok,0,,wikitext
2209,Siege of Almería (1309),battle_58069614,ok,0,,wikitext
2210,Siege of Warangal (1310),battle_55091377,ok,0,,wikitext
2211,Battle of Halmyros,battle_3187970,ok,0,,wikitext
2212,Battle of Wopławki,battle_64176485,ok,0,,wikitext
2213,Siege of Dwarasamudra,battle_55106062,ok,0,,wikitext
2214,Battle of Amorgos (1312),battle_52930552,ok,0,,wikitext
2215,Battle of Gallipoli (1312),battle_22186908,ok,0,,wikitext
2216,Battle of Ganuvara,battle_69328618,ok,0,,wikitext
2217,Battle of Rozgony,battle_7253655,ok,0,,wikitext
2218,List of Serbian–Ottoman conflicts,battle_17478122,ok,0,,wikitext
2219,Siege of al-Rahba,battle_76534050,ok,0,,wikitext
2220,Battle of Gammelsdorf,battle_3197649,ok,0,,wikitext
2221,Battle of Bannockburn,battle_50993,ok,0,,wikitext
2222,Capture of Roxburgh (1314),battle_22741450,ok,0,,wikitext
2223,Esen Buqa–Ayurbarwada war,battle_47729275,ok,0,,wikitext
2224,Battle of Connor,battle_22269490,ok,0,,wikitext
2225,Battle of Kells,battle_22802144,ok,0,,wikitext
2226,Battle of Moiry Pass,battle_35535940,ok,0,,wikitext
2227,Battle of Montecatini,battle_3183471,ok,0,,wikitext
2228,Battle of Morgarten,battle_255165,ok,0,,wikitext
2229,Bruce campaign in Ireland,battle_4799782,ok,0,,wikitext
2230,Siege of Carlisle (1315),battle_23120260,ok,0,,wikitext
2231,Siege of Christmemel,battle_4725309,ok,0,,wikitext
2232,Siege of Malatya (1315),battle_75571784,ok,0,,wikitext
2233,Battle of Manolada,battle_5835915,ok,0,,wikitext
2234,Battle of Picotin,battle_43484053,ok,0,,wikitext
2235,Battle of Skaithmuir,battle_22670028,ok,0,,wikitext
2236,Battle of Skerries,battle_18555380,ok,0,,wikitext
2237,Second Battle of Athenry,battle_1430934,ok,0,,wikitext
2238,Second siege of Gibraltar,battle_37073228,ok,0,,wikitext
2239,Siege of Bursa,battle_8986955,ok,0,,wikitext
2240,Battle of Dysert O'Dea,battle_726308,ok,0,,wikitext
2241,Battle of Faughart,battle_3190468,ok,0,,wikitext
2242,Edward Bruce,battle_189908,ok,0,,wikitext
2243,Siege of Berwick (1318),battle_22269413,ok,0,,wikitext
2244,Siege of Warangal (1318),battle_56543471,ok,0,,wikitext
2245,Battle of Chios (1319),battle_40121021,ok,0,,wikitext
2246,Battle of Myton,battle_5632685,ok,0,,wikitext
2247,Battle of the Vega of Granada,battle_56169344,ok,0,,wikitext
2248,Battle of Lahrawat,battle_63484717,ok,0,,wikitext
2249,Battle of Medininkai,battle_40095814,ok,0,,wikitext
2250,Battle of Saint George,battle_58376506,ok,0,,wikitext
2251,Battle of Saraswati,battle_63346455,ok,0,,wikitext
2252,Byzantine civil war of 1321–1328,battle_23310211,ok,0,,wikitext
2253,Despenser War,battle_29169507,ok,0,,wikitext
2254,Siege of Mirandola (1321),battle_71175367,ok,0,,wikitext
2255,Battle of Bliska,battle_26698727,ok,0,,wikitext
2256,Battle of Boroughbridge,battle_263518,ok,0,,wikitext
2257,Battle of Mühldorf,battle_3190276,ok,0,,wikitext
2258,Battle of Old Byland,battle_5619220,ok,0,,wikitext
2259,1323–1328 Flemish revolt,battle_1457154,ok,0,,wikitext
2260,Battle of Memel (1323),battle_40266445,ok,0,,wikitext
2261,Siege of Villa di Chiesa,battle_47032918,ok,0,,wikitext
2262,Siege of Warangal (1323),battle_55425037,ok,0,,wikitext
2263,Battle of Lucocisterna,battle_47030237,ok,0,,wikitext
2264,Tughlaq conquest of Bengal,battle_81233043,ok,0,,wikitext
2265,War of Saint-Sardos,battle_1692898,ok,0,,wikitext
2266,Battle of Varey,battle_53577931,ok,0,,wikitext
2267,Battle of Zappolino,battle_3188013,ok,0,,wikitext
2268,War of the Bucket,battle_30026900,ok,0,,wikitext
2269,Polish–Teutonic War (1326–1332),battle_12242321,ok,0,,wikitext
2270,Raid on Brandenburg,battle_40066175,ok,0,,wikitext
2271,Siege of Bristol (1326),battle_28871374,ok,0,,wikitext
2272,Siege of Béjaïa (1326–1329),battle_69519056,ok,0,,wikitext
2273,Siege of Kampili,battle_75621996,ok,0,,wikitext
2274,War of Hum,battle_29521987,ok,0,,wikitext
2275,Battle of Temzezdekt,battle_69518461,ok,0,,wikitext
2276,Tver Uprising of 1327,battle_42213577,ok,0,,wikitext
2277,Weardale campaign,battle_26964106,ok,0,,wikitext
2278,Battle of Cassel (1328),battle_30860062,ok,0,,wikitext
2279,Siege of Nicaea (1328–1331),battle_8562767,ok,0,,wikitext
2280,War of the Two Capitals,battle_47866526,ok,0,,wikitext
2281,Battle of Ardnocher,battle_3242205,ok,0,,wikitext
2282,Siege of Medvėgalis,battle_40058643,ok,0,,wikitext
2283,Battle of Drumlui,battle_18512955,ok,0,,wikitext
2284,Battle of Posada,battle_1977198,ok,0,,wikitext
2285,Battle of Teba,battle_11713779,ok,0,,wikitext
2286,Battle of Velbazhd,battle_3446320,ok,0,,wikitext
2287,Catalan–Genoese War,battle_77802140,ok,0,,wikitext
2288,Battle of Pyzdry (1331),battle_50293379,ok,0,,wikitext
2289,Battle of Płowce,battle_779990,ok,0,,wikitext
2290,Genkō War,battle_6279651,ok,0,,wikitext
2291,Kenmu Restoration,battle_248973,ok,0,,wikitext
2292,Serbian civil war of 1331,battle_46325925,ok,0,,wikitext
2293,Siege of Akasaka,battle_7021216,ok,0,,wikitext
2294,Siege of Kasagi,battle_6982457,ok,0,,wikitext
2295,Battle of Annan,battle_11803234,ok,0,,wikitext
2296,Battle of Das,battle_73472098,ok,0,,wikitext
2297,Battle of Dupplin Moor,battle_358124,ok,0,,wikitext
2298,Battle of Kinghorn,battle_35813092,ok,0,,wikitext
2299,Battle of Rusokastro,battle_7792817,ok,0,,wikitext
2300,Second War of Scottish Independence,battle_26694798,ok,0,,wikitext
2301,Battle of Dornock,battle_5675501,ok,0,,wikitext
2302,Battle of Halidon Hill,battle_240000,ok,0,,wikitext
2303,Battle of Kotesashi,battle_19239173,ok,0,,wikitext
2304,Battle of Kumegawa,battle_19230085,ok,0,,wikitext
2305,Burke Civil War,battle_1463831,ok,0,,wikitext
2306,Fourth siege of Gibraltar,battle_38031952,ok,0,,wikitext
2307,Siege of Berwick (1333),battle_58008339,ok,0,,wikitext
2308,Siege of Chihaya,battle_7021452,ok,0,,wikitext
2309,Siege of Kamakura (1333),battle_3789881,ok,0,,wikitext
2310,Third siege of Gibraltar,battle_37824265,ok,0,,wikitext
2311,Battle of Adramyttion (1334),battle_53025543,ok,0,,wikitext
2312,Battle of Boroughmuir,battle_5687736,ok,0,,wikitext
2313,Battle of Culblean,battle_5568817,ok,0,,wikitext
2314,Siege of Tlemcen (1335–1337),battle_69525260,ok,0,,wikitext
2315,Battle of Jaghatu,battle_79093952,ok,0,,wikitext
2316,Battle of Minatogawa,battle_3554788,ok,0,,wikitext
2317,Battle of Tatarahama (1336),battle_9482870,ok,0,,wikitext
2318,Battle of Villanueva de Barcarrota,battle_39953658,ok,0,,wikitext
2319,Pilėnai,battle_1227381,ok,0,,wikitext
2320,Scaliger War,battle_78438933,ok,0,,wikitext
2321,Wars of the Loon Succession,battle_62498168,ok,0,,wikitext
2322,Battle of Cadzand,battle_3239482,ok,0,,wikitext
2323,Hundred Years' War,battle_19038039,ok,0,,wikitext
2324,"Hundred Years' War, 1337–1360",battle_1547153,ok,0,,wikitext
2325,Siege of Kanegasaki (1337),battle_2222096,ok,0,,wikitext
2326,Siege of Nicomedia,battle_8562835,ok,0,,wikitext
2327,Battle of Arnemuiden,battle_26631078,ok,0,,wikitext
2328,Shah Mir–Lohara War,battle_75630442,ok,0,,wikitext
2329,Sieges of Kuromaru,battle_8792805,ok,0,,wikitext
2330,Battle of Parabiago,battle_7615833,ok,0,,wikitext
2331,Battle of Vega de Pagana,battle_47608066,ok,0,,wikitext
2332,Siege of Cambrai (1339),battle_59710732,ok,0,,wikitext
2333,Thiérache campaign,battle_61020015,ok,0,,wikitext
2334,Battle of Río Salado,battle_1974450,ok,0,,wikitext
2335,Battle of Saint-Omer,battle_8279639,ok,0,,wikitext
2336,Battle of Sluys,battle_222959,ok,0,,wikitext
2337,Galicia–Volhynia Wars,battle_15833445,ok,0,,wikitext
2338,Siege of Tournai (1340),battle_31118216,ok,0,,wikitext
2339,Tournaisis campaign of 1340,battle_61041787,ok,0,,wikitext
2340,Byzantine civil war of 1341–1347,battle_23325915,ok,0,,wikitext
2341,Initial campaign of the War of the Breton Succession,battle_8299149,ok,0,,wikitext
2342,War of the Breton Succession,battle_640282,ok,0,,wikitext
2343,Battle of Estepona,battle_35949560,ok,0,,wikitext
2344,Battle of Guadalmesí,battle_77655347,ok,0,,wikitext
2345,Battle of Kannanur,battle_65388330,ok,0,,wikitext
2346,Battle of Morlaix,battle_4812615,ok,0,,wikitext
2347,Battle of Zava,battle_37656542,ok,0,,wikitext
2348,Siege of Algeciras (1342–1344),battle_38574434,ok,0,,wikitext
2349,Siege of Brest (1342),battle_8291176,ok,0,,wikitext
2350,Siege of Hennebont,battle_47476370,ok,0,,wikitext
2351,Sieges of Vannes (1342),battle_47507731,ok,0,,wikitext
2352,Saint George's Night Uprising,battle_1857055,ok,0,,wikitext
2353,Siege of Caffa,battle_72711303,ok,0,,wikitext
2354,Battle of Pallene,battle_52979930,ok,0,,wikitext
2355,Battle of Stephaniana,battle_17781585,ok,0,,wikitext
2356,Battle of Auberoche,battle_3216159,ok,0,,wikitext
2357,Battle of Bergerac,battle_26449578,ok,0,,wikitext
2358,Battle of Cadoret,battle_47479902,ok,0,,wikitext
2359,Battle of Gamenario,battle_8552195,ok,0,,wikitext
2360,Battle of Peritheorion,battle_12795628,ok,0,,wikitext
2361,Battle of Staveren,battle_6155661,ok,0,,wikitext
2362,Bulgarian–Ottoman wars,battle_12779143,ok,0,,wikitext
2363,Gascon campaign of 1345,battle_58686049,ok,0,,wikitext
2364,"Hundred Years' War, 1345–1347",battle_68759627,ok,0,,wikitext
2365,Polish–Bohemian War (1345–1348),battle_62215232,ok,0,,wikitext
2366,Siege of Zadar (1345–1346),battle_51036527,ok,0,,wikitext
2367,Battle of Blanchetaque,battle_3192524,ok,0,,wikitext
2368,Battle of Caen (1346),battle_8234290,ok,0,,wikitext
2369,Battle of Crécy,battle_58916,ok,0,,wikitext
2370,Battle of Neville's Cross,battle_376716,ok,0,,wikitext
2371,Battle of Saint-Pol-de-Léon,battle_3194709,ok,0,,wikitext
2372,Crécy campaign,battle_59008001,ok,0,,wikitext
2373,Rebellion of Ismail Mukh,battle_74374451,ok,0,,wikitext
2374,Siege of Aiguillon,battle_58834262,ok,0,,wikitext
2375,Siege of Calais (1346–1347),battle_1396819,ok,0,,wikitext
2376,Battle of Imbros (1347),battle_64532634,ok,0,,wikitext
2377,Battle of La Roche-Derrien,battle_3216175,ok,0,,wikitext
2378,Neapolitan campaigns of Louis the Great,battle_18449265,ok,0,,wikitext
2379,Battle of Capua (1348),battle_17494495,ok,0,,wikitext
2380,Battle of Shijōnawate,battle_8653705,ok,0,,wikitext
2381,Battle of Strėva,battle_11431569,ok,0,,wikitext
2382,Battle of Épila,battle_25823813,ok,0,,wikitext
2383,Byzantine–Genoese War (1348–1349),battle_23547191,ok,0,,wikitext
2384,Battle of Llucmajor,battle_12280050,ok,0,,wikitext
2385,Battle of Lunalonge,battle_3197245,ok,0,,wikitext
2386,Battle of Santolo,battle_42217845,ok,0,,wikitext
2387,Fifth siege of Gibraltar,battle_38053140,ok,0,,wikitext
2388,Battle of Calais,battle_37245976,ok,0,,wikitext
2389,Battle of Winchelsea,battle_1867077,ok,0,,wikitext
2390,Hook and Cod wars,battle_359398,ok,0,,wikitext
2391,Muzaka-Serbian Conflict,battle_78602680,ok,0,,wikitext
2392,War of the Straits,battle_68430679,ok,0,,wikitext
2393,Battle of Ardres,battle_3222590,ok,0,,wikitext
2394,Battle of Saintes,battle_3222570,ok,0,,wikitext
2395,Battle of Veere,battle_69399044,ok,0,,wikitext
2396,Battle of Zwartewaal,battle_6214183,ok,0,,wikitext
2397,Castilian Civil War of 1351–1369,battle_6875808,ok,0,,wikitext
2398,Combat of the Thirty,battle_615905,ok,0,,wikitext
2399,Red Turban Rebellions,battle_7526441,ok,0,,wikitext
2400,Siege of Geertruidenberg (1351–1352),battle_75775823,ok,0,,wikitext
2401,Siege of Saint-Jean-d'Angély (1351),battle_58950784,ok,0,,wikitext
2402,Battle of Demotika,battle_47417586,ok,0,,wikitext
2403,Battle of Mauron,battle_3225057,ok,0,,wikitext
2404,Battle of the Bosporus,battle_76355212,ok,0,,wikitext
2405,Byzantine civil war of 1352–1357,battle_32964156,ok,0,,wikitext
2406,Siege of Guînes (1352),battle_66364100,ok,0,,wikitext
2407,Battle of Yawata,battle_8470872,ok,0,,wikitext
2408,Ekdala Wars,battle_55329635,ok,0,,wikitext
2409,Battle of Montmuran,battle_47480154,ok,0,,wikitext
2410,Battle of Sapienza,battle_300287,ok,0,,wikitext
2411,Battle of Ihtiman,battle_12840174,ok,0,,wikitext
2412,Battle of Nesbit Moor (1355),battle_32723037,ok,0,,wikitext
2413,Siege of Mirandola (1355),battle_71218680,ok,0,,wikitext
2414,Sieges of Berwick (1355 and 1356),battle_64343008,ok,0,,wikitext
2415,Battle of Poitiers,battle_4503,ok,0,,wikitext
2416,Siege of Breteuil,battle_68237474,ok,0,,wikitext
2417,Siege of Rennes (1356–1357),battle_47640841,ok,0,,wikitext
2418,War of the Brabantian Succession,battle_59899288,ok,0,,wikitext
2419,War of the Two Pedros,battle_11964237,ok,0,,wikitext
2420,Battle of Bubat,battle_32379787,ok,0,,wikitext
2421,Ispah rebellion,battle_24762271,ok,0,,wikitext
2422,Albanian-Anjou Conflict,battle_77793250,ok,0,,wikitext
2423,Battle of Achelous (1359),battle_27361645,ok,0,,wikitext
2424,Battle of Mello,battle_5904639,ok,0,,wikitext
2425,Thopia expansionist Wars,battle_79365981,ok,0,,wikitext
2426,Battle of Araviana,battle_31170942,ok,0,,wikitext
2427,Battle of Barcelona (1359),battle_31111513,ok,0,,wikitext
2428,Battle of Campo delle Mosche,battle_53641334,ok,0,,wikitext
2429,Battle of Megara (1359),battle_53001686,ok,0,,wikitext
2430,Black Monday (1360),battle_49184648,ok,0,,wikitext
2431,Battle of Linuesa,battle_35932251,ok,0,,wikitext
2432,Battle of Visby,battle_3199531,ok,0,,wikitext
2433,Danish–Hanseatic War (1361–1370),battle_75749684,ok,0,,wikitext
2434,Siege of Kangra Fort,battle_78743102,ok,0,,wikitext
2435,Bahmani–Vijayanagara War (1362–1367),battle_76061549,ok,0,,wikitext
2436,Battle of Blue Waters,battle_16102383,ok,0,,wikitext
2437,Battle of Brignais,battle_3218436,ok,0,,wikitext
2438,Battle of Guadix,battle_39973122,ok,0,,wikitext
2439,Battle of Helsingborg (1362),battle_3197269,ok,0,,wikitext
2440,Siege of Kaunas (1362),battle_50919146,ok,0,,wikitext
2441,Battle of Lake Poyang,battle_4014637,ok,0,,wikitext
2442,Battle of Auray,battle_329899,ok,0,,wikitext
2443,Battle of Cascina,battle_22990940,ok,0,,wikitext
2444,Battle of Cocherel,battle_3219561,ok,0,,wikitext
2445,Battle of Sırpsındığı,battle_34216669,ok,0,,wikitext
2446,Hungarian–Ottoman Wars,battle_14439289,ok,0,,wikitext
2447,Albanian-Epirote War (1367–70),battle_73999655,ok,0,,wikitext
2448,Battle of Cairo (1367),battle_75639184,ok,0,,wikitext
2449,Battle of Nájera,battle_3180640,ok,0,,wikitext
2450,Battle of Tripoli (1367),battle_79701732,ok,0,,wikitext
2451,Champa–Đại Việt War (1367–1390),battle_67293715,ok,0,,wikitext
2452,Mamluk raid on Cyprus (1368),battle_77618277,ok,0,,wikitext
2453,Siege of León (1368),battle_41119472,ok,0,,wikitext
2454,Battle of Montiel,battle_3190494,ok,0,,wikitext
2455,First Fernandine War,battle_81204047,ok,0,,wikitext
2456,"Hundred Years' War, 1369–1389",battle_6384774,ok,0,,wikitext
2457,Siege of Algeciras (1369),battle_38584024,ok,0,,wikitext
2458,Battle of Pontvallain,battle_24795690,ok,0,,wikitext
2459,Battle of Rudau,battle_21649915,ok,0,,wikitext
2460,Siege of Limoges,battle_21693013,ok,0,,wikitext
2461,Timurid conquests and invasions,battle_59931767,ok,0,,wikitext
2462,Battle of Baesweiler,battle_6168664,ok,0,,wikitext
2463,Battle of Maritsa,battle_2202429,ok,0,,wikitext
2464,Battle of Samokov,battle_74348794,ok,0,,wikitext
2465,First War of the Guelderian Succession,battle_6318243,ok,0,,wikitext
2466,Battle of Duns,battle_27812770,ok,0,,wikitext
2467,Battle of La Rochelle,battle_3190402,ok,0,,wikitext
2468,Battle of Chiset,battle_3202638,ok,0,,wikitext
2469,Battle of Montichiari,battle_28395187,ok,0,,wikitext
2470,Byzantine civil war of 1373–1379,battle_23620002,ok,0,,wikitext
2471,Siege of Venlo (1373),battle_33736361,ok,0,,wikitext
2472,Władysław the White's Rebellion,battle_67681379,ok,0,,wikitext
2473,Albanian-Epirote War (1374–1375),battle_74000352,ok,0,,wikitext
2474,Bahmani–Vijayanagar War (1375–1378),battle_76550834,ok,0,,wikitext
2475,Battle of Gardiki,battle_53746328,ok,0,,wikitext
2476,War of the Eight Saints,battle_2407039,ok,0,,wikitext
2477,Durrës Expedition,battle_77120769,ok,0,,wikitext
2478,Battle of Vijaya,battle_58522907,ok,0,,wikitext
2479,Battle on Pyana River,battle_25657814,ok,0,,wikitext
2480,Battle of Melrose (1378),battle_76211445,ok,0,,wikitext
2481,Battle of the Vozha River,battle_16631818,ok,0,,wikitext
2482,Sohagpur massacre,battle_71250999,ok,0,,wikitext
2483,War of Chioggia,battle_3396566,ok,0,,wikitext
2484,Wu Mian rebellion,battle_61837710,ok,0,,wikitext
2485,Revolt of Ghent (1379–1385),battle_68395750,ok,0,,wikitext
2486,Battle of Chioggia,battle_1473350,ok,0,,wikitext
2487,Battle of Dubravnica,battle_17473547,ok,0,,wikitext
2488,Battle of Kulikovo,battle_33752454,ok,0,,wikitext
2489,Siege of Sofia,battle_32681313,ok,0,,wikitext
2490,Albanian-Epirote War (1381–84),battle_74001223,ok,0,,wikitext
2491,Battle of North Walsham,battle_26991561,ok,0,,wikitext
2492,Battle of the Kalka River (1381),battle_65684077,ok,0,,wikitext
2493,Lithuanian Civil War (1381–1384),battle_18357393,ok,0,,wikitext
2494,Third Fernandine War,battle_30888883,ok,0,,wikitext
2495,Battle of Beverhoutsveld,battle_8434857,ok,0,,wikitext
2496,Battle of Roosebeke,battle_3190738,ok,0,,wikitext
2497,Siege of Moscow (1382),battle_14515536,ok,0,,wikitext
2498,Battle of Beirut (1383),battle_79701876,ok,0,,wikitext
2499,Siege of Ypres (1383),battle_33886566,ok,0,,wikitext
2500,Battle of Atoleiros,battle_1885554,ok,0,,wikitext
2501,Battle of Leça,battle_32498611,ok,0,,wikitext
2502,Naval Battle of the Tejo,battle_32494623,ok,0,,wikitext
2503,Siege of Lisbon (1384),battle_32495278,ok,0,,wikitext
2504,Battle of Aljubarrota,battle_307788,ok,0,,wikitext
2505,Battle of Pločnik,battle_8427030,ok,0,,wikitext
2506,Battle of Savra,battle_11169151,ok,0,,wikitext
2507,Battle of Tochar Cruachain-Bri-Ele,battle_3216335,ok,0,,wikitext
2508,Battle of Trancoso,battle_3558823,ok,0,,wikitext
2509,Battle of Valverde (1385),battle_28298776,ok,0,,wikitext
2510,Forty Years' War,battle_27533942,ok,0,,wikitext
2511,Battle of Invernahavon,battle_18513015,ok,0,,wikitext
2512,Battle of Sempach,battle_422582,ok,0,,wikitext
2513,Battle of the Vikhra River,battle_40890554,ok,0,,wikitext
2514,Ming–Mong Mao War (1386–1388),battle_54198364,ok,0,,wikitext
2515,Siege of Brest (1386),battle_64537554,ok,0,,wikitext
2516,Siege of Tbilisi (1386),battle_47850993,ok,0,,wikitext
2517,Timurid invasions of Georgia,battle_14908473,ok,0,,wikitext
2518,Tokhtamysh–Timur war,battle_4701198,ok,0,,wikitext
2519,Battle of Castagnaro,battle_7532448,ok,0,,wikitext
2520,Ming campaign against the Uriankhai,battle_41791933,ok,0,,wikitext
2521,Siege of Isfahan (1387),battle_47769686,ok,0,,wikitext
2522,War of the Cities (1387–1389),battle_43789822,ok,0,,wikitext
2523,Battle of Bileća,battle_14386827,ok,0,,wikitext
2524,Battle of Buir Lake,battle_41792427,ok,0,,wikitext
2525,Battle of Otterburn,battle_1968960,ok,0,,wikitext
2526,Battle of Kosovo,battle_159361,ok,0,,wikitext
2527,Jaunpur–Bhojpur War,battle_63644307,ok,0,,wikitext
2528,Lithuanian Civil War (1389–1392),battle_18171169,ok,0,,wikitext
2529,Fall of Philadelphia,battle_11872663,ok,0,,wikitext
2530,Battle of Alessandria,battle_53559919,ok,0,,wikitext
2531,Battle of Kırkdilim,battle_55517740,ok,0,,wikitext
2532,Battle of the Kondurcha River,battle_9231092,ok,0,,wikitext
2533,Siege of Tarnovo,battle_12793470,ok,0,,wikitext
2534,Battle of Argeș,battle_7708630,ok,0,,wikitext
2535,Battle of Ros-Mhic-Thriúin,battle_3216421,ok,0,,wikitext
2536,Siege of Constantinople (1394–1402),battle_65583493,ok,0,,wikitext
2537,Battle of Portomaggiore,battle_53592378,ok,0,,wikitext
2538,Battle of Rovine,battle_1914773,ok,0,,wikitext
2539,Battle of the Terek River,battle_9231062,ok,0,,wikitext
2540,Kingdom of Marwar,battle_15135974,ok,0,,wikitext
2541,Battle of Nicopolis,battle_1061749,ok,0,,wikitext
2542,Battle of the North Inch,battle_10617683,ok,0,,wikitext
2543,Turkish–Venetian wars,battle_82035372,ok,0,,wikitext
2544,Dao Ganmeng rebellion,battle_54216561,ok,0,,wikitext
2545,Lin Kuan rebellion,battle_61837799,ok,0,,wikitext
2546,Bahmani–Vijayanagar War (1398),battle_76309654,ok,0,,wikitext
2547,Sack of Delhi (1398),battle_75028894,ok,0,,wikitext
2548,Battle of Alinja (1399),battle_77154579,ok,0,,wikitext
2549,Battle of Tragh-Bhaile,battle_3239443,ok,0,,wikitext
2550,Battle of the Vorskla River,battle_1342169,ok,0,,wikitext
2551,Jingnan campaign,battle_27369784,ok,0,,wikitext
2552,Battle of Fulhope Law,battle_63388528,ok,0,,wikitext
2553,Glyndŵr rebellion,battle_19086032,ok,0,,wikitext
2554,Hittite Wars of Survival,battle_78099893,ok,0,,wikitext
2555,Sack of Aleppo (1400),battle_65154048,ok,0,,wikitext
2556,Siege of Damascus (1400),battle_46347965,ok,0,,wikitext
2557,Battle of Mynydd Hyddgen,battle_11229560,ok,0,,wikitext
2558,Battle of Tuthill,battle_26930112,ok,0,,wikitext
2559,Samogitian uprisings,battle_21101715,ok,0,,wikitext
2560,Siege of Baghdad (1401),battle_77658530,ok,0,,wikitext
2561,Battle of Ankara,battle_349872,ok,0,,wikitext
2562,Battle of Bryn Glas,battle_3515189,ok,0,,wikitext
2563,Battle of Casalecchio,battle_2629817,ok,0,,wikitext
2564,Battle of Homildon Hill,battle_2033463,ok,0,,wikitext
2565,Battle of Nesbit Moor (1402),battle_1940920,ok,0,,wikitext
2566,Battle of Tripolje,battle_23600241,ok,0,,wikitext
2567,Battle of Modon (1403),battle_53533651,ok,0,,wikitext
2568,Battle of Shrewsbury,battle_159065,ok,0,,wikitext
2569,Battle of Stalling Down,battle_2030556,ok,0,,wikitext
2570,Battle of Ulubad,battle_53715183,ok,0,,wikitext
2571,Boucicaut's expedition to the Levant (1403),battle_79701922,ok,0,,wikitext
2572,Siege of Birtvisi (1403),battle_50880442,ok,0,,wikitext
2573,Regreg War,battle_44739647,ok,0,,wikitext
2574,Uprising of Konstantin and Fruzhin,battle_6930004,ok,0,,wikitext
2575,War of Padua,battle_69636288,ok,0,,wikitext
2576,Battle of Pwll Melyn,battle_12783976,ok,0,,wikitext
2577,First Scutari War,battle_38234518,ok,0,,wikitext
2578,Siege of Mercq,battle_56978094,ok,0,,wikitext
2579,Battle of Cluain Immorrais,battle_3292203,ok,0,,wikitext
2580,Battle of Collejares,battle_36032254,ok,0,,wikitext
2581,Battle of Tuiteam Tarbhach,battle_12629597,ok,0,,wikitext
2582,Ming conquest of Đại Ngu,battle_36101673,ok,0,,wikitext
2583,War of the Goldsmith's Daughter,battle_76373216,ok,0,,wikitext
2584,Armagnac–Burgundian Civil War,battle_16615853,ok,0,,wikitext
2585,Battle of Palembang (1407),battle_59728611,ok,0,,wikitext
2586,Battle of Bramham Moor,battle_8384466,ok,0,,wikitext
2587,Battle of Othée,battle_47669134,ok,0,,wikitext
2588,Battle of Kherlen,battle_26063051,ok,0,,wikitext
2589,Battle of Sanluri,battle_7581200,ok,0,,wikitext
2590,Polish–Lithuanian–Teutonic War,battle_2653150,ok,0,,wikitext
2591,Battle of Grunwald,battle_26194781,ok,0,,wikitext
2592,Battle of Koronowo,battle_5488050,ok,0,,wikitext
2593,Battle of Kosmidion,battle_29352301,ok,0,,wikitext
2594,Ming–Kotte War,battle_24510100,ok,0,,wikitext
2595,Siege of Marienburg (1410),battle_4889844,ok,0,,wikitext
2596,Yongle Emperor's campaigns against the Mongols,battle_41653850,ok,0,,wikitext
2597,Battle of Dingwall,battle_12645452,ok,0,,wikitext
2598,Battle of Harlaw,battle_423946,ok,0,,wikitext
2599,Siege of Constantinople (1411),battle_41291093,ok,0,,wikitext
2600,Sixth siege of Gibraltar,battle_38062111,ok,0,,wikitext
2601,Battle of Chalagan,battle_1682145,ok,0,,wikitext
2602,Battle of Morvedre,battle_39103444,ok,0,,wikitext
2603,Battle of Serjan,battle_75726437,ok,0,,wikitext
2604,Battle of Zikr Amhara,battle_75718918,ok,0,,wikitext
2605,Battle of Çamurlu,battle_32394019,ok,0,,wikitext
2606,Great Frisian War,battle_47539422,ok,0,,wikitext
2607,Hunger War,battle_9408392,ok,0,,wikitext
2608,Battle of Agincourt,battle_4615,ok,0,,wikitext
2609,Battle of Yeavering,battle_13824917,ok,0,,wikitext
2610,Bengal–Jaunpur confrontation,battle_55329581,ok,0,,wikitext
2611,"Hundred Years' War, 1415–1453",battle_6461518,ok,0,,wikitext
2612,Moroccan–Portuguese conflicts,battle_27246673,ok,0,,wikitext
2613,Siege of Harfleur,battle_433505,ok,0,,wikitext
2614,Battle of Gallipoli (1416),battle_53289993,ok,0,,wikitext
2615,Battle of Valmont,battle_33346706,ok,0,,wikitext
