score_tier,analytic_commander_id,display_name,canonical_wikipedia_url,primary_era_bucket,engagement_count,battle_count,operation_count,campaign_count,war_count,known_outcome_count,known_outcome_share,outcome_shrunk_raw,component_outcome,component_sustained_scale,component_scope,component_temporal,component_centrality,component_higher_level,component_evidence,active_span_years_nonwar,higher_level_share,page_type_profile_class,caution_flags,rank,rank_role_weighted,rank_change_vs_hierarchical_trust_v2,score_normalized,score_role_weighted,role_adjustment_factor,mean_role_confidence,dominant_role_class,share_direct_field_command,share_unclear_role,share_nominal_or_political,broad_page_contribution_share,battle_siege_page_contribution_share,strict_eligibility,exclude_from_headline_ranking,recommended_action
qualified,acmd_52329cda501a,Reşid Mehmed Pasha,https://en.wikipedia.org/wiki/Re%C5%9Fid_Mehmed_Pasha,long_nineteenth_century,9,9,0,0,0,8,0.8888888888888888,0.0907628305970452,47.23523898781631,79.47516401124649,39.80006248047485,50.32802249297095,74.92970946579194,18.181818181818183,68.9784442361762,10,0.0,battle_dominant,,377,264,-113,53.96719775070291,40.01413030794297,0.8344603699943302,0.5541666666666667,principal_field_commander,1.0,0.0,0.0,0.0,1.0,eligible_field_commander,False,retain
qualified,acmd_2538fe1a8cce,Tewodros II,https://en.wikipedia.org/wiki/Tewodros_II,long_nineteenth_century,6,6,0,0,0,5,0.8333333333333334,0.24,67.0103092783505,50.84348641049672,44.89222118088097,75.72633552014996,44.56419868791003,18.181818181818183,55.95126522961574,20,0.0,battle_dominant,,403,265,-138,52.215370196813495,40.01410673910497,0.85,0.60625,principal_field_commander,1.0,0.0,0.0,0.0,1.0,eligible_field_commander,False,retain
qualified,acmd_43bc67a38907,Jean-Louis Raduit de Souches,https://en.wikipedia.org/wiki/Jean-Louis_Raduit_de_Souches,early_modern,6,6,0,0,0,4,0.6666666666666666,0.3555555555555555,84.20805998125586,40.72164948453608,39.80006248047485,89.31583880037488,44.56419868791003,18.181818181818183,26.14807872539831,29,0.0,battle_dominant,,347,266,-81,55.22654170571696,40.00757153691375,0.8081252039651524,0.5857142857142857,principal_field_commander,1.0,0.0,0.0,0.0,1.0,eligible_siege_or_engineering_commander,False,retain
qualified,acmd_34bcf67f40ab,Burkhard Christoph von Münnich,https://en.wikipedia.org/wiki/Burkhard_Christoph_von_M%C3%BCnnich,early_modern,7,6,0,0,1,6,0.8571428571428571,0.236279770023995,66.1668228678538,58.99718837863168,54.99843798812871,34.817244611059046,51.452671040299904,47.46954076850984,73.43017806935333,5,0.0551181102362204,battle_dominant,,348,267,-81,55.09727272727272,39.99928086876342,0.8094502524262372,0.5875,principal_field_commander,0.9851776379625932,0.014822362037406783,0.0,0.0,1.0,eligible_siege_or_engineering_commander,False,retain
qualified,acmd_c63b97712f15,Hadj Ag Gamou,https://en.wikipedia.org/wiki/El_Hadj_Ag_Gamou,contemporary,8,7,0,0,1,4,0.5,0.2305546238561406,65.4639175257732,63.07403936269915,54.99843798812871,39.22211808809747,63.63636363636363,47.46954076850984,10.49671977507029,6,0.0476190476190476,battle_dominant,,385,268,-117,53.14744142455483,39.98583091386661,0.8424522348668987,0.5722222222222223,principal_field_commander,0.983227188593108,0.016772811406891918,0.0,0.0,1.0,eligible_field_commander,False,retain
solid,acmd_2cef56b0c4d7,Võ Nguyên Giáp,https://en.wikipedia.org/wiki/V%C3%B5_Nguy%C3%AAn_Gi%C3%A1p,cold_war,14,7,1,0,6,7,0.5,-0.1582489278039404,18.36925960637301,89.22211808809747,95.29834426741644,93.34582942830365,79.66260543580131,91.37769447047798,3.842549203373945,34,0.2929292929292929,mixed_profile,,264,269,5,60.06221180880975,39.85713346416289,0.7524255092316432,0.5277777777777778,principal_field_commander,0.7446388259924984,0.04482128971282368,0.0,0.31962,0.68038,eligible_field_commander,False,retain
qualified,acmd_7b449195d1e8,Dom Francisco de Almeida,https://en.wikipedia.org/wiki/Francisco_de_Almeida,early_modern,8,4,0,0,4,5,0.625,0.1907825840338043,60.26241799437676,59.41893158388004,76.7572633552015,34.817244611059046,36.97282099343955,80.13120899718838,41.70571696344892,5,0.2592592592592592,mixed_profile,,360,270,-90,54.658313027179005,39.82779261374154,0.8236127813260377,0.5388888888888889,principal_field_commander,0.9220171705880633,0.048965980873906516,0.0,0.030511,0.969489,eligible_field_commander,False,retain
qualified,acmd_115425e9df1e,Köprülüzade Fazıl Ahmed Pasha,https://en.wikipedia.org/wiki/K%C3%B6pr%C3%BCl%C3%BCzade_Faz%C4%B1l_Ahmed_Pasha,early_modern,7,7,0,0,0,7,1.0,0.1490964133522526,55.01405810684161,76.56982193064667,33.34895345204623,82.75538894095595,58.90346766635426,18.181818181818183,88.89409559512652,24,0.0,battle_dominant,,332,271,-61,56.12181818181818,39.82258539113474,0.8051904026632352,0.525,principal_field_commander,1.0,0.0,0.0,0.0,1.0,eligible_siege_or_engineering_commander,False,retain
solid,acmd_99f8c72f2c47,Józef Poniatowski,https://en.wikipedia.org/wiki/J%C3%B3zef_Poniatowski,revolutionary_napoleonic,16,12,0,0,4,11,0.6875,-0.0839667701545142,26.241799437675727,92.2680412371134,67.13527022805373,77.83505154639175,90.48734770384254,80.13120899718838,31.6776007497657,21,0.1044776119402985,battle_dominant,,239,272,33,61.55388940955952,39.8114996432369,0.7380612430701735,0.505263157894737,principal_field_commander,0.9506811348130222,0.04931886518697772,0.0,0.031382,0.968618,eligible_field_commander,False,retain
qualified,acmd_6b4b1ef1e152,Antipater,https://en.wikipedia.org/wiki/Antipater,ancient,6,5,0,0,1,4,0.6666666666666666,0.3555555555555556,85.52014995313965,38.47235238987816,48.54732895970009,48.21930646672914,34.77038425492034,47.46954076850984,21.46204311152765,9,0.0654205607476635,battle_dominant,,394,273,-121,52.63999999999999,39.80598495450313,0.8460897603354759,0.5750000000000001,principal_field_commander,0.9739317355698395,0.0,0.0,0.029573,0.970427,eligible_field_commander,False,retain
qualified,acmd_5594879510b5,Antonio Ricardos,https://en.wikipedia.org/wiki/Antonio_Ricardos,revolutionary_napoleonic,8,7,0,0,1,8,1.0,0.2317354536549339,65.69821930646673,61.62136832239925,42.752264917213374,2.6241799437675724,63.63636363636363,47.46954076850984,88.89409559512652,0,0.0476190476190476,battle_dominant,,391,274,-117,52.89315838800374,39.76363085602144,0.8417983230459596,0.5722222222222223,principal_field_commander,0.9817740512132437,0.01822594878675635,0.0,0.018226,0.981774,eligible_field_commander,False,retain
solid,acmd_94706e5c910b,Wolfram von Richthofen,https://en.wikipedia.org/wiki/Wolfram_von_Richthofen,world_wars,8,7,1,0,0,5,0.625,0.4,90.81537019681348,60.12183692596064,63.12089971883787,39.22211808809747,66.40112464854732,71.69634489222118,24.69540768509841,6,0.1025641025641025,battle_dominant,,208,275,67,63.80811621368322,39.661398895039255,0.7094477226383,0.5045454545454545,principal_field_commander,0.9496837962032734,0.05031620379672656,0.0,0.0,1.0,eligible_field_commander,False,retain
qualified,acmd_a7659bf3061e,Jacob De la Gardie,https://en.wikipedia.org/wiki/Jacob_De_la_Gardie,early_modern,9,8,0,0,1,8,0.8888888888888888,-0.1471698871683075,19.306466729147143,73.85192127460168,63.12089971883787,84.20805998125586,71.36832239925025,47.46954076850984,75.21087160262418,25,0.0419161676646706,battle_dominant,,378,276,-102,53.93158388003749,39.574677738308374,0.8236464321879866,0.5636363636363636,principal_field_commander,0.9894349361105431,0.010565063889456829,0.0,0.0,1.0,eligible_siege_or_engineering_commander,False,retain
qualified,acmd_e6e35a320933,Simon Grundel-Helmfelt,https://en.wikipedia.org/wiki/Simon_Grundel-Helmfelt,early_modern,5,4,0,0,1,5,1.0,0.3725960241752763,87.44142455482663,17.432052483598877,42.752264917213374,77.83505154639175,10.028116213683225,47.46954076850984,88.89409559512652,21,0.0804597701149425,battle_dominant,,402,277,-125,52.2277038425492,39.56309265234116,0.8463817005851031,0.5800000000000001,principal_field_commander,0.9919593346335625,0.008040665366437471,0.0,0.008041,0.991959,eligible_field_commander,False,retain
qualified,acmd_a5ed4da49974,Kâzım Karabekir,https://en.wikipedia.org/wiki/K%C3%A2z%C4%B1m_Karabekir,world_wars,8,7,0,0,1,6,0.75,0.2838602011792433,72.16494845360825,70.85285848172445,60.09059668853484,34.817244611059046,63.63636363636363,47.46954076850984,35.379568884723525,5,0.0476190476190476,battle_dominant,,272,278,6,59.62363636363636,39.52769808582466,0.7480434353319861,0.545,principal_field_commander,0.945073867490408,0.05492613250959197,0.0,0.06116,0.93884,eligible_field_commander,False,retain
strong,acmd_44893c871e25,Omar Bradley,https://en.wikipedia.org/wiki/Omar_Bradley,world_wars,13,6,7,0,0,12,0.9230769230769232,0.3458305536898178,82.00562324273665,83.41143392689784,67.13527022805373,15.510777881911904,85.66073102155578,97.8444236176195,68.60356138706653,2,0.4827586206896552,operation_heavy,,107,279,172,72.38238050609185,39.5125026270969,0.6268543316915376,0.48333333333333334,unclear_role,0.48566356628798757,0.34831274012765906,0.0,0.531218,0.468782,eligible_field_commander,False,add_high_level_page_caveat
qualified,acmd_2454005fd668,Alexander Vandegrift,https://en.wikipedia.org/wiki/Alexander_Vandegrift,world_wars,6,5,1,0,0,6,1.0,0.4363636363636363,95.12652296157452,28.678537956888476,48.54732895970009,8.481724461105905,40.11246485473289,71.69634489222118,88.89409559512652,1,0.1379310344827586,battle_dominant,,341,280,-61,55.510909090909074,39.47589151702502,0.8012817389248339,0.55,principal_field_commander,0.9434504064332594,0.0,0.0,0.05655,0.94345,eligible_field_commander,False,retain
qualified,acmd_afd57675d6ac,Matthias Corvinus,https://en.wikipedia.org/wiki/Matthias_Corvinus,medieval,7,7,0,0,0,6,0.8571428571428571,0.121498389625123,51.73383317713215,67.10402999062794,44.89222118088097,81.30271790065603,58.90346766635426,18.181818181818183,61.52764761012184,23,0.0,battle_dominant,,371,281,-90,54.23545454545455,39.43374916484911,0.8227262581439028,0.535,principal_field_commander,1.0,0.0,0.0,0.0,1.0,eligible_siege_or_engineering_commander,False,retain
qualified,acmd_2d85610c0fbd,Louis-François de Boufflers,https://en.wikipedia.org/wiki/Louis-Fran%C3%A7ois_de_Boufflers,early_modern,11,9,0,0,2,5,0.4545454545454545,0.2277689687297176,65.13589503280225,63.3552014995314,48.54732895970009,70.80599812558576,79.10028116213684,64.1518275538894,7.403936269915651,18,0.0721649484536082,battle_dominant,,301,282,-19,57.845679475164,39.41309066303312,0.7638051476015956,0.5681818181818182,principal_field_commander,0.968492743248625,0.031507256751374974,0.0,0.0,1.0,eligible_siege_or_engineering_commander,False,retain
qualified,acmd_a33a3d2b6734,George Wootten,https://en.wikipedia.org/wiki/George_Wootten,world_wars,6,6,0,0,0,5,0.8333333333333334,0.4,90.81537019681348,30.17806935332709,44.89222118088097,34.817244611059046,44.56419868791003,18.181818181818183,55.95126522961574,5,0.0,battle_dominant,,428,283,-145,51.26479850046861,39.353742973875356,0.8500000000000001,0.6125,principal_field_commander,1.0,0.0,0.0,0.0,1.0,eligible_field_commander,False,retain
qualified,acmd_72693bc552ea,Fevzi Çakmak,https://en.wikipedia.org/wiki/Fevzi_%C3%87akmak,world_wars,11,9,0,0,2,4,0.3636363636363636,0.1496675637214922,55.10777881911903,69.54076850984067,60.09059668853484,42.68978444236176,79.10028116213684,64.1518275538894,2.061855670103093,7,0.0721649484536082,battle_dominant,,365,284,-81,54.45656982193064,39.274475499822614,0.8220350307785359,0.509375,principal_field_commander,0.9378556239523018,0.06214437604769827,0.0,0.06634,0.93366,eligible_field_commander,False,retain
qualified,acmd_bbd70af8b691,"Henry de Nassau, Lord Overkirk",https://en.wikipedia.org/wiki/Henry_de_Nassau%2C_Lord_Overkirk,early_modern,8,7,0,0,1,6,0.75,0.2246044912413511,64.66729147141518,53.65510777881912,48.54732895970009,68.79100281162137,63.63636363636363,47.46954076850984,45.45454545454545,17,0.0476190476190476,battle_dominant,,322,285,-37,56.623636363636365,39.27250462481365,0.7746690323757568,0.58125,principal_field_commander,0.9849981003308761,0.015001899669123813,0.0,0.0,1.0,eligible_field_commander,False,retain
qualified,acmd_e9ea1d16337e,Maximilian II Emanuel,https://en.wikipedia.org/wiki/Maximilian_II_Emanuel,early_modern,10,8,0,0,2,7,0.7,0.0167128861071998,37.67572633552015,77.60074976569823,63.12089971883787,77.83505154639175,72.82099343955014,64.1518275538894,41.37769447047798,21,0.0804597701149425,battle_dominant,,274,286,12,59.512652296157455,39.26558310654504,0.7434202448651845,0.55,principal_field_commander,0.9716386139245006,0.028361386075499415,0.0,0.0,1.0,eligible_field_commander,False,retain
qualified,acmd_ff62f171a5b7,Jean-Charles Pichegru,https://en.wikipedia.org/wiki/Jean-Charles_Pichegru,revolutionary_napoleonic,12,12,0,0,0,10,0.8333333333333334,0.0964377985950564,48.17244611059044,87.53514526710403,39.80006248047485,15.510777881911904,87.20712277413308,18.181818181818183,55.95126522961574,2,0.0,battle_dominant,,400,287,-113,52.2464854732896,39.22374445647777,0.8358185608445439,0.5928571428571429,principal_field_commander,1.0,0.0,0.0,0.0,1.0,eligible_field_commander,False,retain
qualified,acmd_b61b29d2dc5d,Gonzalo Fernández de Córdoba,https://en.wikipedia.org/wiki/Gonzalo_Fern%C3%A1ndez_de_C%C3%B3rdoba_(1585-1635),early_modern,6,5,0,0,1,5,0.8333333333333334,0.2842859002530665,72.35238987816307,47.09465791940019,48.54732895970009,52.95220243673852,34.77038425492034,47.46954076850984,70.57169634489222,11,0.0654205607476635,battle_dominant,,397,288,-109,52.518425492033735,39.21017037226247,0.842721253557574,0.54375,principal_field_commander,0.9838250079057199,0.01617499209428005,0.0,0.0,1.0,eligible_field_commander,False,retain
qualified,acmd_87bc1f24523a,Nebuchadnezzar II,https://en.wikipedia.org/wiki/Nebuchadnezzar_II,ancient,5,5,0,0,0,4,0.8,0.3555555555555555,84.20805998125586,22.774133083411435,33.34895345204623,92.54920337394564,25.44517338331772,18.181818181818183,48.50046860356139,32,0.0,battle_dominant,,442,289,-153,50.50627928772259,39.17393287253984,0.85,0.65,principal_field_commander,1.0,0.0,0.0,0.0,1.0,eligible_siege_or_engineering_commander,False,retain
qualified,acmd_e0ae4458543c,Gustaf Otto Stenbock,https://en.wikipedia.org/wiki/Gustaf_Otto_Stenbock,early_modern,6,6,0,0,0,6,1.0,0.0790771346348636,45.54826616682287,62.32427366447985,44.89222118088097,81.30271790065603,44.56419868791003,18.181818181818183,88.89409559512652,23,0.0,battle_dominant,,431,290,-141,51.15181818181818,39.1311409090909,0.85,0.6,principal_field_commander,1.0,0.0,0.0,0.0,1.0,eligible_field_commander,False,retain
solid,acmd_748807c2a3ef,Li Zongren,https://en.wikipedia.org/wiki/Li_Zongren,world_wars,13,7,2,0,4,12,0.9230769230769232,0.0226585570255456,38.23805060918463,90.06560449859418,76.81974383005311,52.95220243673852,80.50609184629803,91.61199625117152,77.08528584817245,11,0.3,mixed_profile,,190,291,101,65.26054358013121,39.118618277735806,0.6930988342922899,0.459375,principal_field_commander,0.7274636631319191,0.22561870218851973,0.0,0.26453000000000004,0.73547,eligible_field_commander,False,retain
qualified,acmd_cebdda9039c2,Andrey Yeryomenko,https://en.wikipedia.org/wiki/Andrey_Yeryomenko,world_wars,7,3,4,0,0,7,1.0,0.1520442529301822,55.295220243673846,58.20056232427366,48.54732895970009,29.194001874414244,49.109653233364575,93.0178069353327,88.89409559512652,4,0.5161290322580645,operation_heavy,higher_level_dependent,392,292,-100,52.82636363636363,39.11745355986666,0.8414671901053766,0.52,overall_commander,0.9069410025965753,0.0,0.0,0.583107,0.416893,ambiguous_requires_review,False,add_high_level_page_caveat
solid,acmd_d6cca6c33ce6,"Emmanuel de Grouchy, marquis de Grouchy",https://en.wikipedia.org/wiki/Emmanuel_de_Grouchy%2C_marquis_de_Grouchy,revolutionary_napoleonic,7,7,0,0,0,6,0.8571428571428571,0.3537936476971401,82.94283036551077,68.83786316776008,44.89222118088097,66.44798500468603,58.90346766635426,18.181818181818183,61.52764761012184,16,0.0,battle_dominant,,230,293,63,62.496363636363625,39.116548982196555,0.7041388497580695,0.5555555555555556,principal_field_commander,1.0,0.0,0.0,0.0,1.0,eligible_field_commander,False,retain
solid,acmd_20f3fc1da7f6,Philippe Pétain,https://en.wikipedia.org/wiki/Philippe_P%C3%A9tain,world_wars,10,7,2,0,1,8,0.8,0.1348412033716338,53.23336457357076,71.9306466729147,65.58887847547642,50.32802249297095,73.66447985004686,86.26991565135896,53.42080599812559,10,0.2178770949720671,battle_dominant,,229,294,65,62.5070290534208,39.11502325822942,0.7151657085715278,0.5,principal_field_commander,0.8260665335391504,0.081096373006587,0.0,0.16276400000000002,0.837236,eligible_field_commander,False,retain
qualified,acmd_24c6780391be,Ismail I,https://en.wikipedia.org/wiki/Ismail_I,early_modern,5,5,0,0,0,5,1.0,0.325981320865134,80.03748828491096,54.31115276476102,39.80006248047485,58.80974695407685,25.44517338331772,18.181818181818183,88.89409559512652,13,0.0,battle_dominant,,382,295,-87,53.39235238987816,39.099764102803555,0.8222430283341465,0.5625,principal_field_commander,1.0,0.0,0.0,0.0,1.0,eligible_field_commander,False,retain
qualified,acmd_d8cd9e288efb,Eyre Coote,https://en.wikipedia.org/wiki/Eyre_Coote_(East_India_Company_officer),early_modern,5,4,0,0,1,4,0.8,0.3160862354892205,78.72539831302718,29.89690721649485,48.54732895970009,82.75538894095595,10.028116213683225,47.46954076850984,43.11152764761012,24,0.0804597701149425,battle_dominant,,421,296,-125,51.5290909090909,39.09566984597681,0.8469328140214217,0.5833333333333334,principal_field_commander,0.9931840311587147,0.006815968841285295,0.0,0.007239,0.992761,eligible_field_commander,False,retain
solid,acmd_dd548f765d0c,William III of England,https://en.wikipedia.org/wiki/William_III_of_England,early_modern,17,13,0,0,4,10,0.5882352941176471,-0.0630385338896823,29.24086223055295,88.65979381443299,64.90159325210871,81.30271790065603,91.89315838800376,80.13120899718838,21.087160262418,23,0.0972222222222222,battle_dominant,,237,297,60,61.59512652296158,39.0799533511125,0.719960309511515,0.525,principal_field_commander,0.9501920183102881,0.049807981689711865,0.0,0.024323,0.975677,eligible_siege_or_engineering_commander,False,retain
qualified,acmd_f10aa4b2f7e6,Nabeshima Naoshige,https://en.wikipedia.org/wiki/Nabeshima_Naoshige,early_modern,5,4,0,0,1,4,0.8,0.3112376255353077,78.1630740393627,35.988753514526714,54.99843798812871,66.44798500468603,10.028116213683225,47.46954076850984,43.11152764761012,16,0.0804597701149425,battle_dominant,,418,298,-120,51.64273664479849,39.019157045393555,0.8414583061585934,0.5916666666666667,principal_field_commander,0.9430553743906234,0.0,0.0,0.062322,0.937678,eligible_siege_or_engineering_commander,False,retain
solid,acmd_317a8614d091,Mikhail Miloradovich,https://en.wikipedia.org/wiki/Mikhail_Miloradovich,revolutionary_napoleonic,14,13,0,0,1,12,0.8571428571428571,0.163330985962067,56.70103092783505,91.6588566073102,64.90159325210871,61.34020618556701,90.20618556701032,47.46954076850984,60.35613870665417,14,0.0262172284644194,battle_dominant,,157,299,142,67.96907216494846,39.0090486184979,0.6478910768117265,0.5433333333333333,wing_or_corps_commander,0.9807856495372745,0.019214350462725478,0.0,0.020939,0.979061,eligible_field_commander,False,retain
qualified,acmd_4d67bf69c583,Prince Georg Friedrich of Waldeck,https://en.wikipedia.org/wiki/Prince_Georg_Friedrich_of_Waldeck,early_modern,12,11,0,0,1,10,0.8333333333333334,-0.167311181410772,17.619493908153704,84.16119962511715,63.12089971883787,93.90815370196812,85.2389878163074,47.46954076850984,62.69915651358951,35,0.0308370044052863,battle_dominant,,309,300,-9,57.29803186504218,38.981935020704604,0.7599890709398376,0.5807692307692308,principal_field_commander,0.9896325589309047,0.010367441069095262,0.0,0.0,1.0,eligible_field_commander,False,retain
qualified,acmd_fd8200313bc8,Francisco Verdugo,https://en.wikipedia.org/wiki/Francisco_Verdugo,early_modern,11,10,0,0,1,10,0.9090909090909092,-0.2416667410532955,11.34020618556701,87.16026241799437,60.09059668853484,66.44798500468603,82.14620431115276,47.46954076850984,76.42924086223056,16,0.0338164251207729,battle_dominant,,401,301,-100,52.227741330834114,38.979091415176775,0.8292547307009294,0.6,principal_field_commander,0.9910436993772829,0.008956300622717081,0.0,0.0,1.0,eligible_siege_or_engineering_commander,False,retain
qualified,acmd_11c5afa00705,Hyder Ali,https://en.wikipedia.org/wiki/Hyder_Ali,early_modern,12,10,0,0,2,7,0.5833333333333334,-0.2999421905781123,7.778819119025304,81.30271790065603,64.90159325210871,82.75538894095595,83.27085285848173,64.1518275538894,15.323336457357076,24,0.0654205607476635,battle_dominant,,422,302,-120,51.52577319587628,38.83470799438158,0.8446579801043724,0.5692307692307692,principal_field_commander,0.9881288446763832,0.011871155323616727,0.0,0.002571,0.997429,eligible_field_commander,False,retain
qualified,acmd_3fe70355cfaf,Prince Charles Alexander of Lorraine,https://en.wikipedia.org/wiki/Prince_Charles_Alexander_of_Lorraine,early_modern,13,9,0,0,4,12,0.9230769230769232,-0.2679213339809985,9.653233364573572,87.62886597938144,67.13527022805373,63.68322399250235,82.75538894095595,80.13120899718838,77.08528584817245,15,0.1346153846153846,mixed_profile,,358,303,-55,54.755388940955946,38.82607017649938,0.8024433732023061,0.5346153846153846,principal_field_commander,0.9377405357737986,0.06225946422620142,0.0,0.054174,0.945826,eligible_field_commander,False,retain
qualified,acmd_0da413447226,Stringer Lawrence,https://en.wikipedia.org/wiki/Stringer_Lawrence,early_modern,5,4,0,0,1,5,1.0,0.3490392677325928,82.4742268041237,43.25210871602624,48.54732895970009,34.817244611059046,10.028116213683225,47.46954076850984,88.89409559512652,5,0.0804597701149425,battle_dominant,,429,304,-125,51.230440487347686,38.79934496303596,0.8462004817837346,0.5800000000000001,principal_field_commander,0.9915566261860769,0.008443373813923094,0.0,0.008443,0.991557,eligible_siege_or_engineering_commander,False,retain
solid,acmd_edb3bda06f61,Emperor Taizong of Tang,https://en.wikipedia.org/wiki/Emperor_Taizong_of_Tang,medieval,6,4,0,0,2,6,1.0,0.4035908174503306,92.50234301780694,61.43392689784443,48.54732895970009,88.0506091846298,15.979381443298967,64.1518275538894,88.89409559512652,28,0.1489361702127659,mixed_profile,,172,305,133,66.89727272727272,38.795748209575386,0.6697356546749148,0.4636363636363636,wing_or_corps_commander,0.9134856734758953,0.0865143265241048,0.0,0.086514,0.913486,eligible_field_commander,False,retain
solid,acmd_45cd95fcb06a,Mark W. Clark,https://en.wikipedia.org/wiki/Mark_W._Clark,world_wars,10,6,3,0,1,8,0.8,0.0473987235550239,41.33083411433927,75.16401124648547,92.1587004061231,50.32802249297095,71.36832239925025,88.37863167760075,66.68228678537957,10,0.281437125748503,mixed_profile,,199,306,107,64.49015932521088,38.699448268114544,0.6902915553729739,0.4772727272727273,principal_field_commander,0.8836680042591041,0.11633199574089587,0.0,0.0,1.0,eligible_field_commander,False,retain
qualified,acmd_12defd85a16c,"François, Duke of Guise",https://en.wikipedia.org/wiki/Fran%C3%A7ois%2C_Duke_of_Guise,early_modern,5,5,0,0,0,4,0.8,0.3555555555555555,84.20805998125586,52.67104029990628,33.34895345204623,52.95220243673852,25.44517338331772,18.181818181818183,48.50046860356139,11,0.0,battle_dominant,,432,307,-125,51.09829428303656,38.667924500156204,0.8500000000000001,0.5611111111111111,principal_field_commander,1.0,0.0,0.0,0.0,1.0,eligible_siege_or_engineering_commander,False,retain
qualified,acmd_47f0786e106a,John II Komnenos,https://en.wikipedia.org/wiki/John_II_Komnenos,medieval,6,6,0,0,0,5,0.8333333333333334,0.2751226416973694,71.1340206185567,49.76569821930647,33.34895345204623,73.33645735707591,44.56419868791003,18.181818181818183,55.95126522961574,19,0.0,battle_dominant,,434,308,-126,51.05072164948453,38.646991623711344,0.8500000000000001,0.5625,principal_field_commander,1.0,0.0,0.0,0.0,1.0,eligible_siege_or_engineering_commander,False,retain
qualified,acmd_b318ad730962,Taira no Tomomori,https://en.wikipedia.org/wiki/Taira_no_Tomomori,medieval,7,6,0,0,1,5,0.7142857142857143,0.4,90.81537019681348,23.149015932521085,38.7691346454233,34.817244611059046,51.452671040299904,47.46954076850984,40.11246485473289,5,0.0551181102362204,battle_dominant,,438,309,-129,50.74326148078725,38.50086604334176,0.8430427765143689,0.6,principal_field_commander,0.9845395033652642,0.015460496634735782,0.0,0.0,1.0,eligible_field_commander,False,retain
qualified,acmd_4ba0e9f2b421,Duke Ferdinand of Brunswick-Wolfenbüttel,https://en.wikipedia.org/wiki/Duke_Ferdinand_of_Brunswick-Wolfenb%C3%BCttel,early_modern,14,13,0,0,1,12,0.8571428571428571,-0.0202045208403693,33.45829428303655,77.88191190253045,42.752264917213374,29.194001874414244,90.20618556701032,47.46954076850984,60.35613870665417,4,0.0262172284644194,battle_dominant,,445,310,-135,50.20712277413308,38.49035901986794,0.8459381448495814,0.625,principal_field_commander,0.990973655221292,0.009026344778708105,0.0,0.009544,0.990456,eligible_field_commander,False,retain
qualified,acmd_2c2f7f6f9b6a,Władysław Anders,https://en.wikipedia.org/wiki/W%C5%82adys%C5%82aw_Anders,world_wars,6,5,1,0,0,6,1.0,0.1005807749008342,49.20337394564199,52.20243673851921,60.09059668853484,86.78537956888472,40.11246485473289,71.69634489222118,88.89409559512652,27,0.1379310344827586,battle_dominant,,324,311,-13,56.49363636363636,38.47619629513691,0.7585017179645602,0.5916666666666667,principal_field_commander,0.8936574088351551,0.0,0.0,0.106343,0.893657,eligible_field_commander,False,retain
qualified,acmd_036a20fe18f5,Horace François Bastien Sébastiani de La Porta,https://en.wikipedia.org/wiki/Horace_Fran%C3%A7ois_Bastien_S%C3%A9bastiani_de_La_Porta,revolutionary_napoleonic,8,7,0,0,1,7,0.875,0.0875516549622989,46.67291471415182,71.64948453608247,54.99843798812871,55.95126522961574,63.63636363636363,47.46954076850984,74.60168697282099,12,0.0476190476190476,battle_dominant,,350,312,-38,54.94272727272728,38.46642364246464,0.7913428105183362,0.538888888888889,principal_field_commander,0.9851056055124578,0.014894394487542043,0.0,0.0,1.0,eligible_field_commander,False,retain
qualified,acmd_008e8e0a80eb,Ahmad ibn Ibrahim al-Ghazi,https://en.wikipedia.org/wiki/Ahmad_ibn_Ibrahim_al-Ghazi,early_modern,12,8,0,0,4,4,0.3333333333333333,-0.1334771703260855,20.243673851921272,66.82286785379569,81.56825991877538,97.0946579194002,78.39737582005624,80.13120899718838,1.9212746016869728,43,0.1489361702127659,mixed_profile,,374,313,-61,54.11034676663542,38.45273425495529,0.8086005883848473,0.5153846153846154,principal_field_commander,0.9080013075218829,0.09199869247811716,0.0,0.063107,0.936893,eligible_field_commander,False,retain
qualified,acmd_9b7489f9a753,Gordon Bremer,https://en.wikipedia.org/wiki/Gordon_Bremer,long_nineteenth_century,6,5,0,0,1,4,0.6666666666666666,0.3555555555555556,85.52014995313965,16.166822867853796,48.54732895970009,61.34020618556701,34.77038425492034,47.46954076850984,33.73945641986879,14,0.0654205607476635,battle_dominant,,437,314,-123,50.80757263355201,38.36260613138321,0.8408985884317418,0.5916666666666667,principal_field_commander,0.9797746409594262,0.020225359040573685,0.0,0.0,1.0,eligible_field_commander,False,retain
qualified,acmd_1913cb809197,John II Casimir Vasa,https://en.wikipedia.org/wiki/John_II_Casimir_Vasa,early_modern,10,10,0,0,0,7,0.7,0.0806548260822087,45.82942830365511,81.06841611996252,47.922524211184005,66.44798500468603,80.50609184629803,18.181818181818183,30.2717900656045,16,0.0,battle_dominant,,330,315,-15,56.20993439550141,38.351908906816114,0.7662954720353891,0.5615384615384615,principal_field_commander,1.0,0.0,0.0,0.0,1.0,eligible_siege_or_engineering_commander,False,retain
