score_tier,analytic_commander_id,display_name,canonical_wikipedia_url,primary_era_bucket,engagement_count,battle_count,operation_count,campaign_count,war_count,known_outcome_count,known_outcome_share,outcome_shrunk_raw,component_outcome,component_sustained_scale,component_scope,component_temporal,component_centrality,component_higher_level,component_evidence,active_span_years_nonwar,higher_level_share,page_type_profile_class,caution_flags,rank,rank_role_weighted,rank_change_vs_hierarchical_trust_v2,score_normalized,score_role_weighted,role_adjustment_factor,mean_role_confidence,dominant_role_class,share_direct_field_command,share_unclear_role,share_nominal_or_political,broad_page_contribution_share,battle_siege_page_contribution_share,strict_eligibility,exclude_from_headline_ranking,recommended_action
very_strong,acmd_57806d8d6048,Subutai,https://en.wikipedia.org/wiki/Subutai,medieval,16,13,0,0,3,16,1.0,0.4373213478483282,96.06373008434863,95.50140581068416,68.04123711340206,90.72164948453609,91.37769447047798,75.72633552014996,88.89409559512652,30,0.0747330960854092,battle_dominant,,4,11,7,88.30178069353329,71.30368791002813,0.85,0.8,principal_field_commander,1.0,0.0,0.0,0.048559,0.951441,eligible_field_commander,False,retain
very_strong,acmd_511cecdfe383,"Henri de La Tour d'Auvergne, Viscount of Turenne",https://en.wikipedia.org/wiki/Henri_de_La_Tour_d%27Auvergne%2C_Viscount_of_Turenne,early_modern,20,17,0,0,3,15,0.75,0.383511604586429,88.56607310215557,96.43861293345827,67.69759450171821,95.31396438612931,95.54826616682288,75.72633552014996,51.452671040299904,37,0.0581717451523545,battle_dominant,,12,12,0,85.47985004686036,64.66103631711464,0.8410053024741325,0.5978260869565217,principal_field_commander,0.9800117832758503,0.019988216724149816,0.0,0.0,1.0,eligible_field_commander,False,retain
very_strong,acmd_31e8258ee555,Hubert Gough,https://en.wikipedia.org/wiki/Hubert_Gough,world_wars,22,20,2,0,0,17,0.7727272727272727,0.3555153298351377,83.22399250234301,91.19025304592316,84.70790378006873,68.79100281162137,97.37582005623244,83.0834114339269,44.23617619493909,17,0.074074074074074,battle_dominant,,20,13,-7,83.04029990627929,63.294331175734946,0.841819016288947,0.6217391304347827,principal_field_commander,1.0,0.0,0.0,0.053235,0.946765,eligible_field_commander,False,retain
very_strong,acmd_51ac35eb96a8,"Alexander Farnese, Duke of Parma",https://en.wikipedia.org/wiki/Alexander_Farnese%2C_Duke_of_Parma,early_modern,20,19,0,0,1,18,0.9,0.5011672195454,98.87535145267104,97.00093720712276,67.13527022805373,61.34020618556701,96.3917525773196,47.46954076850984,73.9925023430178,14,0.0180878552971576,battle_dominant,,17,14,-3,83.99250234301782,62.90945208269131,0.8290694761187885,0.6136363636363636,principal_field_commander,0.995451854527541,0.004548145472458925,0.0,0.0,1.0,eligible_siege_or_engineering_commander,False,retain
very_strong,acmd_ed6b2e7bab39,Hannibal,https://en.wikipedia.org/wiki/Hannibal,ancient,27,25,0,0,2,18,0.6666666666666666,0.4021031793997673,92.40862230552952,93.25210871602624,48.54732895970009,99.10965323336455,98.73477038425492,64.1518275538894,22.30552952202437,436,0.0272373540856031,battle_dominant,,25,15,-10,81.60262417994377,62.52371470519429,0.8430903128302876,0.6351851851851853,principal_field_commander,0.9777658759965363,0.011915228563976222,0.0,0.024998,0.975002,eligible_field_commander,False,retain
very_strong,acmd_ac43c188bcf2,Baybars,https://en.wikipedia.org/wiki/Baybars,medieval,10,9,0,0,1,9,0.9,0.4451534626631547,96.25117150890348,84.81724461105904,60.09059668853484,86.78537956888472,77.4601686972821,47.46954076850984,75.82005623242736,27,0.0374331550802139,battle_dominant,,27,16,-11,80.92502343017806,62.099471265067045,0.8455872675419237,0.6300000000000001,principal_field_commander,0.9901939278709414,0.009806072129058518,0.0,0.0,1.0,eligible_siege_or_engineering_commander,False,retain
very_strong,acmd_2ed09394c0e3,Khalid ibn al-Walid,https://en.wikipedia.org/wiki/Khalid_ibn_al-Walid,medieval,41,40,0,0,1,39,0.951219512195122,0.6584657882901493,100.0,99.53139643861292,69.22836613558263,58.80974695407685,99.62511715089036,18.181818181818183,77.31958762886599,13,0.0,battle_dominant,,18,17,-1,83.5801312089972,61.3914635587574,0.8118403488869801,0.6190476190476191,principal_field_commander,0.9976835397221491,0.0023164602778509825,0.0,0.0,1.0,eligible_field_commander,False,retain
strong,acmd_172afb0cb776,Fyodor Tolbukhin,https://en.wikipedia.org/wiki/Fyodor_Tolbukhin,world_wars,13,5,8,0,0,11,0.8461538461538461,0.4812226541295989,98.03186504217432,88.19119025304593,64.90159325210871,22.492970946579195,85.52014995313965,99.01593252108717,72.44611059044048,3,0.5614035087719298,operation_heavy,higher_level_dependent,43,18,-25,79.01686972820991,61.35949219295259,0.8815440653693675,0.5235294117647059,overall_commander,1.0,0.0,0.0,0.547167,0.452833,eligible_field_commander,False,add_high_level_page_caveat
very_strong,acmd_73ed44aa1867,Bernard Montgomery,https://en.wikipedia.org/wiki/Bernard_Montgomery,world_wars,19,9,10,0,0,12,0.631578947368421,0.4764743149418673,97.8444236176195,92.12746016869728,69.00968447360201,48.21930646672914,94.00187441424556,99.53139643861292,18.46298031865042,9,0.4705882352941176,operation_heavy,,21,19,-2,82.21180880974696,61.09809505680336,0.84045380971413,0.5370370370370371,overall_commander,0.9185102551267479,0.0,0.0,0.488638,0.511362,eligible_field_commander,False,add_high_level_page_caveat
very_strong,acmd_680356dbc48c,Louis-Gabriel Suchet,https://en.wikipedia.org/wiki/Louis-Gabriel_Suchet,revolutionary_napoleonic,21,19,0,0,2,19,0.9047619047619048,0.4541656755159531,96.62605435801312,96.25117150890348,63.12089971883787,73.33645735707591,96.71977507029054,64.1518275538894,74.13308341143393,19,0.0355329949238578,battle_dominant,,15,20,5,84.89409559512653,60.944958563218826,0.7971567013163449,0.6022727272727273,principal_field_commander,0.9899609494281908,0.004377126524789116,0.0,0.005759,0.994241,eligible_field_commander,False,retain
very_strong,acmd_70fd3b0db695,Takeda Shingen,https://en.wikipedia.org/wiki/Takeda_Shingen,early_modern,20,20,0,0,0,18,0.9,0.5503991981263464,99.53139643861292,95.0328022492971,33.34895345204623,95.31396438612931,96.86035613870663,18.181818181818183,71.41518275538894,37,0.0,battle_dominant,,32,21,-11,80.02999062792877,60.56891917076127,0.8316788658072594,0.64,principal_field_commander,1.0,0.0,0.0,0.0,1.0,eligible_siege_or_engineering_commander,False,retain
very_strong,acmd_b11217dd158b,Mehmed II,https://en.wikipedia.org/wiki/Mehmed_II,medieval,23,22,0,0,1,21,0.9130434782608696,0.3657025044971093,87.06654170571696,98.87535145267104,69.33770696657295,95.31396438612931,97.65698219306466,47.46954076850984,73.00843486410497,37,0.0156599552572706,battle_dominant,,13,22,9,85.11152764761013,60.38334049712341,0.7902503507525221,0.5910714285714286,principal_field_commander,0.9820707669101101,0.01792923308988994,0.0,0.01843,0.98157,eligible_siege_or_engineering_commander,False,retain
very_strong,acmd_4eeecd36522d,"Sébastien Le Prestre, Marquis of Vauban",https://en.wikipedia.org/wiki/S%C3%A9bastien_Le_Prestre%2C_Marquis_of_Vauban,early_modern,16,13,0,0,3,13,0.8125,0.5631280820721596,99.71883786316776,91.94001874414246,63.12089971883787,90.72164948453609,91.37769447047798,75.72633552014996,60.63730084348641,30,0.0747330960854092,battle_dominant,,5,23,18,86.81443298969073,60.01047680412372,0.7,0.95,siege_engineer_or_specialist,0.0,0.0,0.0,0.0,1.0,eligible_siege_or_engineering_commander,False,retain
strong,acmd_6970e6b60c26,Saladin,https://en.wikipedia.org/wiki/Saladin,medieval,21,21,0,0,0,11,0.5238095238095238,0.4956592636799631,98.6879100281162,92.03373945641988,39.80006248047485,89.31583880037488,97.1883786316776,18.181818181818183,10.21555763823805,29,0.0,battle_dominant,,60,24,-36,77.2464854732896,59.914305295220245,0.85,0.65,principal_field_commander,1.0,0.0,0.0,0.0,1.0,eligible_siege_or_engineering_commander,False,retain
strong,acmd_4553085c23c9,Fedor von Bock,https://en.wikipedia.org/wiki/Fedor_von_Bock,world_wars,18,13,5,0,0,13,0.7222222222222222,0.4204047595185458,93.43955014058108,95.22024367385193,69.00968447360201,22.492970946579195,94.00187441424556,95.64198687910029,27.928772258669166,3,0.2352941176470588,battle_dominant,,50,25,-25,78.41705716963448,59.886772221495185,0.8566631587407462,0.5659090909090909,principal_field_commander,1.0,0.0,0.0,0.43661,0.56339,eligible_field_commander,False,add_high_level_page_caveat
