rank,score_normalized,score_tier,analytic_commander_id,display_name,canonical_wikipedia_url,primary_era_bucket,engagement_count,battle_count,operation_count,campaign_count,war_count,known_outcome_count,known_outcome_share,outcome_shrunk_raw,component_outcome,component_sustained_scale,component_scope,component_temporal,component_centrality,component_higher_level,component_evidence,active_span_years_nonwar,higher_level_share,page_type_profile_class,caution_flags,broad_page_contribution_share,battle_siege_page_contribution_share,strict_eligibility,exclude_from_headline_ranking,recommended_action,high_level_cap,high_level_cap_adjustment_factor,score_high_level_capped,rank_high_level_capped,rank_change_vs_hierarchical_trust_v2
896,31.752089971883787,qualified,acmd_76bbbddb244e,Afonso V of Portugal,https://en.wikipedia.org/wiki/Afonso_V_of_Portugal,medieval,5,4,1,0,0,3,0.6,-0.2130306154330093,13.776944704779757,17.66635426429241,48.54732895970009,86.78537956888472,17.94751640112465,71.69634489222118,23.523898781630734,27,0.1666666666666666,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,31.752089971883787,866,-30
897,31.63051546391753,qualified,acmd_ca2206e3956a,August Kork,https://en.wikipedia.org/wiki/August_Kork,world_wars,8,6,0,0,2,5,0.625,-0.2162420606283224,13.495782567947517,47.28209934395501,54.99843798812871,2.6241799437675724,54.9671977507029,64.1518275538894,31.490159325210872,0,0.1044776119402985,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,31.63051546391753,867,-30
898,31.617300843486404,qualified,acmd_917fcfda63e2,Abu Omar al-Shishani,https://en.wikipedia.org/wiki/Abu_Omar_al-Shishani,contemporary,7,4,1,0,2,3,0.4285714285714285,-0.3,6.982193064667292,36.55107778819119,73.71134020618557,22.492970946579195,37.30084348641049,81.630740393627,5.670103092783505,3,0.2727272727272727,mixed_profile,,0.086681,0.913319,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,31.617300843486404,868,-30
900,31.506298031865047,qualified,acmd_06efa9a8a197,"Jean d'Estrées, Count of Estrées",https://en.wikipedia.org/wiki/Jean_d%27Estr%C3%A9es%2C_Count_of_Estr%C3%A9es,early_modern,7,4,0,0,3,5,0.7142857142857143,-0.3513575197396683,4.5923149015932525,39.55014058106842,60.09059668853484,34.817244611059046,32.239925023430175,75.72633552014996,54.170571696344894,5,0.2079207920792078,mixed_profile,,0.060803,0.939197,eligible_field_commander,False,retain,0.4,1.0,31.506298031865047,869,-31
901,31.32363636363636,qualified,acmd_d38f47d2ad5a,Josef Philipp Vukassovich,https://en.wikipedia.org/wiki/Josef_Philipp_Vukassovich,revolutionary_napoleonic,6,6,0,0,0,6,1.0,-0.3571358271669509,3.1865042174320526,51.218369259606376,39.80006248047485,48.21930646672914,44.56419868791003,18.181818181818183,88.89409559512652,9,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,31.32363636363636,870,-31
902,31.26314901593252,qualified,acmd_a6ac1f45b75a,Nitta Yoshisada,https://en.wikipedia.org/wiki/Nitta_Yoshisada,medieval,8,7,0,0,1,5,0.625,-0.3675901272012656,2.9053420805998127,52.483598875351454,48.54732895970009,34.817244611059046,63.63636363636363,47.46954076850984,18.837863167760077,5,0.0476190476190476,battle_dominant,,0.040512,0.959488,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,31.26314901593252,871,-31
903,31.22967197750703,qualified,acmd_c190dfd80d38,Hans-Valentin Hube,https://en.wikipedia.org/wiki/Hans-Valentin_Hube,world_wars,7,3,4,0,0,5,0.7142857142857143,-0.4,2.108716026241799,40.06560449859419,60.09059668853484,15.510777881911904,49.109653233364575,93.0178069353327,54.170571696344894,2,0.5161290322580645,operation_heavy,higher_level_dependent,0.389494,0.610506,eligible_field_commander,False,retain,0.4,1.0,31.22967197750703,872,-31
904,31.21821930646673,qualified,acmd_ca2856306eb6,Marian Langiewicz,https://en.wikipedia.org/wiki/Marian_Langiewicz,long_nineteenth_century,5,5,0,0,0,5,1.0,0.1032557037925835,49.671977507029055,26.94470477975633,27.553889409559517,2.6241799437675724,25.44517338331772,18.181818181818183,88.89409559512652,0,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,31.21821930646673,873,-31
905,31.215576382380505,qualified,acmd_712d418b6774,Johann von Werth,https://en.wikipedia.org/wiki/Johann_von_Werth,early_modern,7,7,0,0,0,4,0.5714285714285714,-0.0887474459344716,25.960637300843487,29.6157450796626,27.553889409559517,58.80974695407685,58.90346766635426,18.181818181818183,14.29240862230553,13,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,31.215576382380505,874,-31
907,31.18650421743205,qualified,acmd_23cb29e8ff77,Francesco Morosini,https://en.wikipedia.org/wiki/Francesco_Morosini,early_modern,6,4,0,0,2,3,0.5,-0.261618039739312,10.028116213683225,14.948453608247425,54.99843798812871,96.53233364573572,15.979381443298967,64.1518275538894,8.66916588566073,40,0.1489361702127659,mixed_profile,,0.06397,0.93603,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,31.18650421743205,875,-32
908,30.94247422680413,qualified,acmd_738aa21471ec,Luigi Capello,https://en.wikipedia.org/wiki/Luigi_Capello,world_wars,5,5,0,0,0,3,0.6,0.0064668888430966,36.6447985004686,14.104967197750703,56.46672914714153,34.817244611059046,25.44517338331772,18.181818181818183,16.869728209934394,5,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,30.94247422680413,876,-32
909,30.904592314901592,qualified,acmd_31dddb4667e4,Mikhail Tukhachevsky,https://en.wikipedia.org/wiki/Mikhail_Tukhachevsky,world_wars,9,3,1,0,5,5,0.5555555555555556,-0.3269714272116023,5.435801312089971,46.95407685098407,65.58887847547642,2.6241799437675724,37.39456419868791,90.39362699156511,35.051546391752574,0,0.4594594594594594,war_campaign_heavy,,0.091286,0.908714,eligible_field_commander,False,retain,0.4,1.0,30.904592314901592,877,-32
910,30.752183692596063,qualified,acmd_06694e2efd20,"Frederick William, the Great Elector",https://en.wikipedia.org/wiki/Frederick_William%2C_the_Great_Elector,early_modern,5,3,0,0,2,3,0.6,0.0439991948302136,40.955951265229615,11.34020618556701,54.99843798812871,22.492970946579195,2.95220243673852,64.1518275538894,20.61855670103093,3,0.1891891891891891,mixed_profile,,0.011331,0.988669,eligible_field_commander,False,retain,0.4,1.0,30.752183692596063,878,-32
911,30.656157450796627,qualified,acmd_0a79790e9e80,Fidel Castro,https://en.wikipedia.org/wiki/Fidel_Castro,cold_war,6,4,1,0,1,3,0.5,-0.2859037688883546,8.52858481724461,19.0253045923149,65.58887847547642,52.95220243673852,32.56794751640113,78.25679475164011,8.66916588566073,11,0.2233009708737863,mixed_profile,,0.003287,0.996713,eligible_field_commander,False,retain,0.4,1.0,30.656157450796627,879,-32
912,30.607703842549203,qualified,acmd_d2f014f31c7c,Anne Hilarion de Tourville,https://en.wikipedia.org/wiki/Anne_Hilarion_de_Tourville,early_modern,5,4,0,0,1,4,0.8,0.0879040232041003,46.76663542642924,3.795688847235239,42.752264917213374,22.492970946579195,10.028116213683225,47.46954076850984,66.68228678537957,3,0.0804597701149425,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,30.607703842549203,880,-32
913,30.59537019681349,qualified,acmd_7472b51acb74,Aeneas de Caprara,https://en.wikipedia.org/wiki/Aeneas_de_Caprara,early_modern,5,5,0,0,0,4,0.8,0.0959118732052686,47.985004686035616,5.670103092783505,23.570759137769446,52.95220243673852,25.44517338331772,18.181818181818183,48.50046860356139,11,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,30.59537019681349,881,-32
914,30.575107778819117,qualified,acmd_26f3ab303817,Nikolai Ivanov,https://en.wikipedia.org/wiki/Nikolai_Ivanov_(general),world_wars,7,4,3,0,0,3,0.4285714285714285,0.0481300763250795,41.424554826616685,1.7806935332708531,38.7691346454233,8.481724461105905,53.79568884723523,89.12839737582006,5.670103092783505,1,0.375,operation_heavy,sparse_higher_level_evidence,0.237465,0.762535,eligible_field_commander,False,retain,0.4,1.0,30.575107778819117,882,-32
915,30.54955951265229,qualified,acmd_6966c4c45122,Heinrich von Vietinghoff,https://en.wikipedia.org/wiki/Heinrich_von_Vietinghoff,world_wars,5,2,3,0,0,3,0.6,0.0177369498142183,37.86316776007498,8.997188378631678,48.54732895970009,22.492970946579195,5.342080599812558,86.92596063730085,39.4095595126523,3,0.5,operation_heavy,higher_level_dependent,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,30.54955951265229,883,-32
916,30.54251171508903,qualified,acmd_add757a1e03f,Michał Serwacy Wiśniowiecki,https://en.wikipedia.org/wiki/Micha%C5%82_Serwacy_Wi%C5%9Bniowiecki,early_modern,5,5,0,0,0,5,1.0,-0.0464246043115217,31.302717900656045,31.208997188378635,27.553889409559517,39.22211808809747,25.44517338331772,18.181818181818183,88.89409559512652,6,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,30.54251171508903,884,-32
918,30.42005623242736,qualified,acmd_d499dcd15f56,Hurshid Pasha,https://en.wikipedia.org/wiki/Hurshid_Pasha,revolutionary_napoleonic,5,5,0,0,0,4,0.8,-0.1272955034086302,21.087160262418,36.22305529522024,39.80006248047485,52.95220243673852,25.44517338331772,18.181818181818183,48.50046860356139,11,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,30.42005623242736,885,-33
919,30.41477038425492,qualified,acmd_ebdec0301f04,Wilhelm von Knyphausen,https://en.wikipedia.org/wiki/Wilhelm_von_Knyphausen,early_modern,5,5,0,0,0,5,1.0,0.16,56.41986879100281,3.0459231490159326,21.46204311152765,22.492970946579195,25.44517338331772,18.181818181818183,88.89409559512652,3,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,30.41477038425492,886,-33
920,30.385698219306462,qualified,acmd_52afe4fd3e89,Chūichi Nagumo,https://en.wikipedia.org/wiki/Ch%C5%ABichi_Nagumo,world_wars,6,5,1,0,0,5,0.8333333333333334,-0.2067428535994983,14.15182755388941,32.94283036551078,48.54732895970009,22.492970946579195,40.11246485473289,71.69634489222118,52.905342080599816,3,0.1379310344827586,battle_dominant,,0.193257,0.806743,eligible_field_commander,False,retain,0.4,1.0,30.385698219306462,887,-33
921,30.36176194939081,qualified,acmd_7cf0dd7c83d7,Minoru Sasaki,https://en.wikipedia.org/wiki/Minoru_Sasaki,world_wars,9,9,0,0,0,9,1.0,-0.3397298638325545,5.060918462980318,66.9165885660731,23.570759137769446,2.6241799437675724,74.92970946579194,18.181818181818183,88.89409559512652,0,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,30.36176194939081,888,-33
922,30.287910028116208,qualified,acmd_bb97f12d2f5c,Maarten Schenck van Nydeggen,https://en.wikipedia.org/wiki/Maarten_Schenck_van_Nydeggen,early_modern,6,5,0,0,1,4,0.6666666666666666,-0.3555555555555555,3.701968134957825,44.42361761949391,54.99843798812871,45.54826616682287,34.77038425492034,47.46954076850984,33.73945641986879,8,0.0654205607476635,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,30.287910028116208,889,-33
923,30.251790065604496,qualified,acmd_5585906a6277,Józef Potocki,https://en.wikipedia.org/wiki/J%C3%B3zef_Potocki,early_modern,5,4,0,0,1,3,0.6,-0.0224815628753992,33.364573570759134,20.52483598875352,48.54732895970009,39.22211808809747,10.028116213683225,47.46954076850984,12.886597938144329,6,0.0804597701149425,battle_dominant,,0.074939,0.925061,eligible_field_commander,False,retain,0.4,1.0,30.251790065604496,890,-33
924,30.216551077788186,qualified,acmd_16ece86eb82d,José Miaja,https://en.wikipedia.org/wiki/Jos%C3%A9_Miaja,world_wars,7,6,0,0,1,4,0.5714285714285714,-0.1779664652320716,16.96344892221181,40.72164948453608,54.99843798812871,8.481724461105905,51.452671040299904,47.46954076850984,11.90253045923149,1,0.0551181102362204,battle_dominant,,0.052236,0.947764,eligible_field_commander,False,retain,0.4,1.0,30.216551077788186,891,-33
925,30.125810684161195,qualified,acmd_254a69c3e905,Nikola Ivanov,https://en.wikipedia.org/wiki/Nikola_Ivanov,long_nineteenth_century,5,3,0,0,2,3,0.6,0.132251196421693,52.76476101218369,2.436738519212746,48.54732895970009,8.481724461105905,2.95220243673852,64.1518275538894,20.61855670103093,1,0.1891891891891891,mixed_profile,,0.086911,0.913089,eligible_field_commander,False,retain,0.4,1.0,30.125810684161195,892,-33
926,30.10026241799437,qualified,acmd_417f75b154bc,Pietro Frugoni,https://en.wikipedia.org/wiki/Pietro_Frugoni,world_wars,6,6,0,0,0,5,0.8333333333333334,0.1379791731032891,53.42080599812559,10.449859418931585,23.570759137769446,8.481724461105905,44.56419868791003,18.181818181818183,55.95126522961574,1,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,30.10026241799437,893,-33
927,30.082642924086212,qualified,acmd_68389ddc0f8a,Baldwin I of Jerusalem,https://en.wikipedia.org/wiki/Baldwin_I_of_Jerusalem,medieval,11,11,0,0,0,3,0.2727272727272727,-0.2362853663453475,11.808809746954076,31.95876288659793,27.553889409559517,66.44798500468603,84.20805998125586,18.181818181818183,0.6560449859418931,16,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,30.082642924086212,894,-33
928,29.966354264292413,qualified,acmd_1801a77f8f17,Looking Glass,https://en.wikipedia.org/wiki/Looking_Glass_(Native_American_leader),long_nineteenth_century,5,4,0,0,1,5,1.0,0.0738178873438292,44.98594189315839,15.463917525773196,38.7691346454233,2.6241799437675724,10.028116213683225,47.46954076850984,88.89409559512652,0,0.0804597701149425,battle_dominant,,0.076977,0.923023,eligible_field_commander,False,retain,0.4,1.0,29.966354264292413,895,-33
929,29.958181818181817,qualified,acmd_4ff8c7730586,"Maximilian Anton Karl, Count Baillet de Latour",https://en.wikipedia.org/wiki/Maximilian_Anton_Karl%2C_Count_Baillet_de_Latour,revolutionary_napoleonic,7,7,0,0,0,6,0.8571428571428571,-0.2834442489773315,8.622305529522025,53.65510777881912,39.80006248047485,15.510777881911904,58.90346766635426,18.181818181818183,61.52764761012184,2,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,29.958181818181817,896,-33
930,29.821874414245546,qualified,acmd_a37de8e58900,Kikkawa Motoharu,https://en.wikipedia.org/wiki/Kikkawa_Motoharu,early_modern,5,5,0,0,0,3,0.6,0.0271432843124035,38.89409559512652,1.218369259606373,21.46204311152765,90.72164948453609,25.44517338331772,18.181818181818183,16.869728209934394,30,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,29.821874414245546,897,-33
932,29.69237113402061,qualified,acmd_19bb30f6cc7c,Frederick I of Sweden,https://en.wikipedia.org/wiki/Frederick_I_of_Sweden,early_modern,5,4,0,0,1,4,0.8,-0.1829060799542813,16.40112464854733,28.30365510777882,42.752264917213374,66.44798500468603,10.028116213683225,47.46954076850984,43.11152764761012,16,0.0804597701149425,battle_dominant,,0.039336,0.960664,eligible_field_commander,False,retain,0.4,1.0,29.69237113402061,898,-34
933,29.68356138706654,qualified,acmd_ed227b9bc2a8,Ali Fuat Cebesoy,https://en.wikipedia.org/wiki/Ali_Fuat_Cebesoy,world_wars,5,5,0,0,0,3,0.6,0.0361914395601164,40.11246485473289,27.366447985004687,33.34895345204623,29.194001874414244,25.44517338331772,18.181818181818183,16.869728209934394,4,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,29.68356138706654,899,-34
505,48.21662605435801,qualified,acmd_6560617d667e,Abu Bakr al-Baghdadi,https://en.wikipedia.org/wiki/Abu_Bakr_al-Baghdadi,contemporary,26,6,7,0,13,8,0.3076923076923077,-0.4761546341409868,0.4686035613870665,95.40768509840674,80.08434864104967,34.817244611059046,93.34582942830365,99.90627928772258,1.218369259606373,5,0.628482972136223,war_campaign_heavy,higher_level_dependent | higher_level_low_evidence_combo,0.630683,0.369317,eligible_field_commander,False,add_high_level_page_caveat,0.4,0.6155283333333333,29.67869947419556,900,395
936,29.544545454545453,qualified,acmd_464a152ea947,Johann von Hiller,https://en.wikipedia.org/wiki/Johann_von_Hiller,revolutionary_napoleonic,6,6,0,0,0,6,1.0,-0.2312076158363319,12.558575445173384,49.2970946579194,27.553889409559517,29.194001874414244,44.56419868791003,18.181818181818183,88.89409559512652,4,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,29.544545454545453,901,-35
937,29.497675726335515,qualified,acmd_39b8b8e248d8,Osman Nuri Pasha,https://en.wikipedia.org/wiki/Osman_Nuri_Pasha,long_nineteenth_century,5,5,0,0,0,4,0.8,-0.2335481775972907,12.089971883786315,35.379568884723525,33.34895345204623,79.70946579194002,25.44517338331772,18.181818181818183,48.50046860356139,22,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,29.497675726335515,902,-35
938,29.48886597938144,qualified,acmd_cee242d82909,Koos de la Rey,https://en.wikipedia.org/wiki/Koos_de_la_Rey,long_nineteenth_century,11,10,0,0,1,5,0.4545454545454545,-0.3805842036701915,2.8116213683223994,49.01593252108716,42.752264917213374,22.492970946579195,82.14620431115276,47.46954076850984,4.779756326148079,3,0.0338164251207729,battle_dominant,,0.02427,0.97573,eligible_field_commander,False,retain,0.4,1.0,29.48886597938144,903,-35
939,29.43512652296157,qualified,acmd_4333fd349fa7,Pontiac,https://en.wikipedia.org/wiki/Pontiac_(Odawa_leader),early_modern,5,3,0,0,2,4,0.8,-0.0942968173608838,25.398313027179007,18.837863167760077,48.54732895970009,45.54826616682287,2.95220243673852,64.1518275538894,36.17619493908153,8,0.1891891891891891,mixed_profile,,0.083237,0.916763,eligible_field_commander,False,retain,0.4,1.0,29.43512652296157,904,-35
940,29.34086223055295,qualified,acmd_dd1d45921b13,Alexander Hamilton,https://en.wikipedia.org/wiki/Alexander_Hamilton,early_modern,5,5,0,0,0,5,1.0,-0.0673936520195359,28.959700093720716,31.208997188378635,27.553889409559517,34.817244611059046,25.44517338331772,18.181818181818183,88.89409559512652,5,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,29.34086223055295,905,-35
941,29.220168697282094,qualified,acmd_fdfc24f1748e,Najib ad-Dawlah,https://en.wikipedia.org/wiki/Najib_ad-Dawlah,early_modern,5,3,0,0,2,4,0.8,-0.2238069491741129,13.120899718837864,28.069353327085285,54.99843798812871,42.68978444236176,2.95220243673852,64.1518275538894,66.68228678537957,7,0.1891891891891891,mixed_profile,,0.08352,0.91648,eligible_field_commander,False,retain,0.4,1.0,29.220168697282094,906,-35
942,29.11092783505154,qualified,acmd_28c20161a0d0,Jacques-François Menou,https://en.wikipedia.org/wiki/Jacques-Fran%C3%A7ois_Menou,revolutionary_napoleonic,7,7,0,0,0,4,0.5714285714285714,-0.2169129046884945,13.402061855670103,42.549203373945645,33.34895345204623,45.54826616682287,58.90346766635426,18.181818181818183,14.29240862230553,8,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,29.11092783505154,907,-35
943,29.107403936269915,qualified,acmd_84c77f1736ab,Muhammad Ahmad,https://en.wikipedia.org/wiki/Muhammad_Ahmad,long_nineteenth_century,5,4,0,0,1,5,1.0,-0.0137958776142325,34.58294283036551,20.29053420805998,38.7691346454233,15.510777881911904,10.028116213683225,47.46954076850984,88.89409559512652,2,0.0804597701149425,battle_dominant,,0.03449,0.96551,eligible_field_commander,False,retain,0.4,1.0,29.107403936269915,908,-35
944,29.056307403936263,qualified,acmd_6194f1e14ba0,Theepan,https://en.wikipedia.org/wiki/Theepan,contemporary,5,5,0,0,0,5,1.0,-0.1243885523774449,21.55576382380506,21.602624179943767,27.553889409559517,66.44798500468603,25.44517338331772,18.181818181818183,88.89409559512652,16,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,29.056307403936263,909,-35
945,29.05278350515464,qualified,acmd_94d6a8436561,Julián Romero,https://en.wikipedia.org/wiki/Juli%C3%A1n_Romero,early_modern,5,5,0,0,0,4,0.8,-0.0480716623980689,31.021555763823805,13.120899718837864,23.570759137769446,73.33645735707591,25.44517338331772,18.181818181818183,48.50046860356139,19,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,29.05278350515464,910,-35
946,29.04749765698219,qualified,acmd_47f5fbfb2f37,Roman emperor,https://en.wikipedia.org/wiki/Roman_emperor,ancient,5,5,0,0,0,4,0.8,-0.1692299304613882,17.38519212746017,16.166822867853796,27.553889409559517,99.10965323336455,25.44517338331772,18.181818181818183,48.50046860356139,119,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,29.04749765698219,911,-35
947,29.04133083411434,qualified,acmd_fd9c4bfc72cd,Marquis de Lafayette,https://en.wikipedia.org/wiki/Marquis_de_Lafayette,early_modern,6,5,0,0,1,5,0.8333333333333334,-0.1657964929012382,17.80693533270853,26.94470477975633,42.752264917213374,29.194001874414244,34.77038425492034,47.46954076850984,70.57169634489222,4,0.0654205607476635,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,29.04133083411434,912,-35
948,28.954114339268973,qualified,acmd_abf6562167ae,Józef Bem,https://en.wikipedia.org/wiki/J%C3%B3zef_Bem,long_nineteenth_century,6,6,0,0,0,5,0.8333333333333334,-0.1962510930912146,15.089034676663545,30.2717900656045,23.570759137769446,70.80599812558576,44.56419868791003,18.181818181818183,55.95126522961574,18,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,28.954114339268973,913,-35
302,57.61363636363637,qualified,acmd_dab7c12ffcfd,James Somerville,https://en.wikipedia.org/wiki/James_Somerville,world_wars,8,3,5,0,0,7,0.875,0.2156790516012876,63.3552014995314,56.60731021555764,60.09059668853484,29.194001874414244,58.90346766635426,95.64198687910029,74.60168697282099,4,0.5714285714285714,operation_heavy,higher_level_dependent,0.699001,0.300999,ambiguous_requires_review,False,add_high_level_page_caveat,0.4,0.501665,28.90274488636364,914,612
949,28.854564198687907,qualified,acmd_4172803fa3bf,Sefer Halilović,https://en.wikipedia.org/wiki/Sefer_Halilovi%C4%87,contemporary,5,3,0,0,2,3,0.6,-0.01875,33.92689784442362,25.866916588566077,54.99843798812871,2.6241799437675724,2.95220243673852,64.1518275538894,20.61855670103093,0,0.1891891891891891,mixed_profile,,0.161436,0.838564,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,28.854564198687907,915,-34
950,28.75090909090909,qualified,acmd_4c72c4e7c973,Michelangelo Alessandro Colli-Marchi,https://en.wikipedia.org/wiki/Michelangelo_Alessandro_Colli-Marchi,revolutionary_napoleonic,6,6,0,0,0,6,1.0,-0.308555686335948,6.091846298031865,54.9203373945642,33.34895345204623,22.492970946579195,44.56419868791003,18.181818181818183,88.89409559512652,3,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,28.75090909090909,916,-34
951,28.685417057169627,qualified,acmd_947bbc18bdaa,Tej Singh,https://en.wikipedia.org/wiki/Tej_Singh,long_nineteenth_century,5,3,0,0,2,4,0.8,-0.1451572092153809,19.40018744142456,23.289597000937206,48.54732895970009,48.21930646672914,2.95220243673852,64.1518275538894,36.17619493908153,9,0.1891891891891891,mixed_profile,,0.35028,0.64972,eligible_field_commander,False,retain,0.4,1.0,28.685417057169627,917,-34
754,38.019194001874425,qualified,acmd_f9b9ec278dc3,Hoàng Xuân Lãm,https://en.wikipedia.org/wiki/Ho%C3%A0ng_Xu%C3%A2n_L%C3%A3m,cold_war,7,1,5,0,1,4,0.5714285714285714,0.0267968652670549,38.80037488284911,12.558575445173384,59.1377694470478,42.68978444236176,36.73851921274602,96.34489222118088,35.66073102155576,7,0.8130841121495327,operation_heavy,higher_level_dependent | thin_battle_anchor,0.547736,0.452264,ambiguous_requires_review,False,add_high_level_page_caveat,0.4,0.7537733333333334,28.65785459343956,918,164
953,28.58674789128397,qualified,acmd_a3b8ce57a79d,Binod Singh,https://en.wikipedia.org/wiki/Binod_Singh,early_modern,5,5,0,0,0,5,1.0,0.0095729026299321,36.92596063730084,13.636363636363637,23.570759137769446,39.22211808809747,25.44517338331772,18.181818181818183,88.89409559512652,6,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,28.58674789128397,919,-34
954,28.54181818181818,qualified,acmd_7b64d2665dbb,Osman Digna,https://en.wikipedia.org/wiki/Osman_Digna,long_nineteenth_century,5,4,0,0,1,5,1.0,-0.4,2.108716026241799,34.34864104967198,48.54732895970009,61.34020618556701,10.028116213683225,47.46954076850984,88.89409559512652,14,0.0804597701149425,battle_dominant,,0.03449,0.96551,eligible_field_commander,False,retain,0.4,1.0,28.54181818181818,920,-34
955,28.45636363636364,qualified,acmd_f735118336f9,Petrus Johannes Liebenberg,https://en.wikipedia.org/wiki/Petrus_Johannes_Liebenberg,long_nineteenth_century,8,7,0,0,1,6,0.75,-0.412503074364117,1.3120899718837862,43.86129334582943,42.752264917213374,22.492970946579195,63.63636363636363,47.46954076850984,35.379568884723525,3,0.0476190476190476,battle_dominant,,0.02734,0.97266,eligible_field_commander,False,retain,0.4,1.0,28.45636363636364,921,-34
821,35.485660731021554,qualified,acmd_27b0aa728439,Erhard Raus,https://en.wikipedia.org/wiki/Erhard_Raus,world_wars,8,2,6,0,0,6,0.75,-0.2993829344686307,7.872539831302718,43.95501405810684,60.09059668853484,22.492970946579195,55.81068416119962,97.0946579194002,59.93439550140581,3,0.7058823529411765,operation_heavy,higher_level_dependent,0.519419,0.480581,ambiguous_requires_review,False,add_high_level_page_caveat,0.4,0.8009683333333335,28.422890532958455,922,101
956,28.41936269915651,qualified,acmd_04c6aebbfbcc,Shimazu Iehisa,https://en.wikipedia.org/wiki/Shimazu_Iehisa,early_modern,6,6,0,0,0,4,0.6666666666666666,-0.0254695020573987,33.177132146204315,16.635426429240862,23.570759137769446,48.21930646672914,44.56419868791003,18.181818181818183,26.14807872539831,9,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,28.41936269915651,923,-33
957,28.31276476101218,qualified,acmd_5ff0152d6088,Frederik van den Bergh,https://en.wikipedia.org/wiki/Frederik_van_den_Bergh,early_modern,5,5,0,0,0,5,1.0,-0.1120789093566801,22.914714151827557,26.94470477975633,27.553889409559517,48.21930646672914,25.44517338331772,18.181818181818183,88.89409559512652,9,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,28.31276476101218,924,-33
959,28.24273664479849,qualified,acmd_5395ce28cf28,Archduke Eugen of Austria,https://en.wikipedia.org/wiki/Archduke_Eugen_of_Austria,world_wars,8,8,0,0,0,6,0.75,-0.2214333648302751,13.214620431115277,37.20712277413308,33.34895345204623,15.510777881911904,68.50984067478912,18.181818181818183,37.76944704779756,2,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,28.24273664479849,925,-34
960,27.829990627928773,qualified,acmd_c92d161eee43,Józef Zajączek,https://en.wikipedia.org/wiki/J%C3%B3zef_Zaj%C4%85czek,revolutionary_napoleonic,5,5,0,0,0,5,1.0,-0.2283618284559066,12.839737582005622,26.94470477975633,27.553889409559517,70.80599812558576,25.44517338331772,18.181818181818183,88.89409559512652,18,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,27.829990627928773,926,-34
