rank,score_normalized,score_tier,analytic_commander_id,display_name,canonical_wikipedia_url,primary_era_bucket,engagement_count,battle_count,operation_count,campaign_count,war_count,known_outcome_count,known_outcome_share,outcome_shrunk_raw,component_outcome,component_sustained_scale,component_scope,component_temporal,component_centrality,component_higher_level,component_evidence,active_span_years_nonwar,higher_level_share,page_type_profile_class,caution_flags,broad_page_contribution_share,battle_siege_page_contribution_share,strict_eligibility,exclude_from_headline_ranking,recommended_action,high_level_cap,high_level_cap_adjustment_factor,score_high_level_capped,rank_high_level_capped,rank_change_vs_hierarchical_trust_v2
1,91.36363636363636,elite,acmd_48ef72a8fdfd,Alexander Suvorov,https://en.wikipedia.org/wiki/Alexander_Suvorov,revolutionary_napoleonic,20,19,0,0,1,18,0.9,0.5853481383649944,99.81255857544518,97.9381443298969,85.11402686660419,91.89315838800376,96.3917525773196,47.46954076850984,73.9925023430178,31,0.0180878552971576,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,91.36363636363636,1,0
2,88.55014058106843,very_strong,acmd_fe8dcb104442,"Maurice, Prince of Orange",https://en.wikipedia.org/wiki/Maurice%2C_Prince_of_Orange,early_modern,38,36,0,0,2,35,0.9210526315789472,0.4276705575814642,93.6269915651359,99.2502343017807,68.79100281162137,95.92314901593252,99.34395501405812,64.1518275538894,76.19493908153702,38,0.0190735694822888,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,88.55014058106843,2,0
3,88.42174320524836,very_strong,acmd_dba8ec42eadd,Napoleon Bonaparte,https://en.wikipedia.org/wiki/Napoleon,revolutionary_napoleonic,67,65,0,0,2,60,0.8955223880597015,0.4985736913871622,98.78163074039362,100.0,69.46266791627616,79.70946579194002,100.0,64.1518275538894,72.35238987816307,22,0.0106544901065449,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,88.42174320524836,3,0
4,88.30178069353329,very_strong,acmd_57806d8d6048,Subutai,https://en.wikipedia.org/wiki/Subutai,medieval,16,13,0,0,3,16,1.0,0.4373213478483282,96.06373008434863,95.50140581068416,68.04123711340206,90.72164948453609,91.37769447047798,75.72633552014996,88.89409559512652,30,0.0747330960854092,battle_dominant,,0.048559,0.951441,eligible_field_commander,False,retain,0.4,1.0,88.30178069353329,4,0
5,86.81443298969073,very_strong,acmd_4eeecd36522d,"Sébastien Le Prestre, Marquis of Vauban",https://en.wikipedia.org/wiki/S%C3%A9bastien_Le_Prestre%2C_Marquis_of_Vauban,early_modern,16,13,0,0,3,13,0.8125,0.5631280820721596,99.71883786316776,91.94001874414246,63.12089971883787,90.72164948453609,91.37769447047798,75.72633552014996,60.63730084348641,30,0.0747330960854092,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,86.81443298969073,5,0
6,86.81162136832239,very_strong,acmd_c1296858a3ca,Jean Lannes,https://en.wikipedia.org/wiki/Jean_Lannes,revolutionary_napoleonic,28,25,0,0,3,27,0.9642857142857144,0.5871530954180882,99.90627928772258,98.96907216494846,69.00968447360201,58.80974695407685,98.96907216494846,75.72633552014996,77.69447047797563,13,0.0403071017274472,battle_dominant,,0.0136,0.9864,eligible_field_commander,False,retain,0.4,1.0,86.81162136832239,6,0
7,86.67104029990628,very_strong,acmd_6c87ea380ff8,Louis-Nicolas Davout,https://en.wikipedia.org/wiki/Louis-Nicolas_Davout,revolutionary_napoleonic,25,22,0,0,3,20,0.8,0.4763382060965226,97.75070290534208,97.8444236176195,67.13527022805373,79.70946579194002,97.9381443298969,75.72633552014996,44.79850046860357,22,0.0455531453362255,battle_dominant,,0.026875,0.973125,eligible_field_commander,False,retain,0.4,1.0,86.67104029990628,7,0
8,86.27553889409559,very_strong,acmd_0718c2b706e8,Douglas MacArthur,https://en.wikipedia.org/wiki/Douglas_MacArthur,world_wars,22,18,3,0,1,20,0.9090909090909092,0.3578212311228735,86.41049671977507,97.0946579194002,96.2667916276164,48.21930646672914,97.0946579194002,90.9559512652296,71.64948453608247,9,0.1325301204819277,battle_dominant,,0.066491,0.933509,eligible_field_commander,False,retain,0.4,1.0,86.27553889409559,8,0
9,86.09090909090911,very_strong,acmd_7305f32ff4a6,Charles XIV John,https://en.wikipedia.org/wiki/Charles_XIV_John,revolutionary_napoleonic,21,16,0,0,5,16,0.7619047619047619,0.4955577006365214,98.5941893158388,97.282099343955,67.69759450171821,70.80599812558576,95.0328022492971,84.77038425492034,43.95501405810684,18,0.0985915492957746,battle_dominant,,0.033408,0.966592,eligible_field_commander,False,retain,0.4,1.0,86.09090909090911,9,0
10,86.08247422680412,very_strong,acmd_3fe0c4409371,Ivan Paskevich,https://en.wikipedia.org/wiki/Ivan_Paskevich,long_nineteenth_century,9,7,0,0,2,9,1.0,0.480020626200933,97.9381443298969,83.1302717900656,79.78756638550453,95.31396438612931,65.74507966260543,64.1518275538894,88.89409559512652,37,0.0909090909090909,battle_dominant,,0.057642,0.942358,eligible_field_commander,False,retain,0.4,1.0,86.08247422680412,10,0
11,85.58950328022492,very_strong,acmd_36041001b0b5,Louis XIV,https://en.wikipedia.org/wiki/Louis_XIV,early_modern,15,8,0,0,7,11,0.7333333333333333,0.4904119699564625,98.21930646672917,90.9090909090909,64.90159325210871,84.20805998125586,82.84910965323337,90.01874414245549,58.05998125585754,25,0.2344497607655502,mixed_profile,,0.077055,0.922945,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,85.58950328022492,11,0
12,85.47985004686036,very_strong,acmd_511cecdfe383,"Henri de La Tour d'Auvergne, Viscount of Turenne",https://en.wikipedia.org/wiki/Henri_de_La_Tour_d%27Auvergne%2C_Viscount_of_Turenne,early_modern,20,17,0,0,3,15,0.75,0.383511604586429,88.56607310215557,96.43861293345827,67.69759450171821,95.31396438612931,95.54826616682288,75.72633552014996,51.452671040299904,37,0.0581717451523545,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,85.47985004686036,12,0
13,85.11152764761013,very_strong,acmd_b11217dd158b,Mehmed II,https://en.wikipedia.org/wiki/Mehmed_II,medieval,23,22,0,0,1,21,0.9130434782608696,0.3657025044971093,87.06654170571696,98.87535145267104,69.33770696657295,95.31396438612931,97.65698219306466,47.46954076850984,73.00843486410497,37,0.0156599552572706,battle_dominant,,0.01843,0.98157,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,85.11152764761013,13,0
14,85.02999062792877,very_strong,acmd_4ed31628d983,Belisarius,https://en.wikipedia.org/wiki/Belisarius,medieval,18,15,0,0,3,18,1.0,0.3678103642172819,87.16026241799437,94.47047797563262,64.90159325210871,91.89315838800376,93.25210871602624,75.72633552014996,88.89409559512652,31,0.0654205607476635,battle_dominant,,0.021691,0.978309,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,85.02999062792877,14,0
15,84.89409559512653,very_strong,acmd_680356dbc48c,Louis-Gabriel Suchet,https://en.wikipedia.org/wiki/Louis-Gabriel_Suchet,revolutionary_napoleonic,21,19,0,0,2,19,0.9047619047619048,0.4541656755159531,96.62605435801312,96.25117150890348,63.12089971883787,73.33645735707591,96.71977507029054,64.1518275538894,74.13308341143393,19,0.0355329949238578,battle_dominant,,0.005759,0.994241,eligible_field_commander,False,retain,0.4,1.0,84.89409559512653,15,0
16,84.28584817244611,very_strong,acmd_9506d32c4783,André Masséna,https://en.wikipedia.org/wiki/Andr%C3%A9_Mass%C3%A9na,revolutionary_napoleonic,43,40,0,0,3,37,0.8604651162790697,0.3957052658381844,89.31583880037488,99.62511715089036,69.33770696657295,68.79100281162137,99.81255857544518,75.72633552014996,62.79287722586692,17,0.02557856272838,battle_dominant,,0.0079,0.9921,eligible_field_commander,False,retain,0.4,1.0,84.28584817244611,16,0
17,83.99250234301782,very_strong,acmd_51ac35eb96a8,"Alexander Farnese, Duke of Parma",https://en.wikipedia.org/wiki/Alexander_Farnese%2C_Duke_of_Parma,early_modern,20,19,0,0,1,18,0.9,0.5011672195454,98.87535145267104,97.00093720712276,67.13527022805373,61.34020618556701,96.3917525773196,47.46954076850984,73.9925023430178,14,0.0180878552971576,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,83.99250234301782,17,0
18,83.5801312089972,very_strong,acmd_2ed09394c0e3,Khalid ibn al-Walid,https://en.wikipedia.org/wiki/Khalid_ibn_al-Walid,medieval,41,40,0,0,1,39,0.951219512195122,0.6584657882901493,100.0,99.53139643861292,69.22836613558263,58.80974695407685,99.62511715089036,18.181818181818183,77.31958762886599,13,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,83.5801312089972,18,0
19,83.50609184629803,very_strong,acmd_d7b7bb3c084e,Genghis Khan,https://en.wikipedia.org/wiki/Genghis_Khan,medieval,15,12,0,0,3,15,1.0,0.2774452965972326,71.41518275538894,93.0646672914714,82.89597000937208,99.10965323336455,89.87816307403936,75.72633552014996,88.89409559512652,603,0.0804597701149425,battle_dominant,,0.044194,0.955806,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,83.50609184629803,19,0
20,83.04029990627929,very_strong,acmd_31e8258ee555,Hubert Gough,https://en.wikipedia.org/wiki/Hubert_Gough,world_wars,22,20,2,0,0,17,0.7727272727272727,0.3555153298351377,83.22399250234301,91.19025304592316,84.70790378006873,68.79100281162137,97.37582005623244,83.0834114339269,44.23617619493909,17,0.074074074074074,battle_dominant,,0.053235,0.946765,eligible_field_commander,False,retain,0.4,1.0,83.04029990627929,20,0
22,82.12089971883786,very_strong,acmd_d53c51d2e48c,Maharaja Ranjit Singh,https://en.wikipedia.org/wiki/Ranjit_Singh,long_nineteenth_century,11,8,0,0,3,9,0.8181818181818182,0.3570797184551518,86.12933458294283,85.28584817244611,76.7572633552015,95.31396438612931,76.14807872539832,75.72633552014996,44.89222118088097,37,0.1160220994475137,battle_dominant,,0.123879,0.876121,eligible_field_commander,False,retain,0.4,1.0,82.12089971883786,21,-1
23,81.81630740393626,very_strong,acmd_52501a875538,Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,ancient,18,17,0,0,1,11,0.6111111111111112,0.4042621973395137,92.59606373008434,91.37769447047798,60.09059668853484,99.10965323336455,94.3767572633552,47.46954076850984,18.55670103092784,673,0.0201729106628242,battle_dominant,,0.01093,0.98907,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,81.81630740393626,22,-1
24,81.72352389878164,very_strong,acmd_7ece542ce56e,Winfield Scott,https://en.wikipedia.org/wiki/Winfield_Scott,long_nineteenth_century,12,8,0,0,4,8,0.6666666666666666,0.3784796673236636,88.09746954076851,79.38144329896907,76.7572633552015,93.90815370196812,78.39737582005624,80.13120899718838,37.76944704779756,35,0.1489361702127659,mixed_profile,,0.026489,0.973511,eligible_field_commander,False,retain,0.4,1.0,81.72352389878164,23,-1
25,81.60262417994377,very_strong,acmd_ed6b2e7bab39,Hannibal,https://en.wikipedia.org/wiki/Hannibal,ancient,27,25,0,0,2,18,0.6666666666666666,0.4021031793997673,92.40862230552952,93.25210871602624,48.54732895970009,99.10965323336455,98.73477038425492,64.1518275538894,22.30552952202437,436,0.0272373540856031,battle_dominant,,0.024998,0.975002,eligible_field_commander,False,retain,0.4,1.0,81.60262417994377,24,-1
26,81.10777881911903,very_strong,acmd_9532eb3afefd,Enver Pasha,https://en.wikipedia.org/wiki/Enver_Pasha,world_wars,14,8,1,0,5,9,0.6428571428571429,0.3405643699577702,81.630740393627,92.68978444236176,94.9547016557326,52.95220243673852,82.94283036551077,90.39362699156511,28.444236176194934,11,0.2417061611374407,mixed_profile,,0.064522,0.935478,eligible_field_commander,False,retain,0.4,1.0,81.10777881911903,25,-1
27,80.92502343017806,very_strong,acmd_ac43c188bcf2,Baybars,https://en.wikipedia.org/wiki/Baybars,medieval,10,9,0,0,1,9,0.9,0.4451534626631547,96.25117150890348,84.81724461105904,60.09059668853484,86.78537956888472,77.4601686972821,47.46954076850984,75.82005623242736,27,0.0374331550802139,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,80.92502343017806,26,-1
28,80.7535145267104,very_strong,acmd_041804c2e06c,Peng Dehuai,https://en.wikipedia.org/wiki/Peng_Dehuai,cold_war,13,11,1,0,1,8,0.6153846153846154,0.3449742462676812,81.91190253045923,88.94095595126524,87.34770384254921,70.80599812558576,88.19119025304593,78.25679475164011,19.96251171508904,18,0.0946502057613168,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,80.7535145267104,27,-1
29,80.29334582942832,very_strong,acmd_94390629dbd3,Frederick the Great,https://en.wikipedia.org/wiki/Frederick_the_Great,early_modern,26,21,0,0,5,24,0.9230769230769232,0.2854207813504568,72.44611059044048,98.31302717900655,67.69759450171821,77.83505154639175,97.8444236176195,84.77038425492034,75.44517338331771,21,0.0769230769230769,battle_dominant,,0.030994,0.969006,eligible_field_commander,False,retain,0.4,1.0,80.29334582942832,28,-1
30,80.22961574507967,very_strong,acmd_728cd65a1773,Heinz Guderian,https://en.wikipedia.org/wiki/Heinz_Guderian,world_wars,13,13,0,0,0,11,0.8461538461538461,0.3652143410474174,86.97282099343954,88.47235238987817,67.69759450171821,99.10965323336455,89.55014058106842,18.181818181818183,58.71602624179943,1617,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,80.22961574507967,29,-1
31,80.22961574507967,very_strong,acmd_e57884ddb832,Charles-Pierre Augereau,https://en.wikipedia.org/wiki/Charles-Pierre_Augereau,revolutionary_napoleonic,29,24,0,0,5,26,0.896551724137931,0.2831227814268761,72.07122774133083,99.15651358950328,68.79100281162137,75.72633552014996,98.87535145267104,84.77038425492034,71.88378631677601,20,0.0679611650485436,battle_dominant,,0.030512,0.969488,eligible_field_commander,False,retain,0.4,1.0,80.22961574507967,30,-1
32,80.02999062792877,very_strong,acmd_70fd3b0db695,Takeda Shingen,https://en.wikipedia.org/wiki/Takeda_Shingen,early_modern,20,20,0,0,0,18,0.9,0.5503991981263464,99.53139643861292,95.0328022492971,33.34895345204623,95.31396438612931,96.86035613870663,18.181818181818183,71.41518275538894,37,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,80.02999062792877,31,-1
33,79.99812558575447,strong,acmd_882696f48db2,Hari Singh Nalwa,https://en.wikipedia.org/wiki/Hari_Singh_Nalwa,long_nineteenth_century,11,10,0,0,1,10,0.9090909090909092,0.3824055844076,88.28491096532333,84.30178069353327,65.21399562636675,90.72164948453609,82.14620431115276,47.46954076850984,72.11808809746955,30,0.0338164251207729,battle_dominant,,0.035888,0.964112,eligible_field_commander,False,retain,0.4,1.0,79.99812558575447,32,-1
34,79.99718837863168,strong,acmd_9f7dff80cfa8,Aurangzeb,https://en.wikipedia.org/wiki/Aurangzeb,early_modern,10,8,0,0,2,9,0.9,0.337551445958424,81.06841611996252,89.4095595126523,67.13527022805373,97.61012183692596,72.82099343955014,64.1518275538894,75.82005623242736,47,0.0804597701149425,battle_dominant,,0.003328,0.996672,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,79.99718837863168,33,-1
35,79.54732895970011,strong,acmd_c82d0737a6d5,Ögedei Khan,https://en.wikipedia.org/wiki/%C3%96gedei_Khan,medieval,12,9,0,0,3,12,1.0,0.3182102886491448,79.19400187441424,87.34770384254921,63.12089971883787,90.72164948453609,81.34957825679476,75.72633552014996,88.89409559512652,30,0.1044776119402984,battle_dominant,,0.067446,0.932554,eligible_field_commander,False,retain,0.4,1.0,79.54732895970011,34,-1
37,79.41799437675726,strong,acmd_7efa0f23739e,Katō Kiyomasa,https://en.wikipedia.org/wiki/Kat%C5%8D_Kiyomasa,early_modern,12,11,0,0,1,10,0.8333333333333334,0.4829114104975927,98.12558575445172,87.72258669165886,54.99843798812871,73.33645735707591,85.2389878163074,47.46954076850984,53.88940955951266,19,0.0308370044052863,battle_dominant,,0.025046,0.974954,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,79.41799437675726,35,-2
38,79.38800374882848,strong,acmd_d689b62984e1,Tokugawa Ieyasu,https://en.wikipedia.org/wiki/Tokugawa_Ieyasu,early_modern,14,13,0,0,1,12,0.8571428571428571,0.3131062139919121,78.53795688847235,91.75257731958764,64.90159325210871,98.12558575445172,90.20618556701032,47.46954076850984,60.35613870665417,57,0.0262172284644194,battle_dominant,,0.02066,0.97934,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,79.38800374882848,36,-2
39,79.34020618556703,strong,acmd_44036d145325,Georgy Zhukov,https://en.wikipedia.org/wiki/Georgy_Zhukov,world_wars,24,17,7,0,0,23,0.9583333333333334,0.3284719829933787,80.41237113402062,98.5004686035614,69.00968447360201,39.22211808809747,97.75070290534208,97.8444236176195,77.60074976569823,6,0.247787610619469,battle_dominant,,0.250609,0.749391,eligible_field_commander,False,retain,0.4,1.0,79.34020618556703,37,-2
40,79.11246485473292,strong,acmd_d687b502db52,Mikhail Kutuzov,https://en.wikipedia.org/wiki/Mikhail_Kutuzov,revolutionary_napoleonic,13,11,0,0,2,9,0.6923076923076923,0.3900049914010652,89.03467666354264,89.69072164948454,63.12089971883787,79.70946579194002,85.9887535145267,64.1518275538894,27.553889409559517,22,0.0598290598290598,battle_dominant,,0.064123,0.935877,eligible_field_commander,False,retain,0.4,1.0,79.11246485473292,38,-2
41,79.0834114339269,strong,acmd_f47199d981fc,Stanisław Żółkiewski,https://en.wikipedia.org/wiki/Stanis%C5%82aw_%C5%BB%C3%B3%C5%82kiewski,early_modern,11,11,0,0,0,10,0.9090909090909092,0.4635824971694798,96.81349578256795,90.1593252108716,51.03092783505155,85.56701030927834,84.20805998125586,18.181818181818183,72.72727272727273,26,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,79.0834114339269,39,-2
42,79.06466729147141,strong,acmd_dbaafbd66e5b,Charles XII of Sweden,https://en.wikipedia.org/wiki/Charles_XII_of_Sweden,early_modern,22,21,0,0,1,21,0.9545454545454546,0.3576608125494122,86.31677600749765,96.62605435801312,54.99843798812871,70.80599812558576,97.282099343955,47.46954076850984,76.94470477975632,18,0.0163934426229508,battle_dominant,,0.00556,0.99444,eligible_field_commander,False,retain,0.4,1.0,79.06466729147141,40,-2
46,78.66073102155575,strong,acmd_542b4086f360,Mustafa Kemal Atatürk,https://en.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk,world_wars,28,21,0,0,7,22,0.7857142857142857,0.2407509886193347,67.29147141518276,99.06279287722587,86.00437363323961,52.95220243673852,98.21930646672917,90.01874414245549,55.95126522961574,11,0.1044776119402985,battle_dominant,,0.035975,0.964025,eligible_field_commander,False,retain,0.4,1.0,78.66073102155575,41,-5
48,78.55576382380507,strong,acmd_be0dead43626,Peter Wittgenstein,https://en.wikipedia.org/wiki/Peter_Wittgenstein,revolutionary_napoleonic,16,15,0,0,1,14,0.875,0.3378370437377963,81.25585754451734,93.95501405810684,66.2293033427054,75.72633552014996,92.36176194939084,47.46954076850984,63.73008434864105,20,0.022801302931596,battle_dominant,,0.01146,0.98854,eligible_field_commander,False,retain,0.4,1.0,78.55576382380507,42,-6
49,78.4714151827554,strong,acmd_e106c97dfef1,Tolui,https://en.wikipedia.org/wiki/Tolui,medieval,10,7,0,0,3,10,1.0,0.4160372640575232,93.15838800374884,77.41330834114339,60.09059668853484,73.33645735707591,70.10309278350515,75.72633552014996,88.89409559512652,19,0.1304347826086956,battle_dominant,,0.075602,0.924398,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,78.4714151827554,43,-6
51,78.28022492970948,strong,acmd_8ff67c26331f,Jean Victor Marie Moreau,https://en.wikipedia.org/wiki/Jean_Victor_Marie_Moreau,revolutionary_napoleonic,22,22,0,0,0,21,0.9545454545454546,0.3792279515111743,88.19119025304593,98.5941893158388,53.24898469228366,73.33645735707591,97.46954076850984,18.181818181818183,77.22586691658857,19,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,78.28022492970948,44,-7
52,78.18931583880037,strong,acmd_59f41bf60d8d,Ōyama Iwao,https://en.wikipedia.org/wiki/%C5%8Cyama_Iwao,long_nineteenth_century,10,8,0,0,2,9,0.9,0.4291508465694312,93.81443298969072,71.7900656044986,54.99843798812871,95.31396438612931,72.82099343955014,64.1518275538894,69.44704779756327,37,0.0804597701149425,battle_dominant,,0.05684,0.94316,eligible_field_commander,False,retain,0.4,1.0,78.18931583880037,45,-7
53,78.00281162136832,strong,acmd_632d6e1b916a,Amr ibn al-As,https://en.wikipedia.org/wiki/Amr_ibn_al-As,medieval,12,12,0,0,0,10,0.8333333333333334,0.5333333333333333,99.43767572633551,83.03655107778819,44.89222118088097,92.54920337394564,87.20712277413308,18.181818181818183,55.95126522961574,32,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,78.00281162136832,46,-7
54,77.98313027179006,strong,acmd_cf14a194e3dc,Mahmud Pasha Angelović,https://en.wikipedia.org/wiki/Mahmud_Pasha_Angelovi%C4%87,medieval,11,11,0,0,0,10,0.9090909090909092,0.445443443664263,96.34489222118088,90.53420805998124,51.93689472039987,75.72633552014996,84.20805998125586,18.181818181818183,72.72727272727273,20,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,77.98313027179006,47,-7
55,77.9821930646673,strong,acmd_909d92cf788e,Maeda Toshiie,https://en.wikipedia.org/wiki/Maeda_Toshiie,early_modern,11,10,0,0,1,10,0.9090909090909092,0.3957426127248697,89.4095595126523,84.30178069353327,48.54732895970009,95.92314901593252,82.14620431115276,47.46954076850984,72.11808809746955,38,0.0338164251207729,battle_dominant,,0.028504,0.971496,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,77.9821930646673,48,-7
56,77.98031865042176,strong,acmd_9acc0b2c5ac1,Walter Krueger,https://en.wikipedia.org/wiki/Walter_Krueger,world_wars,12,9,3,0,0,12,1.0,0.5513973841798462,99.62511715089036,82.56794751640113,66.2293033427054,15.510777881911904,85.52014995313965,89.12839737582006,88.89409559512652,2,0.2105263157894737,battle_dominant,,0.225952,0.774048,eligible_field_commander,False,retain,0.4,1.0,77.98031865042176,49,-7
57,77.86504217432054,strong,acmd_ccc95a8b031b,Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,early_modern,19,15,0,0,4,6,0.3157894736842105,0.4363636363636363,95.12652296157452,87.91002811621368,66.2293033427054,45.54826616682287,93.53327085285848,80.13120899718838,1.3120899718837862,8,0.0853658536585365,battle_dominant,,0.041154,0.958846,eligible_field_commander,False,retain,0.4,1.0,77.86504217432054,50,-7
58,77.29147141518277,strong,acmd_9abc9d454029,Abu Ubayda ibn al-Jarrah,https://en.wikipedia.org/wiki/Abu_Ubayda_ibn_al-Jarrah,medieval,13,12,0,0,1,13,1.0,0.518712121609505,99.2502343017807,84.62980318650422,42.752264917213374,61.34020618556701,88.37863167760075,47.46954076850984,88.89409559512652,14,0.0283400809716599,battle_dominant,,0.028287,0.971713,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,77.29147141518277,51,-7
60,77.2464854732896,strong,acmd_6970e6b60c26,Saladin,https://en.wikipedia.org/wiki/Saladin,medieval,21,21,0,0,0,11,0.5238095238095238,0.4956592636799631,98.6879100281162,92.03373945641988,39.80006248047485,89.31583880037488,97.1883786316776,18.181818181818183,10.21555763823805,29,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,77.2464854732896,52,-8
61,77.14339268978445,strong,acmd_f3435c4f05ec,Claude-Victor Perrin,https://en.wikipedia.org/wiki/Claude-Victor_Perrin,revolutionary_napoleonic,28,26,0,0,2,22,0.7857142857142857,0.1238287187791495,52.014995313964384,98.78163074039362,84.70790378006873,99.10965323336455,99.06279287722587,64.1518275538894,45.54826616682287,112,0.0262172284644194,battle_dominant,,0.007812,0.992188,eligible_field_commander,False,retain,0.4,1.0,77.14339268978445,53,-8
62,77.11527647610122,strong,acmd_eec0f4ec373e,Francis Vere,https://en.wikipedia.org/wiki/Francis_Vere,early_modern,18,18,0,0,0,17,0.9444444444444444,0.4193564634258223,93.34582942830365,92.50234301780694,49.70321774445485,66.44798500468603,95.31396438612931,18.181818181818183,76.28865979381443,16,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,77.11527647610122,54,-8
63,77.06747891283976,strong,acmd_429b31f5c5fd,Philip the Good,https://en.wikipedia.org/wiki/Philip_the_Good,medieval,9,8,0,0,1,8,0.8888888888888888,0.3998176978753008,89.69072164948454,77.31958762886599,54.99843798812871,96.29803186504218,71.36832239925025,47.46954076850984,75.21087160262418,39,0.0419161676646706,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,77.06747891283976,55,-8
64,77.01312089971884,strong,acmd_8a9267fb6cd4,John III Sobieski,https://en.wikipedia.org/wiki/John_III_Sobieski,early_modern,11,10,0,0,1,10,0.9090909090909092,0.3508102856340296,82.56794751640113,89.78444236176195,64.90159325210871,73.33645735707591,82.14620431115276,47.46954076850984,72.11808809746955,19,0.0338164251207729,battle_dominant,,0.017295,0.982705,eligible_field_commander,False,retain,0.4,1.0,77.01312089971884,56,-8
65,76.91752577319589,strong,acmd_6801fcdfc85b,Sayenqueraghta,https://en.wikipedia.org/wiki/Sayenqueraghta,early_modern,9,7,0,0,2,9,1.0,0.3611142687353946,86.5979381443299,80.69353327085285,63.12089971883787,77.83505154639175,65.74507966260543,64.1518275538894,88.89409559512652,21,0.0909090909090909,battle_dominant,,0.04304,0.95696,eligible_field_commander,False,retain,0.4,1.0,76.91752577319589,57,-8
66,76.91181818181818,strong,acmd_6098828ef6a4,Petar Bojović,https://en.wikipedia.org/wiki/Petar_Bojovi%C4%87,long_nineteenth_century,9,4,3,0,2,7,0.7777777777777778,0.4666666666666667,97.04779756326148,72.35238987816307,90.37800687285224,39.22211808809747,61.9493908153702,91.98687910028116,63.07403936269915,6,0.4366197183098592,mixed_profile,,0.2145,0.785499,eligible_field_commander,False,retain,0.4,1.0,76.91181818181818,58,-8
68,76.76194939081537,strong,acmd_9b46a317ac31,Ahmad Shah Durrani,https://en.wikipedia.org/wiki/Ahmad_Shah_Durrani,early_modern,10,9,0,0,1,9,0.9,0.3198653718138707,79.28772258669166,88.7535145267104,64.90159325210871,84.20805998125586,77.4601686972821,47.46954076850984,75.82005623242736,25,0.0374331550802139,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,76.76194939081537,59,-9
69,76.60168697282099,strong,acmd_cbe4494bd0e0,"François-Henri de Montmorency, duc de Luxembourg",https://en.wikipedia.org/wiki/Fran%C3%A7ois-Henri_de_Montmorency%2C_duc_de_Luxembourg,early_modern,13,10,0,0,3,7,0.5384615384615384,0.4666666666666668,97.37582005623244,75.44517338331771,48.54732895970009,77.83505154639175,84.91096532333646,75.72633552014996,18.697282099343955,21,0.0950226244343891,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,76.60168697282099,60,-9
70,76.56982193064667,strong,acmd_ed738e8e2d78,Ernst Gideon von Laudon,https://en.wikipedia.org/wiki/Ernst_Gideon_von_Laudon,early_modern,12,9,0,0,3,11,0.9166666666666666,0.2224040132708885,64.19868791002811,85.75445173383318,76.7572633552015,91.89315838800376,81.34957825679476,75.72633552014996,76.7104029990628,31,0.1044776119402984,battle_dominant,,0.02194,0.97806,eligible_field_commander,False,retain,0.4,1.0,76.56982193064667,61,-9
